travelCode,User_ID_x,Departure,Arrival,flightType,Flight_price,Flight_duration,Flight_Distance,Flight_agency,Departure_date,User_ID_y,Hotel_Name,Arrival_place,Hotel_stay,Hotel_per_day_price,Check-in_x,Hotel_TotalPrice,User_ID,Check-in_y,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,Car_total_distance,fuelPolicy,Car_bookingStatus,total_rent_price,car_booking
111694,1105,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,17/03/2022,1105,Hotel BW,Campo Grande (MS),1,60.39,03/17/2022,60.39,1105.0,03/17/2022,Amberside,East Laurenburgh,Luxury,Hertz,4.0,489.0,Partial,Cancelled,11215.0,1
111721,1105,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,22/09/2022,1105,Hotel Z,Aracaju (SE),1,208.04,09/22/2022,208.04,1105.0,09/22/2022,Gambleton,Lake Davidburgh,Luxury,Sixt,3.0,284.0,Prepaid,Pending,6958.0,1
111765,1106,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,13/02/2020,1106,Hotel CB,Rio de Janeiro (RJ),1,165.99,02/13/2020,165.99,1106.0,02/13/2020,Gonzalezville,Peterton,Luxury,Budget,4.0,271.0,Prepaid,Pending,6860.0,1
111808,1107,Florianopolis (SC),Recife (PE),firstClass,1300.6,1.76,676.53,CloudFy,12/12/2019,1107,Hotel AU,Recife (PE),4,312.83,12/12/2019,1251.32,1107.0,12/12/2019,North Reginachester,South Kathleenville,Sedan,Budget,5.0,490.0,Partial,Confirmed,5581.0,1
111848,1108,Florianopolis (SC),Natal (RN),firstClass,1348.79,1.84,709.37,FlyingDrops,19/03/2020,1108,Hotel BD,Natal (RN),2,242.88,03/19/2020,485.76,1108.0,03/19/2020,South Kyle,West Stephanieville,SUV,Budget,2.0,168.0,Partial,Pending,2620.0,1
111859,1108,Florianopolis (SC),Campo Grande (MS),economic,544.86,1.49,573.81,Rainbow,06/04/2020,1108,Hotel BW,Campo Grande (MS),1,60.39,06/04/2020,60.39,1108.0,06/04/2020,Port Melissaport,Danielton,Hatchback,Sixt,5.0,55.0,Partial,Pending,939.0,1
111946,1108,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,1.49,573.81,CloudFy,02/03/2022,1108,Hotel BW,Campo Grande (MS),1,60.39,02/03/2022,60.39,1108.0,02/03/2022,Deleonville,South Shannon,Luxury,Avis,3.0,296.0,Prepaid,Cancelled,7199.0,1
112003,1109,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,16/04/2020,1109,Hotel Z,Aracaju (SE),2,208.04,04/16/2020,416.08,1109.0,04/16/2020,New Kathleentown,West Jenniferborough,SUV,Enterprise,3.0,216.0,Prepaid,Cancelled,3295.0,1
112011,1109,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,06/11/2020,1109,Hotel AU,Recife (PE),4,312.83,06/11/2020,1251.32,1109.0,06/11/2020,Jacobhaven,Fredhaven,Hatchback,Enterprise,5.0,221.0,Partial,Cancelled,2261.0,1
112081,1111,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,12/05/2019,1111,Hotel K,Salvador (BH),4,263.41,12/05/2019,1053.64,1111.0,12/05/2019,Sandraton,Rebeccahaven,Luxury,Enterprise,5.0,398.0,Full-to-Full,Cancelled,9544.0,1
112217,1112,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,30/01/2020,1112,Hotel AU,Recife (PE),1,312.83,01/30/2020,312.83,1112.0,01/30/2020,Murphyburgh,Kristinchester,SUV,Enterprise,3.0,105.0,Partial,Confirmed,1952.0,1
112345,1113,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,23/01/2020,1113,Hotel K,Salvador (BH),4,263.41,01/23/2020,1053.64,1113.0,01/23/2020,Wesleyfort,Guzmanchester,Sedan,Enterprise,3.0,74.0,Partial,Confirmed,1262.0,1
112392,1113,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,17/12/2020,1113,Hotel AU,Recife (PE),4,312.83,12/17/2020,1251.32,1113.0,12/17/2020,North Katherine,Alanchester,SUV,Avis,1.0,126.0,Partial,Cancelled,2013.0,1
112396,1113,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,14/01/2021,1113,Hotel Z,Aracaju (SE),2,208.04,01/14/2021,416.08,1113.0,01/14/2021,Pittmanbury,Michaelfort,Sedan,Sixt,5.0,211.0,Prepaid,Confirmed,2804.0,1
112415,1113,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,27/05/2021,1113,Hotel BW,Campo Grande (MS),4,60.39,05/27/2021,241.56,1113.0,05/27/2021,Jenniferview,New Dianaland,Hatchback,Budget,3.0,332.0,Partial,Pending,3030.0,1
112535,1116,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,23/01/2020,1116,Hotel K,Salvador (BH),4,263.41,01/23/2020,1053.64,1116.0,01/23/2020,New Robertview,Jacksonshire,Luxury,Avis,4.0,302.0,Partial,Pending,7490.0,1
112554,1116,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,06/04/2020,1116,Hotel BP,Brasilia (DF),3,247.62,06/04/2020,742.86,1116.0,06/04/2020,North Daniel,Walkermouth,Sedan,Budget,1.0,151.0,Partial,Cancelled,1891.0,1
112555,1116,Florianopolis (SC),Brasilia (DF),firstClass,1097.17,1.66,637.56,FlyingDrops,06/11/2020,1116,Hotel BP,Brasilia (DF),2,247.62,06/11/2020,495.24,1116.0,06/11/2020,North Paula,Pricemouth,Hatchback,Budget,3.0,84.0,Prepaid,Pending,1038.0,1
112641,1116,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,1.49,573.81,CloudFy,02/03/2022,1116,Hotel BW,Campo Grande (MS),2,60.39,02/03/2022,120.78,1116.0,02/03/2022,West Latoyastad,Lake Andrewland,Luxury,Budget,4.0,157.0,Full-to-Full,Cancelled,4565.0,1
112668,1118,Florianopolis (SC),Campo Grande (MS),economic,478.02,1.49,573.81,CloudFy,21/11/2019,1118,Hotel BW,Campo Grande (MS),2,60.39,11/21/2019,120.78,1118.0,11/21/2019,Grantmouth,Lake Ronaldburgh,Luxury,Avis,4.0,228.0,Partial,Cancelled,6009.0,1
112712,1118,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,24/09/2020,1118,Hotel K,Salvador (BH),2,263.41,09/24/2020,526.82,1118.0,09/24/2020,Lake Joseberg,Powellport,SUV,Budget,5.0,56.0,Partial,Pending,1568.0,1
112744,1119,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,01/02/2020,1119,Hotel Z,Aracaju (SE),4,208.04,01/02/2020,832.16,1119.0,01/02/2020,Shermantown,Brownside,Luxury,Enterprise,5.0,419.0,Prepaid,Pending,9962.0,1
112747,1119,Florianopolis (SC),Salvador (BH),economic,898.67,2.44,937.77,CloudFy,23/01/2020,1119,Hotel K,Salvador (BH),2,263.41,01/23/2020,526.82,1119.0,01/23/2020,Kimfurt,South Caitlinborough,Luxury,Sixt,1.0,429.0,Prepaid,Pending,9554.0,1
112787,1119,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,29/10/2020,1119,Hotel Z,Aracaju (SE),1,208.04,10/29/2020,208.04,1119.0,10/29/2020,Port Robertland,Lake Charlesborough,Hatchback,Hertz,3.0,108.0,Partial,Pending,1227.0,1
112814,1119,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,05/06/2021,1119,Hotel AF,Sao Paulo (SP),1,139.1,05/06/2021,139.1,1119.0,05/06/2021,New Jamesbury,South Joshua,Luxury,Budget,4.0,337.0,Prepaid,Confirmed,8174.0,1
112882,1120,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,19/11/2020,1120,Hotel AF,Sao Paulo (SP),2,139.1,11/19/2020,278.2,1120.0,11/19/2020,Lake Jessicafort,New Amandamouth,Hatchback,Sixt,1.0,256.0,Prepaid,Cancelled,2322.0,1
112902,1120,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,04/08/2021,1120,Hotel BW,Campo Grande (MS),3,60.39,04/08/2021,181.17,1120.0,04/08/2021,Port Angelaton,Port Jeff,Hatchback,Sixt,1.0,342.0,Full-to-Full,Pending,3025.0,1
112909,1120,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,27/05/2021,1120,Hotel Z,Aracaju (SE),4,208.04,05/27/2021,832.16,1120.0,05/27/2021,Hernandezchester,Port Nathanfort,SUV,Hertz,4.0,448.0,Full-to-Full,Pending,6178.0,1
112919,1120,Florianopolis (SC),Salvador (BH),economic,915.02,2.44,937.77,Rainbow,08/05/2021,1120,Hotel K,Salvador (BH),1,263.41,08/05/2021,263.41,1120.0,08/05/2021,Williamstown,South Steven,Sedan,Hertz,4.0,433.0,Partial,Pending,4959.0,1
113001,1121,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,19/11/2020,1121,Hotel BD,Natal (RN),2,242.88,11/19/2020,485.76,1121.0,11/19/2020,Sheilastad,Thomasstad,Sedan,Hertz,5.0,302.0,Prepaid,Confirmed,3704.0,1
113008,1121,Florianopolis (SC),Salvador (BH),economic,915.02,2.44,937.77,Rainbow,01/07/2021,1121,Hotel K,Salvador (BH),1,263.41,01/07/2021,263.41,1121.0,01/07/2021,Lake Donald,Duncanstad,Sedan,Sixt,1.0,474.0,Prepaid,Pending,5124.0,1
113063,1122,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,14/11/2019,1122,Hotel BW,Campo Grande (MS),4,60.39,11/14/2019,241.56,1122.0,11/14/2019,Valenciaborough,Lake James,Luxury,Avis,3.0,390.0,Partial,Confirmed,9073.0,1
113071,1122,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,1.21,466.3,FlyingDrops,01/09/2020,1122,Hotel CB,Rio de Janeiro (RJ),1,165.99,01/09/2020,165.99,1122.0,01/09/2020,South Alishashire,Adkinsmouth,Luxury,Avis,2.0,488.0,Partial,Cancelled,10888.0,1
113074,1122,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,30/01/2020,1122,Hotel BP,Brasilia (DF),1,247.62,01/30/2020,247.62,1122.0,01/30/2020,Kylieshire,Saraberg,Hatchback,Enterprise,5.0,145.0,Prepaid,Cancelled,1621.0,1
113095,1122,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,25/06/2020,1122,Hotel AF,Sao Paulo (SP),3,139.1,06/25/2020,417.3,1122.0,06/25/2020,Port Jessicaberg,Angelaberg,Hatchback,Hertz,5.0,384.0,Partial,Cancelled,3566.0,1
113186,1123,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,25/03/2021,1123,Hotel BD,Natal (RN),1,242.88,03/25/2021,242.88,1123.0,03/25/2021,Troyview,Lake Steven,SUV,Avis,5.0,343.0,Prepaid,Confirmed,5011.0,1
113208,1123,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,26/08/2021,1123,Hotel BD,Natal (RN),3,242.88,08/26/2021,728.64,1123.0,08/26/2021,North Barbaramouth,South Jason,Luxury,Enterprise,2.0,361.0,Prepaid,Confirmed,8366.0,1
113221,1124,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,10/10/2019,1124,Hotel AU,Recife (PE),2,312.83,10/10/2019,625.66,1124.0,10/10/2019,East Jennifer,New Kathy,SUV,Avis,2.0,398.0,Partial,Pending,5397.0,1
113244,1125,Florianopolis (SC),Natal (RN),premium,1114.55,1.84,709.37,Rainbow,16/01/2020,1125,Hotel BD,Natal (RN),3,242.88,01/16/2020,728.64,1125.0,01/16/2020,Samanthaland,Lake Aaron,Hatchback,Hertz,3.0,468.0,Full-to-Full,Confirmed,4119.0,1
113261,1125,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,14/05/2020,1125,Hotel Z,Aracaju (SE),3,208.04,05/14/2020,624.12,1125.0,05/14/2020,South Robertport,East Toddstad,Sedan,Avis,3.0,179.0,Prepaid,Pending,2335.0,1
113289,1126,Florianopolis (SC),Campo Grande (MS),economic,478.02,1.49,573.81,CloudFy,10/03/2019,1126,Hotel BW,Campo Grande (MS),3,60.39,10/03/2019,181.17,1126.0,10/03/2019,New Kelly,Port Williammouth,Luxury,Sixt,1.0,114.0,Full-to-Full,Cancelled,3240.0,1
113301,1126,Florianopolis (SC),Sao Paulo (SP),economic,427.0,1.46,562.14,Rainbow,26/12/2019,1126,Hotel AF,Sao Paulo (SP),3,139.1,12/26/2019,417.3,1126.0,12/26/2019,North Timothyshire,Youngburgh,Luxury,Enterprise,5.0,337.0,Partial,Pending,8311.0,1
113306,1126,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,1.21,466.3,Rainbow,30/01/2020,1126,Hotel CB,Rio de Janeiro (RJ),2,165.99,01/30/2020,331.98,1126.0,01/30/2020,Claudiaburgh,Jeremyberg,Hatchback,Enterprise,5.0,88.0,Full-to-Full,Pending,1180.0,1
113354,1126,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,31/12/2020,1126,Hotel BP,Brasilia (DF),2,247.62,12/31/2020,495.24,1126.0,12/31/2020,Wernershire,Eugenestad,Sedan,Enterprise,5.0,215.0,Full-to-Full,Pending,2819.0,1
113431,1127,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,10/10/2019,1127,Hotel BP,Brasilia (DF),3,247.62,10/10/2019,742.86,1127.0,10/10/2019,North Timothyland,West Kevinstad,SUV,Hertz,1.0,102.0,Prepaid,Confirmed,1736.0,1
113436,1127,Florianopolis (SC),Campo Grande (MS),economic,478.02,1.49,573.81,CloudFy,14/11/2019,1127,Hotel BW,Campo Grande (MS),1,60.39,11/14/2019,60.39,1127.0,11/14/2019,Fordside,North Jessica,SUV,Enterprise,2.0,331.0,Full-to-Full,Cancelled,4567.0,1
113485,1127,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,22/10/2020,1127,Hotel AU,Recife (PE),4,312.83,10/22/2020,1251.32,1127.0,10/22/2020,New Anne,Matthewmouth,Hatchback,Budget,5.0,209.0,Prepaid,Pending,2153.0,1
113523,1127,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,15/07/2021,1127,Hotel BW,Campo Grande (MS),4,60.39,07/15/2021,241.56,1127.0,07/15/2021,Wolfberg,East Michaelberg,SUV,Avis,5.0,431.0,Prepaid,Confirmed,6056.0,1
113572,1127,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,23/06/2022,1127,Hotel Z,Aracaju (SE),3,208.04,06/23/2022,624.12,1127.0,06/23/2022,Lake Melanieshire,West Melanie,SUV,Sixt,1.0,66.0,Prepaid,Cancelled,1305.0,1
113575,1127,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,14/07/2022,1127,Hotel Z,Aracaju (SE),3,208.04,07/14/2022,624.12,1127.0,07/14/2022,Edwardshaven,New Tylerhaven,Luxury,Avis,1.0,201.0,Partial,Confirmed,4998.0,1
113577,1127,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,1.46,562.14,FlyingDrops,28/07/2022,1127,Hotel AF,Sao Paulo (SP),1,139.1,07/28/2022,139.1,1127.0,07/28/2022,East Meghan,Tanyamouth,Luxury,Budget,5.0,421.0,Prepaid,Pending,10003.0,1
113592,1127,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,11/10/2022,1127,Hotel K,Salvador (BH),2,263.41,11/10/2022,526.82,1127.0,11/10/2022,Mooreville,Salazarton,Sedan,Hertz,3.0,362.0,Prepaid,Cancelled,4148.0,1
113665,1129,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,10/03/2019,1129,Hotel BD,Natal (RN),4,242.88,10/03/2019,971.52,1129.0,10/03/2019,Lake Martha,Richardview,SUV,Avis,5.0,371.0,Full-to-Full,Pending,5318.0,1
113719,1130,Florianopolis (SC),Campo Grande (MS),economic,544.86,1.49,573.81,Rainbow,01/09/2020,1130,Hotel BW,Campo Grande (MS),3,60.39,01/09/2020,181.17,1130.0,01/09/2020,Lake Brittneyhaven,Youngland,Hatchback,Avis,4.0,381.0,Prepaid,Confirmed,3497.0,1
113828,1131,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,12/10/2020,1131,Hotel BD,Natal (RN),2,242.88,12/10/2020,485.76,1131.0,12/10/2020,Youngtown,South Jonathan,Sedan,Hertz,3.0,109.0,Partial,Cancelled,1637.0,1
113840,1131,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,03/04/2021,1131,Hotel BP,Brasilia (DF),3,247.62,03/04/2021,742.86,1131.0,03/04/2021,North Kathrynhaven,North James,Luxury,Avis,1.0,117.0,Prepaid,Pending,3330.0,1
113892,1132,Florianopolis (SC),Recife (PE),firstClass,1175.62,1.76,676.53,Rainbow,26/12/2019,1132,Hotel AU,Recife (PE),3,312.83,12/26/2019,938.49,1132.0,12/26/2019,Atkinsmouth,Lake William,Sedan,Sixt,1.0,321.0,Full-to-Full,Cancelled,3591.0,1
113930,1132,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,17/09/2020,1132,Hotel Z,Aracaju (SE),2,208.04,09/17/2020,416.08,1132.0,09/17/2020,Adamport,Harperchester,Luxury,Hertz,3.0,378.0,Full-to-Full,Cancelled,8830.0,1
113956,1132,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,18/03/2021,1132,Hotel Z,Aracaju (SE),1,208.04,03/18/2021,208.04,1132.0,03/18/2021,Lesliebury,Michellemouth,Hatchback,Enterprise,5.0,386.0,Full-to-Full,Cancelled,3561.0,1
113958,1132,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,04/01/2021,1132,Hotel Z,Aracaju (SE),3,208.04,04/01/2021,624.12,1132.0,04/01/2021,Pottsbury,West Kimberly,Hatchback,Hertz,2.0,345.0,Partial,Confirmed,3110.0,1
114024,1135,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,03/05/2020,1135,Hotel AF,Sao Paulo (SP),3,139.1,03/05/2020,417.3,1135.0,03/05/2020,Trevorton,New Markchester,Luxury,Hertz,1.0,467.0,Prepaid,Cancelled,10301.0,1
114176,1135,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,2.1,808.85,Rainbow,02/02/2023,1135,Hotel Z,Aracaju (SE),2,208.04,02/02/2023,416.08,1135.0,02/02/2023,Cameronstad,Nicholsonville,SUV,Budget,5.0,310.0,Full-to-Full,Cancelled,4599.0,1
114188,1136,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,31/10/2019,1136,Hotel BP,Brasilia (DF),2,247.62,10/31/2019,495.24,1136.0,10/31/2019,East Heatherstad,East Loriview,SUV,Avis,5.0,343.0,Prepaid,Confirmed,4995.0,1
114225,1136,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,16/07/2020,1136,Hotel K,Salvador (BH),4,263.41,07/16/2020,1053.64,1136.0,07/16/2020,Port Dennis,Port Kimberly,SUV,Enterprise,3.0,270.0,Partial,Confirmed,3951.0,1
114263,1137,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,23/04/2020,1137,Hotel BP,Brasilia (DF),4,247.62,04/23/2020,990.48,1137.0,04/23/2020,East William,Fryberg,SUV,Hertz,4.0,376.0,Full-to-Full,Pending,5317.0,1
114279,1138,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,24/10/2019,1138,Hotel BW,Campo Grande (MS),2,60.39,10/24/2019,120.78,1138.0,10/24/2019,Sharonshire,West Renee,Sedan,Avis,4.0,367.0,Partial,Confirmed,4274.0,1
114299,1138,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,03/12/2020,1138,Hotel K,Salvador (BH),2,263.41,03/12/2020,526.82,1138.0,03/12/2020,North Troyview,East Elizabethhaven,Hatchback,Sixt,3.0,89.0,Partial,Confirmed,1099.0,1
114327,1138,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,1.21,466.3,Rainbow,24/09/2020,1138,Hotel CB,Rio de Janeiro (RJ),4,165.99,09/24/2020,663.96,1138.0,09/24/2020,Caseyview,Cynthiashire,Sedan,Hertz,5.0,169.0,Full-to-Full,Cancelled,2353.0,1
114328,1138,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,10/01/2020,1138,Hotel BP,Brasilia (DF),4,247.62,10/01/2020,990.48,1138.0,10/01/2020,Christinaton,North Tylerfurt,Hatchback,Avis,2.0,97.0,Partial,Cancelled,1120.0,1
114331,1138,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,22/10/2020,1138,Hotel Z,Aracaju (SE),3,208.04,10/22/2020,624.12,1138.0,10/22/2020,Taylorbury,Wellsland,Sedan,Sixt,5.0,183.0,Prepaid,Confirmed,2515.0,1
114338,1138,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,12/10/2020,1138,Hotel BP,Brasilia (DF),2,247.62,12/10/2020,495.24,1138.0,12/10/2020,Lake Tanner,North Brianton,Luxury,Budget,1.0,308.0,Partial,Cancelled,7137.0,1
114358,1138,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,29/04/2021,1138,Hotel Z,Aracaju (SE),1,208.04,04/29/2021,208.04,1138.0,04/29/2021,South Jessicaton,South Rodneyfurt,Hatchback,Budget,4.0,110.0,Full-to-Full,Confirmed,1309.0,1
114377,1138,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,09/09/2021,1138,Hotel BW,Campo Grande (MS),1,60.39,09/09/2021,60.39,1138.0,09/09/2021,Danielshire,South Brent,SUV,Avis,5.0,398.0,Prepaid,Pending,5647.0,1
114422,1138,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,21/07/2022,1138,Hotel BP,Brasilia (DF),4,247.62,07/21/2022,990.48,1138.0,07/21/2022,Nicholasburgh,Dennismouth,Luxury,Enterprise,1.0,358.0,Partial,Cancelled,8136.0,1
114455,1139,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,1.49,573.81,CloudFy,11/07/2019,1139,Hotel BW,Campo Grande (MS),2,60.39,11/07/2019,120.78,1139.0,11/07/2019,Walkerstad,New Amandabury,SUV,Avis,2.0,170.0,Partial,Pending,2661.0,1
114468,1139,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,02/06/2020,1139,Hotel AF,Sao Paulo (SP),3,139.1,02/06/2020,417.3,1139.0,02/06/2020,South Heathertown,East Dianaland,SUV,Budget,4.0,102.0,Full-to-Full,Confirmed,2008.0,1
114546,1139,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,08/05/2021,1139,Hotel BW,Campo Grande (MS),3,60.39,08/05/2021,181.17,1139.0,08/05/2021,Port Kelly,Alexiston,Sedan,Avis,4.0,429.0,Prepaid,Pending,4903.0,1
114561,1139,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,1.21,466.3,FlyingDrops,18/11/2021,1139,Hotel CB,Rio de Janeiro (RJ),3,165.99,11/18/2021,497.97,1139.0,11/18/2021,Port Daniel,South Austin,Sedan,Budget,1.0,74.0,Full-to-Full,Cancelled,1133.0,1
114602,1140,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,20/02/2020,1140,Hotel AF,Sao Paulo (SP),4,139.1,02/20/2020,556.4,1140.0,02/20/2020,Jonesview,Johnsonport,Hatchback,Enterprise,3.0,174.0,Prepaid,Pending,1764.0,1
114655,1140,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,25/02/2021,1140,Hotel Z,Aracaju (SE),2,208.04,02/25/2021,416.08,1140.0,02/25/2021,Alejandratown,Rosalesmouth,Sedan,Sixt,5.0,316.0,Partial,Confirmed,3844.0,1
114661,1140,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,1.46,562.14,CloudFy,04/08/2021,1140,Hotel AF,Sao Paulo (SP),3,139.1,04/08/2021,417.3,1140.0,04/08/2021,Colemanhaven,Fowlerstad,Hatchback,Sixt,5.0,244.0,Full-to-Full,Pending,2419.0,1
114668,1140,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,27/05/2021,1140,Hotel AF,Sao Paulo (SP),3,139.1,05/27/2021,417.3,1140.0,05/27/2021,Hallfort,New Amandahaven,Hatchback,Budget,1.0,203.0,Prepaid,Confirmed,1888.0,1
114711,1140,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,1.21,466.3,Rainbow,24/03/2022,1140,Hotel CB,Rio de Janeiro (RJ),2,165.99,03/24/2022,331.98,1140.0,03/24/2022,Jacksonport,North Charlesberg,Sedan,Budget,1.0,324.0,Partial,Pending,3648.0,1
114712,1140,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,31/03/2022,1140,Hotel Z,Aracaju (SE),2,208.04,03/31/2022,416.08,1140.0,03/31/2022,Lake Thomasmouth,Port Allen,SUV,Avis,5.0,311.0,Prepaid,Cancelled,4616.0,1
114734,1141,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,10/10/2019,1141,Hotel BW,Campo Grande (MS),4,60.39,10/10/2019,241.56,1141.0,10/10/2019,Port Brandonport,Heatherfort,Luxury,Avis,5.0,128.0,Full-to-Full,Pending,4138.0,1
114744,1141,Florianopolis (SC),Sao Paulo (SP),economic,427.0,1.46,562.14,Rainbow,19/12/2019,1141,Hotel AF,Sao Paulo (SP),1,139.1,12/19/2019,139.1,1141.0,12/19/2019,North Gloria,Robertsmouth,Sedan,Enterprise,2.0,337.0,Prepaid,Cancelled,3837.0,1
114787,1141,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,15/10/2020,1141,Hotel K,Salvador (BH),3,263.41,10/15/2020,790.23,1141.0,10/15/2020,Jonesville,Bondstad,Luxury,Avis,5.0,289.0,Prepaid,Cancelled,7369.0,1
114789,1141,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,29/10/2020,1141,Hotel K,Salvador (BH),2,263.41,10/29/2020,526.82,1141.0,10/29/2020,West Michelle,Port Melindaland,Sedan,Avis,1.0,366.0,Prepaid,Pending,4072.0,1
114846,1141,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,1.21,466.3,Rainbow,12/02/2021,1141,Hotel CB,Rio de Janeiro (RJ),3,165.99,12/02/2021,497.97,1141.0,12/02/2021,Christinestad,Romeroton,Luxury,Hertz,3.0,379.0,Partial,Confirmed,8843.0,1
114858,1141,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,24/02/2022,1141,Hotel Z,Aracaju (SE),3,208.04,02/24/2022,624.12,1141.0,02/24/2022,Mendezmouth,New Tinaville,Hatchback,Enterprise,2.0,156.0,Full-to-Full,Pending,1575.0,1
