travelCode,User_ID,Departure,Arrival,flightType,Flight_price,Flight_duration,Flight_Distance,Flight_agency,Departure_date,Hotel_Name,Arrival_place,Hotel_stay,Hotel_per_day_price,Check_in,Hotel_TotalPrice,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,Car_total_distance,fuelPolicy,Car_bookingStatus,total_rent_price,car_rental_status
63287,616,Campo Grande (MS),Brasilia (DF),premium,661.32,0.72,277.7,CloudFy,2021-01-14,Hotel BP,Brasilia (DF),2,247.62,2021-01-14,495.24,,,,,,,,,,0
47447,460,Campo Grande (MS),Recife (PE),premium,991.22,1.39,535.4,Rainbow,2021-04-15,Hotel AU,Recife (PE),2,312.83,2021-04-15,625.66,,,,,,,,,,0
83919,823,Sao Paulo (SP),Natal (RN),economic,488.57,0.85,327.55,CloudFy,2020-06-18,Hotel BD,Natal (RN),1,242.88,2020-06-18,242.88,New Elizabeth,Steveton,Sedan,Budget,4.0,204.0,Partial,Cancelled,2663.0,1
73494,713,Aracaju (SE),Florianopolis (SC),premium,1174.97,2.1,808.85,CloudFy,2020-08-13,Hotel A,Florianopolis (SC),3,313.02,2020-08-13,939.06,,,,,,,,,,0
35579,341,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,1.69,650.1,Rainbow,2019-12-26,Hotel BW,Campo Grande (MS),4,60.39,2019-12-26,241.56,,,,,,,,,,0
114783,1141,Florianopolis (SC),Campo Grande (MS),economic,544.86,1.49,573.81,Rainbow,2020-09-17,Hotel BW,Campo Grande (MS),1,60.39,2020-09-17,60.39,,,,,,,,,,0
125455,1239,Florianopolis (SC),Natal (RN),firstClass,1348.79,1.84,709.37,FlyingDrops,2019-10-17,Hotel BD,Natal (RN),4,242.88,2019-10-17,971.52,,,,,,,,,,0
15587,155,Aracaju (SE),Salvador (BH),firstClass,1684.05,2.16,830.86,CloudFy,2021-09-16,Hotel K,Salvador (BH),3,263.41,2021-09-16,790.23,,,,,,,,,,0
12981,127,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,2020-09-01,Hotel AU,Recife (PE),4,312.83,2020-01-09,1251.32,,,,,,,,,,0
123419,1222,Florianopolis (SC),Recife (PE),firstClass,1175.62,1.76,676.53,Rainbow,2020-08-27,Hotel AU,Recife (PE),2,312.83,2020-08-27,625.66,West Jeffrey,Port Jared,Luxury,Enterprise,1.0,136.0,Prepaid,Confirmed,3706.0,1
78064,757,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,2022-12-15,Hotel AU,Recife (PE),1,312.83,2022-12-15,312.83,,,,,,,,,,0
127893,1260,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,2023-04-05,Hotel K,Salvador (BH),4,263.41,2023-05-04,1053.64,,,,,,,,,,0
4295,43,Brasilia (DF),Natal (RN),premium,1067.3,1.43,550.69,CloudFy,2020-07-05,Hotel BD,Natal (RN),1,242.88,2020-05-07,242.88,,,,,,,,,,0
63940,622,Campo Grande (MS),Salvador (BH),firstClass,1149.38,1.36,522.34,CloudFy,2020-09-17,Hotel K,Salvador (BH),2,263.41,2020-09-17,526.82,,,,,,,,,,0
10655,106,Aracaju (SE),Florianopolis (SC),premium,1174.97,2.1,808.85,CloudFy,2022-11-08,Hotel A,Florianopolis (SC),3,313.02,2022-08-11,939.06,Westview,Lopezbury,Hatchback,Hertz,3.0,216.0,Full-to-Full,Confirmed,2093.0,1
77800,756,Natal (RN),Florianopolis (SC),firstClass,1540.6,1.84,709.37,FlyingDrops,2021-02-18,Hotel A,Florianopolis (SC),3,313.02,2021-02-18,939.06,,,,,,,,,,0
23524,230,Recife (PE),Florianopolis (SC),firstClass,1371.83,1.76,676.53,Rainbow,2021-02-25,Hotel A,Florianopolis (SC),1,313.02,2021-02-25,313.02,East Patricia,Davismouth,Luxury,Budget,5.0,456.0,Partial,Pending,10704.0,1
14188,141,Aracaju (SE),Rio de Janeiro (RJ),premium,1007.72,1.55,597.61,CloudFy,2019-12-19,Hotel CB,Rio de Janeiro (RJ),2,165.99,2019-12-19,331.98,South Amyport,Port Eduardoberg,Sedan,Hertz,1.0,181.0,Full-to-Full,Cancelled,2225.0,1
32041,307,Recife (PE),Florianopolis (SC),economic,803.39,1.76,676.53,Rainbow,2022-01-09,Hotel A,Florianopolis (SC),4,313.02,2022-09-01,1252.08,Port Johnton,Taylorstad,Sedan,Hertz,4.0,264.0,Prepaid,Cancelled,3230.0,1
4721,47,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,1.02,392.76,Rainbow,2020-02-13,Hotel AF,Sao Paulo (SP),4,139.1,2020-02-13,556.4,,,,,,,,,,0
56956,554,Campo Grande (MS),Sao Paulo (SP),economic,375.51,0.44,168.22,CloudFy,2019-05-12,Hotel AF,Sao Paulo (SP),2,139.1,2019-12-05,278.2,Lake Megan,Elizabethview,Luxury,Budget,3.0,124.0,Partial,Cancelled,3743.0,1
864,8,Recife (PE),Brasilia (DF),firstClass,709.25,0.63,242.21,CloudFy,2020-07-16,Hotel BP,Brasilia (DF),2,247.62,2020-07-16,495.24,Williamhaven,Bartlettshire,Luxury,Avis,3.0,306.0,Full-to-Full,Cancelled,7404.0,1
62588,611,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1614.7,2.09,806.48,CloudFy,2019-05-12,Hotel CB,Rio de Janeiro (RJ),2,165.99,2019-12-05,331.98,,,,,,,,,,0
122522,1214,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,2021-09-23,Hotel BP,Brasilia (DF),2,247.62,2021-09-23,495.24,Luishaven,North Ryan,Sedan,Enterprise,2.0,201.0,Prepaid,Pending,2494.0,1
34235,328,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,1.69,650.1,Rainbow,2020-02-13,Hotel BW,Campo Grande (MS),2,60.39,2020-02-13,120.78,,,,,,,,,,0
69658,674,Natal (RN),Sao Paulo (SP),premium,879.87,0.85,327.55,Rainbow,2022-06-16,Hotel AF,Sao Paulo (SP),2,139.1,2022-06-16,278.2,,,,,,,,,,0
81410,793,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,2021-01-14,Hotel CB,Rio de Janeiro (RJ),2,165.99,2021-01-14,331.98,,,,,,,,,,0
6595,64,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,2021-11-03,Hotel BP,Brasilia (DF),4,247.62,2021-03-11,990.48,,,,,,,,,,0
3729,38,Recife (PE),Natal (RN),firstClass,633.71,0.58,222.67,FlyingDrops,2021-02-18,Hotel BD,Natal (RN),4,242.88,2021-02-18,971.52,Lake Phillip,East Brittany,Hatchback,Hertz,1.0,143.0,Partial,Pending,1443.0,1
7126,68,Recife (PE),Natal (RN),firstClass,669.83,0.58,222.67,CloudFy,2021-05-27,Hotel BD,Natal (RN),1,242.88,2021-05-27,242.88,,,,,,,,,,0
116119,1152,Florianopolis (SC),Campo Grande (MS),economic,544.86,1.49,573.81,Rainbow,2020-04-23,Hotel BW,Campo Grande (MS),4,60.39,2020-04-23,241.56,Bakerland,Michaelville,Hatchback,Sixt,2.0,351.0,Prepaid,Pending,3124.0,1
44317,433,Brasilia (DF),Recife (PE),firstClass,804.24,0.63,242.21,CloudFy,2020-09-04,Hotel AU,Recife (PE),2,312.83,2020-04-09,625.66,,,,,,,,,,0
39020,375,Brasilia (DF),Recife (PE),economic,432.1,0.63,242.21,CloudFy,2020-06-02,Hotel AU,Recife (PE),1,312.83,2020-02-06,312.83,Michaelstad,South Dylan,Luxury,Hertz,5.0,100.0,Prepaid,Pending,3586.0,1
33463,322,Aracaju (SE),Florianopolis (SC),premium,1174.97,2.1,808.85,CloudFy,2021-04-15,Hotel A,Florianopolis (SC),4,313.02,2021-04-15,1252.08,,,,,,,,,,0
7414,70,Brasilia (DF),Aracaju (SE),firstClass,1214.82,1.11,425.98,Rainbow,2021-07-10,Hotel Z,Aracaju (SE),2,208.04,2021-10-07,416.08,,,,,,,,,,0
19440,189,Aracaju (SE),Florianopolis (SC),premium,1174.97,2.1,808.85,CloudFy,2022-08-25,Hotel A,Florianopolis (SC),1,313.02,2022-08-25,313.02,Burtonborough,Tamaraport,Sedan,Budget,4.0,249.0,Partial,Pending,3093.0,1
37898,362,Recife (PE),Sao Paulo (SP),economic,513.06,1.26,486.52,CloudFy,2021-07-29,Hotel AF,Sao Paulo (SP),1,139.1,2021-07-29,139.1,,,,,,,,,,0
13359,131,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,2021-04-22,Hotel A,Florianopolis (SC),3,313.02,2021-04-22,939.06,East Katherinetown,East Dawn,Sedan,Enterprise,5.0,249.0,Full-to-Full,Confirmed,3171.0,1
113688,1129,Florianopolis (SC),Natal (RN),firstClass,1385.49,1.84,709.37,Rainbow,2020-12-03,Hotel BD,Natal (RN),3,242.88,2020-03-12,728.64,,,,,,,,,,0
13463,133,Aracaju (SE),Rio de Janeiro (RJ),economic,717.04,1.55,597.61,CloudFy,2020-01-16,Hotel CB,Rio de Janeiro (RJ),4,165.99,2020-01-16,663.96,Simsborough,Phillipsbury,SUV,Sixt,2.0,348.0,Partial,Pending,4770.0,1
74985,727,Sao Paulo (SP),Recife (PE),premium,1195.26,1.26,486.52,CloudFy,2023-03-30,Hotel AU,Recife (PE),1,312.83,2023-03-30,312.83,Jasonfort,Lewisview,Sedan,Budget,1.0,483.0,Prepaid,Confirmed,5231.0,1
93531,923,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,2020-01-30,Hotel Z,Aracaju (SE),1,208.04,2020-01-30,208.04,Port Elizabeth,Lake Lauren,Hatchback,Avis,2.0,117.0,Prepaid,Pending,1286.0,1
73347,711,Sao Paulo (SP),Florianopolis (SC),firstClass,1666.23,1.46,562.14,FlyingDrops,2022-07-07,Hotel A,Florianopolis (SC),2,313.02,2022-07-07,626.04,West Scottmouth,Petersonfurt,SUV,Enterprise,3.0,119.0,Full-to-Full,Confirmed,2129.0,1
98092,972,Florianopolis (SC),Natal (RN),firstClass,1315.27,1.84,709.37,CloudFy,2020-12-24,Hotel BD,Natal (RN),4,242.88,2020-12-24,971.52,,,,,,,,,,0
15167,151,Recife (PE),Campo Grande (MS),economic,615.59,1.39,535.4,Rainbow,2020-10-12,Hotel BW,Campo Grande (MS),4,60.39,2020-12-10,241.56,,,,,,,,,,0
92789,915,Florianopolis (SC),Recife (PE),premium,1013.4,1.76,676.53,Rainbow,2021-07-15,Hotel AU,Recife (PE),4,312.83,2021-07-15,1251.32,Garciastad,West Lisaland,SUV,Enterprise,4.0,428.0,Partial,Cancelled,5915.0,1
15155,151,Brasilia (DF),Sao Paulo (SP),economic,533.8,0.67,257.81,Rainbow,2020-09-17,Hotel AF,Sao Paulo (SP),4,139.1,2020-09-17,556.4,Lewisfurt,South Brandon,Luxury,Enterprise,1.0,186.0,Partial,Cancelled,4714.0,1
118197,1170,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,2022-09-15,Hotel BW,Campo Grande (MS),4,60.39,2022-09-15,241.56,North Kendra,Chadmouth,Luxury,Avis,2.0,397.0,Prepaid,Confirmed,9080.0,1
58192,567,Campo Grande (MS),Aracaju (SE),premium,1215.45,1.69,650.1,CloudFy,2021-02-18,Hotel Z,Aracaju (SE),4,208.04,2021-02-18,832.16,,,,,,,,,,0
115797,1149,Florianopolis (SC),Recife (PE),firstClass,1175.62,1.76,676.53,Rainbow,2022-11-24,Hotel AU,Recife (PE),2,312.83,2022-11-24,625.66,Harrellborough,Lake Donna,Hatchback,Enterprise,4.0,350.0,Partial,Pending,3223.0,1
8895,90,Recife (PE),Salvador (BH),economic,861.68,2.05,788.55,Rainbow,2020-12-24,Hotel K,Salvador (BH),2,263.41,2020-12-24,526.82,,,,,,,,,,0
31757,304,Recife (PE),Sao Paulo (SP),premium,657.87,1.26,486.52,CloudFy,2022-11-08,Hotel AF,Sao Paulo (SP),3,139.1,2022-08-11,417.3,Port Ryanland,Coreyhaven,Sedan,Sixt,2.0,382.0,Prepaid,Confirmed,4273.0,1
52015,504,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1754.17,2.09,806.48,Rainbow,2022-09-15,Hotel CB,Rio de Janeiro (RJ),1,165.99,2022-09-15,165.99,,,,,,,,,,0
109280,1083,Florianopolis (SC),Sao Paulo (SP),economic,427.0,1.46,562.14,Rainbow,2021-10-28,Hotel AF,Sao Paulo (SP),3,139.1,2021-10-28,417.3,,,,,,,,,,0
23715,231,Recife (PE),Salvador (BH),premium,1249.83,2.05,788.55,Rainbow,2021-09-09,Hotel K,Salvador (BH),2,263.41,2021-09-09,526.82,,,,,,,,,,0
95493,942,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,2020-05-28,Hotel AU,Recife (PE),4,312.83,2020-05-28,1251.32,Zacharyfort,Stephensonstad,Hatchback,Hertz,2.0,111.0,Full-to-Full,Cancelled,1236.0,1
31916,307,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,2020-09-04,Hotel AU,Recife (PE),2,312.83,2020-04-09,625.66,Romeroport,Sotoside,Luxury,Sixt,2.0,445.0,Prepaid,Pending,10022.0,1
26126,251,Brasilia (DF),Campo Grande (MS),economic,583.6,0.72,277.7,CloudFy,2020-01-23,Hotel BW,Campo Grande (MS),3,60.39,2020-01-23,181.17,East Kevinhaven,Kaylatown,SUV,Hertz,1.0,337.0,Full-to-Full,Confirmed,4559.0,1
75645,737,Natal (RN),Sao Paulo (SP),premium,863.8,0.85,327.55,CloudFy,2020-12-03,Hotel AF,Sao Paulo (SP),3,139.1,2020-03-12,417.3,Port Jasonmouth,West Jenniferport,Sedan,Avis,3.0,453.0,Full-to-Full,Cancelled,5083.0,1
12018,117,Brasilia (DF),Campo Grande (MS),premium,851.15,0.72,277.7,Rainbow,2021-01-21,Hotel BW,Campo Grande (MS),1,60.39,2021-01-21,60.39,Watsonland,East Johnberg,Hatchback,Hertz,5.0,218.0,Full-to-Full,Pending,2229.0,1
59931,581,Campo Grande (MS),Aracaju (SE),economic,877.56,1.69,650.1,Rainbow,2020-07-30,Hotel Z,Aracaju (SE),2,208.04,2020-07-30,416.08,,,,,,,,,,0
73320,711,Natal (RN),Brasilia (DF),firstClass,1192.62,1.43,550.69,FlyingDrops,2021-12-30,Hotel BP,Brasilia (DF),2,247.62,2021-12-30,495.24,Davidstad,West Pattychester,Sedan,Enterprise,3.0,197.0,Partial,Cancelled,2496.0,1
135072,1330,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,2020-01-23,Hotel Z,Aracaju (SE),2,208.04,2020-01-23,416.08,,,,,,,,,,0
114791,1141,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,2020-12-11,Hotel Z,Aracaju (SE),1,208.04,2020-11-12,208.04,,,,,,,,,,0
45956,448,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,2020-12-17,Hotel CB,Rio de Janeiro (RJ),4,165.99,2020-12-17,663.96,Michaelhaven,Whitneystad,Sedan,Sixt,1.0,74.0,Full-to-Full,Pending,1147.0,1
71682,695,Natal (RN),Salvador (BH),firstClass,1744.87,1.85,710.57,FlyingDrops,2021-04-22,Hotel K,Salvador (BH),2,263.41,2021-04-22,526.82,South Andrewview,South Katieport,SUV,Hertz,3.0,96.0,Prepaid,Cancelled,1846.0,1
84482,830,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,2020-01-10,Hotel AU,Recife (PE),2,312.83,2020-10-01,625.66,,,,,,,,,,0
25925,249,Brasilia (DF),Campo Grande (MS),firstClass,1069.61,0.72,277.7,Rainbow,2020-09-17,Hotel BW,Campo Grande (MS),2,60.39,2020-09-17,120.78,,,,,,,,,,0
5363,54,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,2019-12-12,Hotel A,Florianopolis (SC),4,313.02,2019-12-12,1252.08,,,,,,,,,,0
27727,265,Brasilia (DF),Campo Grande (MS),premium,831.7,0.72,277.7,CloudFy,2021-06-05,Hotel BW,Campo Grande (MS),3,60.39,2021-05-06,181.17,,,,,,,,,,0
72407,703,Natal (RN),Recife (PE),economic,406.36,0.58,222.67,Rainbow,2021-11-02,Hotel AU,Recife (PE),2,312.83,2021-02-11,625.66,,,,,,,,,,0
98357,974,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,2021-06-05,Hotel BP,Brasilia (DF),4,247.62,2021-05-06,990.48,,,,,,,,,,0
39230,378,Brasilia (DF),Recife (PE),firstClass,804.24,0.63,242.21,CloudFy,2021-05-20,Hotel AU,Recife (PE),1,312.83,2021-05-20,312.83,North Maryfurt,Richardport,SUV,Avis,3.0,341.0,Partial,Cancelled,4798.0,1
22037,216,Brasilia (DF),Aracaju (SE),premium,987.07,1.11,425.98,CloudFy,2020-09-17,Hotel Z,Aracaju (SE),4,208.04,2020-09-17,832.16,,,,,,,,,,0
18887,186,Recife (PE),Salvador (BH),firstClass,1596.61,2.05,788.55,FlyingDrops,2020-07-23,Hotel K,Salvador (BH),3,263.41,2020-07-23,790.23,,,,,,,,,,0
25491,246,Aracaju (SE),Rio de Janeiro (RJ),economic,717.04,1.55,597.61,CloudFy,2020-02-27,Hotel CB,Rio de Janeiro (RJ),3,165.99,2020-02-27,497.97,Port Emma,Hunterstad,Luxury,Budget,4.0,412.0,Prepaid,Pending,9679.0,1
79722,775,Aracaju (SE),Salvador (BH),economic,964.83,2.16,830.86,CloudFy,2022-05-26,Hotel K,Salvador (BH),3,263.41,2022-05-26,790.23,South Frankport,Madisonmouth,Sedan,Avis,4.0,442.0,Full-to-Full,Cancelled,5041.0,1
99705,990,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,2020-09-04,Hotel AU,Recife (PE),1,312.83,2020-04-09,312.83,,,,,,,,,,0
111936,1108,Florianopolis (SC),Campo Grande (MS),economic,478.02,1.49,573.81,CloudFy,2021-11-25,Hotel BW,Campo Grande (MS),2,60.39,2021-11-25,120.78,,,,,,,,,,0
90487,894,Florianopolis (SC),Recife (PE),firstClass,1175.62,1.76,676.53,Rainbow,2020-05-11,Hotel AU,Recife (PE),4,312.83,2020-11-05,1251.32,East Michael,West Nathan,SUV,Enterprise,3.0,342.0,Full-to-Full,Pending,4787.0,1
100013,993,Florianopolis (SC),Recife (PE),firstClass,1175.62,1.76,676.53,Rainbow,2019-05-12,Hotel AU,Recife (PE),1,312.83,2019-12-05,312.83,,,,,,,,,,0
74421,722,Sao Paulo (SP),Rio de Janeiro (RJ),premium,861.9,0.86,331.89,Rainbow,2020-10-09,Hotel CB,Rio de Janeiro (RJ),2,165.99,2020-09-10,331.98,East John,Schwartzmouth,Luxury,Enterprise,5.0,52.0,Prepaid,Confirmed,2622.0,1
38614,371,Brasilia (DF),Natal (RN),premium,1107.52,1.43,550.69,Rainbow,2019-11-14,Hotel BD,Natal (RN),4,242.88,2019-11-14,971.52,,,,,,,,,,0
57357,558,Campo Grande (MS),Recife (PE),premium,991.22,1.39,535.4,Rainbow,2021-03-25,Hotel AU,Recife (PE),3,312.83,2021-03-25,938.49,Lake Richardbury,Seanton,SUV,Enterprise,5.0,498.0,Partial,Cancelled,6860.0,1
18898,186,Recife (PE),Campo Grande (MS),economic,615.59,1.39,535.4,Rainbow,2020-08-10,Hotel BW,Campo Grande (MS),4,60.39,2020-10-08,241.56,,,,,,,,,,0
235,3,Brasilia (DF),Florianopolis (SC),economic,889.07,1.66,637.56,Rainbow,2019-11-28,Hotel A,Florianopolis (SC),3,313.02,2019-11-28,939.06,,,,,,,,,,0
111608,1105,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,2020-07-23,Hotel Z,Aracaju (SE),1,208.04,2020-07-23,208.04,,,,,,,,,,0
31335,300,Brasilia (DF),Sao Paulo (SP),economic,538.95,0.67,257.81,CloudFy,2021-02-18,Hotel AF,Sao Paulo (SP),4,139.1,2021-02-18,556.4,Cochranshire,South Bethanyside,SUV,Enterprise,3.0,97.0,Prepaid,Cancelled,1860.0,1
53573,517,Campo Grande (MS),Recife (PE),firstClass,1262.23,1.39,535.4,FlyingDrops,2021-09-09,Hotel AU,Recife (PE),2,312.83,2021-09-09,625.66,Cynthiaton,Rhondaton,Hatchback,Sixt,2.0,234.0,Full-to-Full,Confirmed,2215.0,1
81245,791,Sao Paulo (SP),Brasilia (DF),premium,602.12,0.67,257.81,CloudFy,2019-05-12,Hotel BP,Brasilia (DF),4,247.62,2019-12-05,990.48,,,,,,,,,,0
73954,716,Natal (RN),Recife (PE),premium,579.62,0.58,222.67,Rainbow,2021-04-29,Hotel AU,Recife (PE),4,312.83,2021-04-29,1251.32,Lake Brandon,Pughchester,SUV,Sixt,1.0,138.0,Prepaid,Pending,2187.0,1
125071,1234,Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,1.46,562.14,Rainbow,2020-12-31,Hotel AF,Sao Paulo (SP),2,139.1,2020-12-31,278.2,Flynnport,North Thomasview,Sedan,Enterprise,5.0,251.0,Partial,Confirmed,3202.0,1
134875,1325,Florianopolis (SC),Natal (RN),firstClass,1315.27,1.84,709.37,CloudFy,2021-04-02,Hotel BD,Natal (RN),4,242.88,2021-02-04,971.52,Port Christinamouth,Port Briannaland,Luxury,Enterprise,5.0,388.0,Prepaid,Confirmed,9329.0,1
80109,779,Aracaju (SE),Florianopolis (SC),economic,869.13,2.1,808.85,CloudFy,2022-07-14,Hotel A,Florianopolis (SC),1,313.02,2022-07-14,313.02,Lake Christineland,Castillostad,SUV,Avis,5.0,157.0,Prepaid,Cancelled,2774.0,1
27694,265,Brasilia (DF),Recife (PE),firstClass,691.39,0.63,242.21,FlyingDrops,2020-09-17,Hotel AU,Recife (PE),2,312.83,2020-09-17,625.66,,,,,,,,,,0
117724,1165,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,2022-06-23,Hotel Z,Aracaju (SE),1,208.04,2022-06-23,208.04,West Carriebury,New Stephen,Sedan,Budget,2.0,459.0,Prepaid,Confirmed,5061.0,1
127267,1256,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,2021-12-08,Hotel BD,Natal (RN),4,242.88,2021-08-12,971.52,Port Daniel,East Brian,Hatchback,Enterprise,3.0,157.0,Full-to-Full,Pending,1616.0,1
115332,1147,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,2021-04-03,Hotel Z,Aracaju (SE),2,208.04,2021-03-04,416.08,,,,,,,,,,0
2467,21,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,2023-01-26,Hotel AU,Recife (PE),1,312.83,2023-01-26,312.83,West Thomas,East Kimchester,Sedan,Enterprise,1.0,65.0,Full-to-Full,Pending,1065.0,1
44071,431,Aracaju (SE),Campo Grande (MS),premium,1116.83,1.69,650.1,Rainbow,2021-06-24,Hotel BW,Campo Grande (MS),1,60.39,2021-06-24,60.39,,,,,,,,,,0
30387,289,Brasilia (DF),Florianopolis (SC),premium,1222.24,1.66,637.56,Rainbow,2021-11-11,Hotel A,Florianopolis (SC),3,313.02,2021-11-11,939.06,,,,,,,,,,0
2761,23,Recife (PE),Rio de Janeiro (RJ),economic,908.93,2.3,885.57,Rainbow,2022-03-17,Hotel CB,Rio de Janeiro (RJ),1,165.99,2022-03-17,165.99,Richardsonhaven,Jeffreymouth,Luxury,Hertz,3.0,173.0,Partial,Cancelled,4758.0,1
2262,20,Recife (PE),Campo Grande (MS),premium,832.77,1.39,535.4,Rainbow,2020-08-13,Hotel BW,Campo Grande (MS),3,60.39,2020-08-13,181.17,,,,,,,,,,0
37171,354,Recife (PE),Aracaju (SE),economic,663.23,1.44,555.74,Rainbow,2021-05-20,Hotel Z,Aracaju (SE),3,208.04,2021-05-20,624.12,,,,,,,,,,0
823,8,Brasilia (DF),Salvador (BH),premium,1268.97,1.76,676.56,Rainbow,2019-03-10,Hotel K,Salvador (BH),4,263.41,2019-10-03,1053.64,,,,,,,,,,0
31924,307,Brasilia (DF),Sao Paulo (SP),premium,698.1,0.67,257.81,CloudFy,2020-04-06,Hotel AF,Sao Paulo (SP),1,139.1,2020-06-04,139.1,,,,,,,,,,0
60961,591,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1609.81,2.09,806.48,FlyingDrops,2019-10-10,Hotel CB,Rio de Janeiro (RJ),2,165.99,2019-10-10,331.98,,,,,,,,,,0
93893,928,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,2019-10-31,Hotel BP,Brasilia (DF),2,247.62,2019-10-31,495.24,,,,,,,,,,0
17997,178,Brasilia (DF),Aracaju (SE),firstClass,1287.52,1.11,425.98,FlyingDrops,2021-03-25,Hotel Z,Aracaju (SE),2,208.04,2021-03-25,416.08,,,,,,,,,,0
67722,656,Sao Paulo (SP),Campo Grande (MS),premium,438.74,0.44,168.22,Rainbow,2020-10-09,Hotel BW,Campo Grande (MS),3,60.39,2020-09-10,181.17,Elliottmouth,Lake Amy,Hatchback,Enterprise,4.0,467.0,Full-to-Full,Confirmed,4146.0,1
106157,1053,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,2020-10-22,Hotel AF,Sao Paulo (SP),4,139.1,2020-10-22,556.4,South Wesley,Lake Ashley,SUV,Sixt,4.0,80.0,Partial,Pending,1731.0,1
43338,423,Brasilia (DF),Campo Grande (MS),economic,583.6,0.72,277.7,CloudFy,2020-10-15,Hotel BW,Campo Grande (MS),3,60.39,2020-10-15,181.17,,,,,,,,,,0
19054,187,Recife (PE),Brasilia (DF),economic,393.68,0.63,242.21,CloudFy,2020-06-25,Hotel BP,Brasilia (DF),1,247.62,2020-06-25,247.62,,,,,,,,,,0
92791,915,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,2.1,808.85,Rainbow,2021-07-29,Hotel Z,Aracaju (SE),2,208.04,2021-07-29,416.08,East Monica,New Nicholas,Hatchback,Sixt,2.0,163.0,Partial,Confirmed,1638.0,1
31882,306,Aracaju (SE),Campo Grande (MS),premium,1116.83,1.69,650.1,Rainbow,2021-08-04,Hotel BW,Campo Grande (MS),3,60.39,2021-04-08,181.17,,,,,,,,,,0
118569,1175,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,1.46,562.14,CloudFy,2020-09-17,Hotel AF,Sao Paulo (SP),1,139.1,2020-09-17,139.1,,,,,,,,,,0
112712,1118,Florianopolis (SC),Salvador (BH),firstClass,1640.8,2.44,937.77,CloudFy,2020-09-24,Hotel K,Salvador (BH),2,263.41,2020-09-24,526.82,Lake Joseberg,Powellport,SUV,Budget,5.0,56.0,Partial,Pending,1568.0,1
47761,462,Campo Grande (MS),Brasilia (DF),firstClass,949.99,0.72,277.7,CloudFy,2021-07-22,Hotel BP,Brasilia (DF),4,247.62,2021-07-22,990.48,,,,,,,,,,0
13286,131,Aracaju (SE),Natal (RN),premium,427.25,0.46,176.33,Rainbow,2019-11-28,Hotel BD,Natal (RN),3,242.88,2019-11-28,728.64,Port Ashley,Cisnerosstad,SUV,Budget,2.0,205.0,Partial,Pending,3063.0,1
61024,592,Campo Grande (MS),Florianopolis (SC),economic,764.53,1.49,573.81,Rainbow,2019-11-28,Hotel A,Florianopolis (SC),2,313.02,2019-11-28,626.04,,,,,,,,,,0
44165,432,Recife (PE),Rio de Janeiro (RJ),firstClass,1706.89,2.3,885.57,FlyingDrops,2020-04-06,Hotel CB,Rio de Janeiro (RJ),3,165.99,2020-06-04,497.97,,,,,,,,,,0
