Departure,Arrival,flightType,Flight_price,Flight_duration,Flight_Distance,Flight_agency,Departure_date,Hotel_Name,Arrival_place,Hotel_stay,Hotel_per_day_price,Check_in,Hotel_TotalPrice,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,Car_total_distance,fuelPolicy,Car_bookingStatus,total_rent_price
3,6,1,624.89,1.21,466.3,1,33,6,6,1,165.99,58,165.99,1377,613,3,0,4.0,127.0,1,1,1887.0
0,2,0,750.92,1.69,650.1,0,109,5,2,2,60.39,109,120.78,1707,2305,1,2,5.0,381.0,0,2,9186.0
3,1,2,814.55,1.66,637.56,2,154,4,1,3,247.62,141,742.86,740,748,2,3,1.0,436.0,1,1,5750.0
3,4,0,726.95,1.84,709.37,0,146,3,4,1,242.88,145,242.88,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,1,1,1127.36,1.66,637.56,0,51,4,1,2,247.62,41,495.24,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,5,0,659.43,1.39,535.4,0,27,2,5,2,312.83,26,625.66,2461,1839,0,3,1.0,376.0,1,1,3302.0
3,5,1,1300.6,1.76,676.53,0,55,2,5,4,312.83,63,1251.32,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,4,0,411.05,0.65,250.68,2,19,3,4,2,242.88,27,485.76,1858,940,2,1,3.0,375.0,1,1,5218.0
2,6,0,972.12,2.09,806.48,0,62,6,6,4,165.99,24,663.96,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,8,1,893.65,0.67,257.81,0,98,1,8,3,139.1,93,417.3,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,5,1,744.11,0.58,222.67,0,48,2,5,2,312.83,48,625.66,1454,657,0,4,5.0,338.0,0,2,3170.0
2,3,0,808.63,1.49,573.81,0,22,0,3,2,313.02,21,626.04,927,1512,3,1,1.0,253.0,1,1,2910.0
0,4,1,577.71,0.46,176.33,1,17,3,4,4,242.88,18,971.52,60,1105,0,1,5.0,239.0,0,0,2393.0
5,4,2,488.73,0.58,222.67,2,31,3,4,3,242.88,31,728.64,3123,1067,2,2,5.0,164.0,0,0,2829.0
3,4,1,1348.79,1.84,709.37,1,6,3,4,1,242.88,4,242.88,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,3,2,1070.54,1.76,676.53,2,46,0,3,1,313.02,46,313.02,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,4,2,535.95,0.46,176.33,0,6,3,4,3,242.88,4,728.64,2919,2878,0,2,5.0,335.0,2,1,3171.0
1,3,1,1576.97,1.66,637.56,2,7,0,3,1,313.02,5,313.02,189,949,1,3,2.0,137.0,2,1,3874.0
3,6,1,585.77,1.21,466.3,0,14,6,6,1,165.99,53,165.99,1557,3149,2,4,4.0,159.0,2,0,2711.0
3,8,0,427.0,1.46,562.14,2,18,1,8,2,139.1,14,278.2,509,302,3,2,5.0,406.0,0,0,4723.0
3,7,0,898.67,2.44,937.77,0,83,7,7,3,263.41,82,790.23,3295,3305,1,2,1.0,353.0,0,1,8044.0
1,5,1,772.21,0.63,242.21,2,21,2,5,1,312.83,20,312.83,2935,1431,1,3,1.0,398.0,2,0,8921.0
1,4,0,726.19,1.43,550.69,2,17,3,4,3,242.88,18,728.64,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,8,2,698.1,0.67,257.81,0,138,1,8,3,139.1,138,417.3,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,3,1,1582.41,2.1,808.85,2,11,0,3,4,313.02,11,1252.08,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,7,2,1311.38,2.44,937.77,0,13,7,7,3,263.41,13,790.23,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,8,2,554.87,1.46,562.14,0,136,1,8,1,139.1,135,139.1,1564,1212,3,0,5.0,211.0,2,1,2801.0
3,8,0,426.91,1.46,562.14,0,8,1,8,1,139.1,7,139.1,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,7,0,898.67,2.44,937.77,0,31,7,7,3,263.41,31,790.23,349,2359,2,4,1.0,445.0,2,1,5859.0
5,1,1,697.22,0.63,242.21,1,87,4,1,1,247.62,86,247.62,383,2135,1,1,2.0,218.0,0,0,5477.0
6,7,1,1400.35,1.04,401.66,2,37,7,7,3,263.41,19,790.23,2328,2559,0,3,3.0,198.0,1,2,1983.0
0,4,1,598.61,0.46,176.33,0,150,3,4,2,242.88,154,485.76,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,2,2,438.74,0.44,168.22,2,38,5,2,1,60.39,45,60.39,861,1357,1,2,1.0,327.0,2,2,7516.0
4,1,2,919.89,1.43,550.69,2,109,4,1,4,247.62,109,990.48,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,3,1,1341.21,1.49,573.81,2,27,0,3,4,313.02,26,1252.08,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,8,2,657.87,1.26,486.52,0,39,1,8,4,139.1,38,556.4,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,6,2,481.42,1.21,466.3,2,54,6,6,3,165.99,50,497.97,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,4,0,360.22,0.58,222.67,2,15,3,4,3,242.88,16,728.64,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,6,0,774.57,1.55,595.03,0,35,6,6,4,165.99,34,663.96,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,4,1,732.89,0.65,250.68,0,87,3,4,1,242.88,86,242.88,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,5,0,695.3,1.76,676.53,2,152,2,5,2,312.83,151,625.66,1987,1049,2,3,1.0,470.0,1,0,6163.0
3,2,0,478.02,1.49,573.81,0,35,5,2,4,60.39,34,241.56,529,341,0,0,3.0,436.0,2,0,3872.0
3,7,2,1311.38,2.44,937.77,0,16,7,7,4,263.41,17,1053.64,3035,828,3,2,3.0,74.0,1,1,1262.0
1,2,1,1069.61,0.72,277.7,2,52,5,2,2,60.39,51,120.78,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,8,1,762.89,1.46,562.14,1,30,1,8,2,139.1,30,278.2,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,0,0,879.1,2.1,808.85,0,116,8,0,4,208.04,116,832.16,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,8,2,577.76,1.46,562.14,2,66,1,8,1,139.1,66,139.1,874,1820,2,0,2.0,396.0,0,0,5343.0
3,4,2,1128.51,1.84,709.37,0,58,3,4,1,242.88,57,242.88,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,0,1,1287.52,1.11,425.98,1,30,8,0,4,208.04,30,832.16,1929,42,3,1,2.0,468.0,2,1,5170.0
0,8,1,730.43,1.02,392.76,0,71,1,8,1,139.1,70,139.1,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,4,1,943.18,0.85,327.55,1,5,3,4,1,242.88,3,242.88,2526,2454,1,4,3.0,178.0,1,0,4833.0
0,7,1,1684.05,2.16,830.86,0,0,7,7,4,263.41,1,1053.64,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,5,2,559.13,0.63,242.21,2,0,2,5,2,312.83,1,625.66,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,4,0,780.68,1.84,709.37,2,5,3,4,4,242.88,3,971.52,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,6,0,972.12,2.09,806.48,0,77,6,6,2,165.99,77,331.98,777,641,2,1,3.0,63.0,1,1,1472.0
3,1,2,885.37,1.66,637.56,0,127,4,1,3,247.62,123,742.86,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,6,2,469.92,1.21,466.3,0,90,6,6,4,165.99,90,663.96,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,8,2,588.14,1.02,392.76,2,17,1,8,1,139.1,18,139.1,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,4,1,1385.49,1.84,709.37,2,62,3,4,3,242.88,24,728.64,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,5,1,1262.23,1.39,535.4,1,101,2,5,2,312.83,102,625.66,367,2446,0,4,2.0,234.0,0,1,2215.0
2,1,0,506.56,0.72,277.7,0,13,4,1,1,247.62,13,247.62,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,0,1,1574.28,2.1,808.85,1,40,8,0,3,208.04,39,624.12,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,1,0,555.01,1.66,637.56,2,136,4,1,4,247.62,135,990.48,591,1847,1,1,4.0,446.0,0,0,10363.0
3,1,1,1127.36,1.66,637.56,0,11,4,1,2,247.62,11,495.24,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,7,1,1427.22,1.04,401.66,1,11,7,7,1,263.41,11,263.41,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,8,2,577.76,1.46,562.14,2,31,1,8,2,139.1,31,278.2,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,6,1,585.77,1.21,466.3,0,74,6,6,4,165.99,73,663.96,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,3,0,808.63,1.49,573.81,0,101,0,3,1,313.02,102,313.02,1784,2443,2,3,3.0,180.0,0,0,2869.0
2,1,2,691.99,0.72,277.7,2,4,4,1,1,247.62,2,247.62,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,0,0,819.41,2.1,808.85,2,27,8,0,1,208.04,26,208.04,1611,3262,0,0,2.0,271.0,1,0,2507.0
1,8,1,893.65,0.67,257.81,0,6,1,8,3,139.1,4,417.3,764,1110,3,0,1.0,58.0,0,2,992.0
3,8,0,427.0,1.46,562.14,2,127,1,8,3,139.1,123,417.3,3196,2136,2,3,1.0,136.0,2,1,2155.0
3,1,2,885.37,1.66,637.56,0,3,4,1,1,247.62,0,247.62,1999,298,1,1,1.0,276.0,0,1,6490.0
0,3,2,1132.81,2.1,808.85,2,24,0,3,2,313.02,49,626.04,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,3,0,884.94,1.66,637.56,0,3,0,3,2,313.02,0,626.04,1707,3046,3,3,3.0,218.0,1,0,2722.0
3,2,2,714.86,1.49,573.81,2,38,5,2,1,60.39,45,60.39,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,2,1,979.56,0.65,250.68,1,123,5,2,2,60.39,122,120.78,1918,3214,2,0,1.0,63.0,1,2,1261.0
4,7,2,1315.97,1.85,710.57,2,4,7,7,1,263.41,2,263.41,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,5,1,1300.6,1.76,676.53,0,148,2,5,4,312.83,147,1251.32,2582,624,3,1,5.0,187.0,0,0,2531.0
0,7,1,1714.75,2.16,830.86,1,26,7,7,2,263.41,25,526.82,2114,856,1,4,5.0,384.0,1,0,9275.0
3,1,1,1097.17,1.66,637.56,1,84,4,1,2,247.62,83,495.24,2988,1150,1,0,2.0,57.0,1,0,2266.0
2,5,1,1185.95,1.39,535.4,2,29,2,5,1,312.83,29,312.83,2869,1343,2,4,2.0,335.0,0,2,4632.0
2,8,0,381.83,0.44,168.22,2,29,1,8,4,139.1,29,556.4,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,4,1,732.89,0.65,250.68,0,97,3,4,2,242.88,80,485.76,1839,2158,3,0,5.0,475.0,0,2,5434.0
3,8,2,577.76,1.46,562.14,2,61,1,8,3,139.1,61,417.3,219,2697,0,4,5.0,410.0,1,1,3777.0
5,0,1,1300.81,1.44,555.74,1,66,8,0,4,208.04,66,832.16,1836,1738,1,4,2.0,204.0,1,2,5192.0
1,8,2,750.0,0.67,257.81,2,123,1,8,1,139.1,122,139.1,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,6,1,585.77,1.21,466.3,0,14,6,6,3,165.99,53,497.97,2457,644,2,4,4.0,164.0,2,2,2750.0
6,3,1,1684.14,1.46,562.14,0,27,0,3,4,313.02,26,1252.08,1525,2852,3,0,3.0,290.0,2,2,3460.0
3,1,0,636.51,1.66,637.56,0,93,4,1,1,247.62,106,247.62,3324,2759,3,4,2.0,445.0,2,1,4913.0
1,3,2,1222.24,1.66,637.56,2,68,0,3,2,313.02,92,626.04,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,2,2,714.86,1.49,573.81,2,29,5,2,2,60.39,29,120.78,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,4,1,549.96,0.46,176.33,2,38,3,4,1,242.88,45,242.88,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,6,0,344.26,0.48,183.37,0,118,6,6,1,165.99,118,165.99,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,0,1,1287.52,1.11,425.98,1,118,8,0,1,208.04,118,208.04,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,3,1,1570.02,1.84,709.37,0,32,0,3,2,313.02,23,626.04,1381,2156,0,0,5.0,304.0,2,0,2913.0
3,1,1,1127.36,1.66,637.56,0,81,4,1,3,247.62,110,742.86,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,0,0,663.23,1.44,555.74,2,86,8,0,2,208.04,85,416.08,1881,974,0,3,2.0,74.0,2,2,918.0
0,4,2,427.25,0.46,176.33,2,1,3,4,3,242.88,10,728.64,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,7,0,898.67,2.44,937.77,0,63,7,7,1,263.41,59,263.41,1128,2191,0,1,4.0,496.0,2,0,4411.0
3,7,2,1311.38,2.44,937.77,0,19,7,7,3,263.41,27,790.23,1031,2439,3,4,3.0,492.0,0,2,5446.0
1,2,1,1096.58,0.72,277.7,0,121,5,2,1,60.39,120,60.39,2389,2695,1,2,1.0,323.0,1,1,7455.0
3,8,1,693.51,1.46,562.14,0,108,1,8,1,139.1,108,139.1,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,3,0,852.18,2.1,808.85,2,21,0,3,1,313.02,20,313.02,113,1108,1,3,5.0,340.0,2,0,8400.0
1,8,1,992.17,0.67,257.81,2,167,1,8,3,139.1,137,417.3,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,5,0,604.14,1.44,555.74,0,53,2,5,2,312.83,52,625.66,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,7,1,1692.64,2.44,937.77,1,4,7,7,1,263.41,2,263.41,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,6,1,649.64,0.48,183.37,0,5,6,6,3,165.99,3,497.97,110,1661,2,2,4.0,487.0,0,0,6629.0
3,5,2,918.66,1.76,676.53,0,76,2,5,3,312.83,88,938.49,1000,1856,2,2,3.0,370.0,0,2,5139.0
3,4,2,1128.51,1.84,709.37,0,48,3,4,4,242.88,48,971.52,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,3,1,1666.23,1.46,562.14,1,83,0,3,1,313.02,82,313.02,292,1718,0,2,5.0,167.0,2,0,1802.0
5,4,0,360.22,0.58,222.67,2,25,3,4,1,242.88,62,242.88,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,5,2,559.13,0.63,242.21,2,169,2,5,1,312.83,169,312.83,2734,37,0,3,1.0,362.0,1,2,3185.0
3,1,1,1087.18,1.66,637.56,2,10,4,1,4,247.62,9,990.48,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,1,2,755.62,1.11,425.98,0,92,4,1,2,247.62,67,495.24,1057,157,2,1,1.0,136.0,2,1,2163.0
3,5,2,1013.4,1.76,676.53,2,28,2,5,1,312.83,36,312.83,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,3,1,1446.34,1.49,573.81,0,157,0,3,3,313.02,157,939.06,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,7,2,1367.88,2.44,937.77,2,21,7,7,1,263.41,20,263.41,950,1726,1,2,5.0,406.0,2,0,9712.0
6,6,1,1016.89,0.86,331.89,2,123,6,6,2,165.99,122,331.98,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,7,2,1249.83,2.05,788.55,2,97,7,7,4,263.41,80,1053.64,2520,2105,3,4,4.0,72.0,2,0,1336.0
5,3,1,1371.83,1.76,676.53,2,148,0,3,4,313.02,147,1252.08,1198,550,1,3,3.0,272.0,2,0,6714.0
3,8,1,762.89,1.46,562.14,1,114,1,8,2,139.1,113,278.2,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,4,1,749.85,0.65,250.68,1,30,3,4,1,242.88,30,242.88,1899,1945,1,4,2.0,114.0,1,0,3422.0
2,8,0,381.83,0.44,168.22,2,86,1,8,3,139.1,85,417.3,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,2,1,857.32,1.49,573.81,2,175,5,2,4,60.39,179,241.56,2783,196,3,4,4.0,481.0,0,2,5403.0
3,6,1,624.89,1.21,466.3,1,113,6,6,4,165.99,112,663.96,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,0,1,1300.81,1.44,555.74,1,168,8,0,3,208.04,168,624.12,1090,2369,2,4,4.0,260.0,2,0,3907.0
3,7,0,898.67,2.44,937.77,0,132,7,7,2,263.41,131,526.82,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,1,2,573.61,0.63,242.21,0,58,4,1,3,247.62,57,742.86,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,1,1,1127.36,1.66,637.56,0,166,4,1,4,247.62,165,990.48,1458,122,1,0,4.0,230.0,2,1,6046.0
1,7,2,1346.6,1.76,676.56,0,82,7,7,2,263.41,81,526.82,168,931,3,2,3.0,150.0,1,1,2034.0
3,7,1,1630.75,2.44,937.77,2,41,7,7,4,263.41,32,1053.64,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,2,0,478.02,1.49,573.81,0,8,5,2,4,60.39,7,241.56,25,2185,3,0,5.0,491.0,0,2,5579.0
0,5,2,875.41,1.44,555.74,2,23,2,5,2,312.83,22,625.66,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,7,2,1268.97,1.76,676.56,2,19,7,7,1,263.41,27,263.41,2768,728,0,2,5.0,208.0,2,1,2128.0
3,5,2,918.66,1.76,676.53,0,53,2,5,4,312.83,52,1251.32,2141,1857,0,0,2.0,224.0,0,0,2117.0
2,3,1,1446.34,1.49,573.81,0,106,0,3,3,313.02,89,939.06,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,8,0,426.91,1.46,562.14,0,31,1,8,2,139.1,31,278.2,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,8,2,554.87,1.46,562.14,0,119,1,8,4,139.1,153,556.4,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,2,2,697.65,1.49,573.81,0,123,5,2,4,60.39,122,241.56,2414,1041,3,2,4.0,200.0,0,0,2614.0
2,1,2,691.99,0.72,277.7,2,114,4,1,2,247.62,113,495.24,1912,3313,1,0,3.0,223.0,1,1,5753.0
0,5,1,1124.11,1.44,555.74,0,122,2,5,2,312.83,121,625.66,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,0,2,1248.7,2.1,808.85,2,77,8,0,4,208.04,77,832.16,2449,3297,0,2,5.0,107.0,1,0,1342.0
3,5,0,695.3,1.76,676.53,2,83,2,5,2,312.83,82,625.66,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,7,1,1630.75,2.44,937.77,2,56,7,7,1,263.41,55,263.41,774,2111,1,0,1.0,250.0,0,1,5985.0
3,0,1,1468.03,2.1,808.85,0,10,8,0,2,208.04,9,416.08,611,1256,1,2,5.0,238.0,0,0,6349.0
2,1,0,517.82,0.72,277.7,2,145,4,1,1,247.62,132,247.62,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,5,2,835.21,1.44,555.74,0,25,2,5,1,312.83,62,312.83,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,8,1,954.78,1.26,486.52,1,17,1,8,1,139.1,18,139.1,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,4,2,1067.3,1.43,550.69,0,54,3,4,3,242.88,50,728.64,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,3,1,1582.41,2.1,808.85,2,35,0,3,4,313.02,34,1252.08,1562,2917,0,0,5.0,470.0,1,2,4220.0
3,5,2,1013.4,1.76,676.53,2,19,2,5,3,312.83,27,938.49,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,4,2,1114.55,1.84,709.37,2,95,3,4,2,242.88,95,485.76,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,7,1,1692.64,2.44,937.77,1,40,7,7,3,263.41,39,790.23,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,5,0,674.52,1.76,676.53,0,192,2,5,4,312.83,196,1251.32,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,2,0,544.86,1.49,573.81,2,44,5,2,3,60.39,44,181.17,736,1992,0,2,4.0,274.0,1,0,2630.0
3,4,0,780.68,1.84,709.37,2,25,3,4,1,242.88,62,242.88,2129,1884,0,1,5.0,169.0,1,0,1833.0
3,5,0,674.52,1.76,676.53,0,159,2,5,2,312.83,128,625.66,2025,1883,3,4,1.0,382.0,2,0,4220.0
0,5,2,835.21,1.44,555.74,0,37,2,5,4,312.83,19,1251.32,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,6,1,1612.39,2.3,885.57,0,160,6,6,3,165.99,163,497.97,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,5,2,959.91,1.39,535.4,0,41,2,5,4,312.83,32,1251.32,162,2719,1,0,4.0,171.0,2,1,4837.0
6,5,2,1195.26,1.26,486.52,0,122,2,5,1,312.83,121,312.83,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,7,1,1724.49,1.76,676.56,1,23,7,7,3,263.41,22,790.23,440,1534,1,1,5.0,123.0,0,2,4055.0
3,6,0,317.08,1.21,466.3,2,49,6,6,3,165.99,15,497.97,1625,310,3,0,3.0,414.0,0,1,4698.0
2,1,1,870.91,0.72,277.7,2,28,4,1,1,247.62,36,247.62,319,179,3,1,3.0,281.0,2,2,3339.0
5,4,2,488.73,0.58,222.67,2,0,3,4,4,242.88,1,971.52,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,0,1,611.4,0.46,176.33,2,3,8,0,4,208.04,0,832.16,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,2,1,857.32,1.49,573.81,2,53,5,2,4,60.39,52,241.56,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,6,0,317.08,1.21,466.3,2,141,6,6,4,165.99,158,663.96,1891,189,2,2,4.0,194.0,2,2,3110.0
2,0,1,1473.41,1.69,650.1,1,74,8,0,2,208.04,73,416.08,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,4,0,411.05,0.65,250.68,2,20,3,4,3,242.88,40,728.64,2671,223,2,0,2.0,145.0,1,2,2365.0
3,4,2,1114.55,1.84,709.37,2,112,3,4,2,242.88,111,485.76,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,8,0,375.51,0.44,168.22,0,90,1,8,1,139.1,90,139.1,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,0,0,879.1,2.1,808.85,0,78,8,0,1,208.04,78,208.04,2311,2729,1,3,4.0,110.0,0,1,3644.0
3,2,2,714.86,1.49,573.81,2,7,5,2,4,60.39,5,241.56,61,2773,0,0,1.0,380.0,1,0,3320.0
5,2,1,1038.95,1.39,535.4,1,26,5,2,2,60.39,25,120.78,2206,1340,3,2,4.0,444.0,0,1,5051.0
0,4,1,577.71,0.46,176.33,1,162,3,4,4,242.88,160,971.52,1953,927,0,2,3.0,213.0,0,2,2083.0
6,2,1,563.0,0.44,168.22,0,52,5,2,3,60.39,51,181.17,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,0,0,877.56,1.69,650.1,2,163,8,0,4,208.04,161,832.16,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,4,0,726.95,1.84,709.37,0,45,3,4,2,242.88,54,485.76,2157,2065,2,1,3.0,98.0,2,2,1859.0
1,5,0,421.2,0.63,242.21,2,56,2,5,1,312.83,55,312.83,2648,1433,1,3,5.0,337.0,0,1,8314.0
3,6,2,469.92,1.21,466.3,0,69,6,6,4,165.99,68,663.96,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,4,0,360.22,0.58,222.67,2,167,3,4,2,242.88,137,485.76,1151,1896,1,2,3.0,376.0,0,1,8798.0
5,1,2,638.63,0.63,242.21,2,150,4,1,3,247.62,154,742.86,287,2857,2,3,1.0,198.0,0,1,2880.0
3,8,2,577.76,1.46,562.14,2,60,1,8,2,139.1,60,278.2,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,7,2,1114.09,1.04,401.66,2,67,7,7,3,263.41,79,790.23,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,6,2,1328.88,2.09,806.48,2,70,6,6,4,165.99,69,663.96,1311,479,2,1,3.0,284.0,2,1,4116.0
3,0,1,1574.28,2.1,808.85,1,147,8,0,4,208.04,146,832.16,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,2,2,714.86,1.49,573.81,2,69,5,2,2,60.39,68,120.78,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,1,1,959.29,1.11,425.98,2,98,4,1,2,247.62,93,495.24,2888,1093,2,2,4.0,55.0,2,2,1449.0
0,3,2,1132.81,2.1,808.85,2,49,0,3,1,313.02,15,313.02,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,7,0,915.02,2.44,937.77,2,108,7,7,3,263.41,108,790.23,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,1,1,721.93,0.63,242.21,2,63,4,1,2,247.62,59,495.24,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,1,1,1097.17,1.66,637.56,1,100,4,1,1,247.62,100,247.62,2017,2853,1,3,1.0,205.0,2,2,5090.0
3,5,2,1013.4,1.76,676.53,2,33,2,5,1,312.83,58,312.83,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,2,1,1009.71,0.72,277.7,1,47,5,2,3,60.39,47,181.17,1030,1281,3,2,4.0,390.0,1,1,4491.0
0,3,2,1174.97,2.1,808.85,0,37,0,3,2,313.02,19,626.04,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,2,1,1110.76,1.39,535.4,0,86,5,2,2,60.39,85,120.78,1515,3227,3,4,1.0,475.0,2,0,5131.0
3,1,2,885.37,1.66,637.56,0,4,4,1,3,247.62,2,742.86,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,8,2,577.76,1.46,562.14,2,74,1,8,3,139.1,73,417.3,718,1124,0,2,3.0,314.0,1,0,2872.0
3,4,2,1114.55,1.84,709.37,2,5,3,4,3,242.88,3,728.64,2814,3086,2,0,4.0,132.0,2,0,2356.0
0,5,1,1088.87,1.44,555.74,1,154,2,5,1,312.83,141,312.83,1345,2087,2,2,2.0,369.0,0,0,5038.0
6,4,2,701.29,0.85,327.55,2,64,3,4,4,242.88,64,971.52,1727,1406,3,3,1.0,413.0,2,1,4540.0
3,7,1,1630.75,2.44,937.77,2,125,7,7,1,263.41,125,263.41,562,13,1,0,5.0,72.0,1,0,3020.0
2,1,0,517.82,0.72,277.7,2,31,4,1,4,247.62,31,990.48,1773,1241,3,0,1.0,112.0,1,2,1529.0
2,5,2,959.91,1.39,535.4,0,35,2,5,4,312.83,34,1251.32,2381,2941,2,4,4.0,474.0,0,2,6473.0
5,4,1,628.96,0.58,222.67,2,103,3,4,3,242.88,103,728.64,850,3181,1,3,5.0,485.0,0,2,11273.0
3,8,1,738.8,1.46,562.14,2,90,1,8,4,139.1,90,556.4,853,619,1,4,2.0,257.0,1,0,6288.0
1,3,0,884.94,1.66,637.56,0,23,0,3,2,313.02,22,626.04,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,8,0,446.73,1.02,392.76,2,77,1,8,2,139.1,77,278.2,294,1824,1,0,3.0,410.0,0,2,9495.0
3,4,2,1128.51,1.84,709.37,0,62,3,4,2,242.88,24,485.76,3308,2762,3,4,4.0,237.0,1,2,2984.0
1,5,1,772.21,0.63,242.21,2,130,2,5,3,312.83,129,938.49,2965,3062,2,1,2.0,362.0,2,2,4956.0
