travelCode,User_ID,Flight_price,Flight_duration,Flight_Distance,Departure_date,Hotel_stay,Check-in_x,Hotel_TotalPrice,Check-in_y,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,Car_total_distance,fuelPolicy,total_rent_price,Car_rented,review_car,review_hotel,review_flights,car_rating,overall_rating
82495,803,1391.6,1.55,595.03,172,2,32,331.98,194,3347,3335,4,5,,,3,,0,35,29,12,0,2.0
82500,803,479.37,0.46,176.33,22,4,52,832.16,194,3347,3335,4,5,,,3,,0,35,12,40,0,2.5
82504,803,660.25,0.65,250.68,191,3,68,181.17,194,3347,3335,4,5,,,3,,0,35,14,9,0,2.0
82509,803,706.36,1.11,425.98,36,4,88,990.48,194,3347,3335,4,5,,,3,,0,35,9,3,0,3.5
82511,803,1007.72,1.55,597.61,116,4,96,663.96,194,3347,3335,4,5,,,3,,0,35,9,42,0,2.0
82514,803,332.1,0.46,176.33,46,4,108,971.52,194,3347,3335,4,5,,,3,,0,35,34,12,0,2.0
82522,803,1124.11,1.44,555.74,54,1,133,312.83,194,3347,3335,4,5,,,3,,0,35,37,27,0,2.0
82523,803,361.68,0.46,176.33,57,1,136,208.04,194,3347,3335,4,5,,,3,,0,35,7,3,0,3.5
82524,803,869.13,2.1,808.85,109,2,139,626.04,194,3347,3335,4,5,,,3,,0,35,42,29,0,3.5
82528,804,1306.8,1.04,401.66,63,1,151,263.41,194,3347,3335,4,5,,,3,,0,35,23,14,0,2.0
82530,804,530.03,0.85,327.55,155,3,159,728.64,194,3347,3335,4,5,,,3,,0,35,40,29,0,3.5
82531,804,774.57,1.55,595.03,197,1,163,165.99,158,2402,692,3,0,3.0,95.0,0,1478.0,2,9,38,19,2,2.0
82533,804,694.42,0.58,222.67,91,1,171,312.83,194,3347,3335,4,5,,,3,,0,35,27,36,0,3.5
82534,804,829.91,1.26,486.52,136,2,175,625.66,170,3272,647,0,2,4.0,189.0,0,1954.0,3,32,18,23,2,3.0
82545,804,1400.35,1.04,401.66,9,3,20,790.23,20,2328,2559,0,3,3.0,198.0,1,1983.0,1,12,11,13,2,2.0
82551,804,1684.05,2.16,830.86,120,1,44,263.41,194,3347,3335,4,5,,,3,,0,35,16,7,0,3.5
82554,804,829.91,1.26,486.52,26,2,56,625.66,194,3347,3335,4,5,,,3,,0,35,38,13,0,2.0
82557,804,756.3,1.02,392.76,191,4,68,556.4,194,3347,3335,4,5,,,3,,0,35,31,2,0,3.5
82562,804,1159.84,1.02,392.76,36,2,88,416.08,194,3347,3335,4,5,,,3,,0,35,16,34,0,5.0
82565,804,1389.37,1.69,650.1,161,2,100,120.78,194,3347,3335,4,5,,,3,,0,35,7,39,0,2.0
82570,804,1684.05,2.16,830.86,193,1,118,263.41,194,3347,3335,4,5,,,3,,0,35,7,28,0,2.0
82572,804,1116.83,1.69,650.1,84,1,124,60.39,194,3347,3335,4,5,,,3,,0,35,3,9,0,2.5
82574,804,1124.11,1.44,555.74,175,2,130,625.66,194,3347,3335,4,5,,,3,,0,35,5,5,0,2.5
82575,804,1288.79,2.16,830.86,54,4,133,1053.64,128,2852,1597,2,0,3.0,418.0,2,5700.0,2,16,36,10,2,2.0
82576,805,1148.78,0.85,327.55,168,4,143,556.4,194,3347,3335,4,5,,,3,,0,35,10,6,0,3.5
82577,805,367.22,0.44,168.22,59,4,147,241.56,194,3347,3335,4,5,,,3,,0,35,25,32,0,3.5
82579,805,380.32,0.46,176.33,110,3,155,728.64,194,3347,3335,4,5,,,3,,0,35,40,17,0,1.5
82580,805,898.46,1.43,550.69,155,4,159,990.48,194,3347,3335,4,5,,,3,,0,35,20,1,0,3.5
82585,805,719.91,0.85,327.55,182,3,179,728.64,174,133,575,3,0,5.0,181.0,0,2503.0,3,9,2,18,2,2.0
82586,805,546.04,0.65,250.68,74,2,183,120.78,194,3347,3335,4,5,,,3,,0,35,14,0,0,2.0
82589,805,884.4,1.84,709.37,170,1,195,313.02,190,2490,518,0,3,2.0,132.0,1,1376.0,1,33,24,11,2,2.333333333333333
82597,805,530.03,0.85,327.55,126,4,28,971.52,28,1274,2859,3,0,1.0,219.0,1,2599.0,3,13,8,24,2,2.0
82600,805,930.12,1.55,597.61,20,2,40,331.98,194,3347,3335,4,5,,,3,,0,35,5,20,0,4.0
82601,805,694.42,0.58,222.67,120,1,44,312.83,194,3347,3335,4,5,,,3,,0,35,27,25,0,2.0
82603,805,806.91,0.58,222.67,22,4,52,1251.32,51,2290,2205,3,0,5.0,420.0,1,4900.0,2,30,7,12,2,2.0
82604,805,701.29,0.85,327.55,26,2,56,485.76,194,3347,3335,4,5,,,3,,0,35,3,12,0,2.5
82605,805,906.59,1.02,392.76,101,4,60,832.16,194,3347,3335,4,5,,,3,,0,35,10,11,0,3.5
82606,805,719.91,0.85,327.55,146,2,64,485.76,194,3347,3335,4,5,,,3,,0,35,10,40,0,4.0
82608,805,1041.65,0.86,331.89,30,2,72,331.98,194,3347,3335,4,5,,,3,,0,35,44,4,0,2.0
82609,805,367.22,0.44,168.22,88,3,76,181.17,194,3347,3335,4,5,,,3,,0,35,3,2,0,4.0
82610,805,722.74,1.02,392.76,133,1,80,208.04,194,3347,3335,4,5,,,3,,0,35,26,11,0,3.5
82611,805,722.74,1.02,392.76,179,1,84,208.04,194,3347,3335,4,5,,,3,,0,35,7,37,0,2.0
82622,806,979.56,0.65,250.68,155,4,159,241.56,194,3347,3335,4,5,,,3,,0,35,26,20,0,5.0
82625,806,1148.78,0.85,327.55,91,1,171,139.1,166,906,2046,0,0,3.0,459.0,2,4060.0,1,10,30,20,1,2.666666666666667
82629,806,1007.72,1.55,597.61,78,3,187,497.97,194,3347,3335,4,5,,,3,,0,35,16,9,0,3.5
82630,806,869.13,2.1,808.85,124,4,191,1252.08,194,3347,3335,4,5,,,3,,0,35,44,22,0,2.5
82631,806,332.1,0.46,176.33,170,4,195,971.52,194,3347,3335,4,5,,,3,,0,35,37,11,0,2.0
82635,806,873.07,1.84,709.37,143,2,12,626.04,194,3347,3335,4,5,,,3,,0,35,7,5,0,2.0
82638,806,827.12,1.26,486.52,80,4,24,1251.32,194,3347,3335,4,5,,,3,,0,35,25,7,0,2.0
82641,806,962.54,1.02,392.76,16,4,36,832.16,194,3347,3335,4,5,,,3,,0,35,25,40,0,2.5
82647,807,438.74,0.44,168.22,63,3,151,181.17,194,3347,3335,4,5,,,3,,0,35,40,25,0,2.0
82653,808,1533.42,1.26,486.52,155,4,159,1251.32,194,3347,3335,4,5,,,3,,0,35,14,26,0,2.0
82664,808,1269.73,1.02,392.76,4,4,4,832.16,194,3347,3335,4,5,,,3,,0,35,6,8,0,3.5
82669,808,1389.37,1.69,650.1,80,4,24,241.56,194,3347,3335,4,5,,,3,,0,35,30,28,0,2.0
82674,808,410.79,1.02,392.76,120,4,44,556.4,194,3347,3335,4,5,,,3,,0,35,33,27,0,3.5
82675,808,602.49,1.44,555.74,165,1,48,312.83,194,3347,3335,4,5,,,3,,0,35,36,16,0,2.0
82676,808,793.27,1.04,401.66,22,3,52,790.23,194,3347,3335,4,5,,,3,,0,35,29,38,0,2.0
82679,808,563.0,0.44,168.22,146,4,64,241.56,194,3347,3335,4,5,,,3,,0,35,3,13,0,2.5
82680,808,1289.05,2.16,830.86,191,1,68,263.41,194,3347,3335,4,5,,,3,,0,35,39,17,0,1.5
82681,808,447.53,0.44,168.22,30,3,72,181.17,194,3347,3335,4,5,,,3,,0,35,35,33,0,2.5
82684,808,1088.87,1.44,555.74,179,1,84,312.83,194,3347,3335,4,5,,,3,,0,35,30,31,0,2.0
82687,808,730.43,1.02,392.76,116,1,96,139.1,194,3347,3335,4,5,,,3,,0,35,10,23,0,3.5
82693,808,1269.73,1.02,392.76,193,2,118,416.08,194,3347,3335,4,5,,,3,,0,35,16,17,0,3.0
82694,808,1375.48,1.55,595.03,49,1,121,165.99,194,3347,3335,4,5,,,3,,0,35,43,35,0,2.0
82695,808,563.23,0.58,222.67,84,4,124,1251.32,194,3347,3335,4,5,,,3,,0,35,34,25,0,2.0
82701,808,367.22,0.44,168.22,154,4,142,241.56,194,3347,3335,4,5,,,3,,0,35,11,17,0,1.5
82710,808,647.9,1.02,392.76,169,1,178,208.04,194,3347,3335,4,5,,,3,,0,35,8,39,0,2.0
82711,808,730.43,1.02,392.76,73,3,182,417.3,194,3347,3335,4,5,,,3,,0,35,12,6,0,2.0
82713,808,488.57,0.85,327.55,112,3,190,728.64,185,604,2612,0,4,3.0,417.0,1,3710.0,1,13,40,1,2,3.0
82723,808,946.36,0.85,327.55,158,4,31,971.52,194,3347,3335,4,5,,,3,,0,35,42,20,0,3.5
82737,808,1102.93,1.55,595.03,35,4,87,663.96,194,3347,3335,4,5,,,3,,0,35,14,11,0,2.0
82739,808,1723.71,2.16,830.86,108,4,95,1053.64,194,3347,3335,4,5,,,3,,0,35,25,22,0,2.5
82740,808,1533.42,1.26,486.52,153,2,99,625.66,194,3347,3335,4,5,,,3,,0,35,6,37,0,2.0
82741,808,744.11,0.58,222.67,41,3,103,938.49,194,3347,3335,4,5,,,3,,0,35,39,33,0,2.5
82743,808,1190.94,1.55,597.61,94,1,111,165.99,194,3347,3335,4,5,,,3,,0,35,18,40,0,4.0
82748,808,755.71,1.55,595.03,122,2,126,331.98,194,3347,3335,4,5,,,3,,0,35,0,21,0,2.0
82749,808,447.53,0.44,168.22,167,1,129,60.39,194,3347,3335,4,5,,,3,,0,35,30,36,0,3.5
82753,808,898.04,1.11,425.98,149,4,141,990.48,136,2884,2409,1,1,2.0,283.0,1,6799.0,1,30,20,19,2,2.0
82754,808,602.12,0.67,257.81,194,4,145,990.48,194,3347,3335,4,5,,,3,,0,35,17,20,0,4.0
82756,808,393.84,0.67,257.81,90,4,153,990.48,194,3347,3335,4,5,,,3,,0,35,39,11,0,2.0
82766,808,962.54,1.02,392.76,150,4,193,832.16,188,653,1777,3,4,2.0,483.0,0,5302.0,2,29,38,1,2,3.0
82768,808,806.91,0.58,222.67,2,2,2,625.66,194,3347,3335,4,5,,,3,,0,35,37,12,0,2.0
82783,808,1747.31,1.85,710.57,132,3,62,790.23,60,1720,3023,3,1,4.0,312.0,0,3722.0,1,34,32,17,2,2.0
82786,808,647.9,1.02,392.76,32,1,74,208.04,72,980,1839,3,1,5.0,259.0,2,3274.0,3,26,35,37,5,3.0
82788,808,1300.53,1.43,550.69,166,4,82,990.48,79,3164,2165,3,0,4.0,52.0,0,1141.0,1,5,28,39,3,2.333333333333333
82789,808,1190.94,1.55,597.61,34,2,86,331.98,83,1354,528,2,1,3.0,457.0,1,6186.0,3,2,3,9,2,2.333333333333333
82792,808,1499.93,2.1,808.85,147,2,98,626.04,194,3347,3335,4,5,,,3,,0,35,11,24,0,2.0
82796,808,576.66,0.46,176.33,134,1,113,208.04,194,3347,3335,4,5,,,3,,0,35,14,21,0,2.0
82797,808,472.72,1.11,425.98,180,3,116,742.86,111,1206,1978,3,0,4.0,197.0,0,2595.0,3,3,38,2,2,3.0
82798,808,1212.58,1.84,709.37,47,4,119,1252.08,194,3347,3335,4,5,,,3,,0,35,24,16,0,2.5
82802,808,1427.22,1.04,401.66,52,2,131,526.82,194,3347,3335,4,5,,,3,,0,35,24,31,0,2.5
82805,808,332.1,0.46,176.33,140,4,140,971.52,194,3347,3335,4,5,,,3,,0,35,34,25,0,2.0
82807,808,879.87,0.85,327.55,60,3,148,417.3,194,3347,3335,4,5,,,3,,0,35,15,35,0,2.5
82808,808,1212.58,1.84,709.37,85,2,152,626.04,194,3347,3335,4,5,,,3,,0,35,36,32,0,3.5
82810,808,1174.97,2.1,808.85,176,4,160,1252.08,194,3347,3335,4,5,,,3,,0,35,40,41,0,2.0
82814,808,410.79,1.02,392.76,156,2,176,278.2,194,3347,3335,4,5,,,3,,0,35,29,8,0,3.5
82825,808,959.79,1.85,710.57,10,3,21,790.23,194,3347,3335,4,5,,,3,,0,35,22,13,0,2.0
82827,809,1016.89,0.86,331.89,168,4,143,663.96,194,3347,3335,4,5,,,3,,0,35,27,16,0,2.0
82829,809,1119.47,1.44,555.74,63,1,151,312.83,194,3347,3335,4,5,,,3,,0,35,36,31,0,2.0
82838,809,1714.75,2.16,830.86,78,3,187,790.23,194,3347,3335,4,5,,,3,,0,35,24,38,0,2.5
82844,809,1174.97,2.1,808.85,143,1,12,313.02,194,3347,3335,4,5,,,3,,0,35,27,27,0,2.0
82847,809,446.73,1.02,392.76,80,2,24,278.2,194,3347,3335,4,5,,,3,,0,35,34,30,0,2.5
82858,809,1515.79,2.1,808.85,191,2,68,626.04,194,3347,3335,4,5,,,3,,0,35,18,29,0,5.0
82859,809,964.83,2.16,830.86,30,1,72,263.41,194,3347,3335,4,5,,,3,,0,35,0,22,0,2.5
82860,809,884.4,1.84,709.37,88,2,76,626.04,194,3347,3335,4,5,,,3,,0,35,42,37,0,2.0
82861,809,719.91,0.85,327.55,133,3,80,728.64,194,3347,3335,4,5,,,3,,0,35,17,30,0,3.0
82862,809,546.04,0.65,250.68,179,1,84,60.39,194,3347,3335,4,5,,,3,,0,35,0,28,0,2.0
82865,809,530.03,0.85,327.55,116,2,96,485.76,194,3347,3335,4,5,,,3,,0,35,29,42,0,2.0
82867,809,919.89,1.43,550.69,42,4,104,990.48,100,12,12,2,2,4.0,213.0,0,3335.0,3,21,8,36,5,4.0
82872,809,1370.17,1.46,562.14,49,2,121,626.04,194,3347,3335,4,5,,,3,,0,35,23,7,0,2.0
82873,809,1016.89,0.86,331.89,84,2,124,331.98,194,3347,3335,4,5,,,3,,0,35,6,41,0,2.0
82875,809,1190.94,1.55,597.61,175,4,130,663.96,194,3347,3335,4,5,,,3,,0,35,2,10,0,2.0
82879,809,863.8,0.85,327.55,154,2,142,278.2,194,3347,3335,4,5,,,3,,0,35,11,34,0,3.5
82882,809,367.22,0.44,168.22,96,4,154,241.56,194,3347,3335,4,5,,,3,,0,35,3,0,0,2.5
82884,809,549.96,0.46,176.33,187,1,162,242.88,194,3347,3335,4,5,,,3,,0,35,40,24,0,2.0
82886,809,906.59,1.02,392.76,70,2,170,416.08,194,3347,3335,4,5,,,3,,0,35,24,23,0,2.5
82888,809,1189.86,1.55,597.61,169,2,178,331.98,194,3347,3335,4,5,,,3,,0,35,11,19,0,2.0
82889,809,530.03,0.85,327.55,73,4,182,971.52,194,3347,3335,4,5,,,3,,0,35,15,8,0,3.5
82890,809,793.27,1.04,401.66,77,4,186,1053.64,181,1993,738,2,0,5.0,499.0,2,6871.0,1,30,3,40,2,2.666666666666667
82893,809,953.32,0.65,250.68,198,4,198,241.56,194,3347,3335,4,5,,,3,,0,35,8,14,0,2.0
82894,809,875.41,1.44,555.74,3,2,3,625.66,194,3347,3335,4,5,,,3,,0,35,7,31,0,2.0
82895,809,595.09,0.44,168.22,86,2,7,120.78,194,3347,3335,4,5,,,3,,0,35,18,40,0,4.0
82898,809,1515.79,2.1,808.85,8,4,19,1252.08,19,2818,933,1,3,5.0,408.0,0,9729.0,1,8,34,16,2,2.0
82901,809,1666.23,1.46,562.14,158,2,31,626.04,194,3347,3335,4,5,,,3,,0,35,5,0,0,2.5
82906,809,625.5,0.86,331.89,21,4,51,663.96,50,2675,196,1,3,4.0,439.0,1,10215.0,2,27,7,12,3,2.333333333333333
82910,809,863.8,0.85,327.55,183,1,67,139.1,194,3347,3335,4,5,,,3,,0,35,10,15,0,3.5
82911,809,563.23,0.58,222.67,29,2,71,625.66,194,3347,3335,4,5,,,3,,0,35,32,12,0,2.5
82917,809,1142.29,0.85,327.55,108,4,95,556.4,194,3347,3335,4,5,,,3,,0,35,40,29,0,3.5
82925,809,1315.97,1.85,710.57,51,3,123,790.23,194,3347,3335,4,5,,,3,,0,35,5,28,0,2.5
82927,809,1554.92,1.84,709.37,167,4,129,1252.08,194,3347,3335,4,5,,,3,,0,35,36,42,0,2.0
82930,809,1102.93,1.55,595.03,104,2,138,331.98,194,3347,3335,4,5,,,3,,0,35,39,8,0,3.5
82931,809,1142.29,0.85,327.55,149,2,141,278.2,194,3347,3335,4,5,,,3,,0,35,4,10,0,2.0
82935,809,625.5,0.86,331.89,135,2,157,331.98,194,3347,3335,4,5,,,3,,0,35,43,9,0,1.5
82936,809,755.71,1.55,595.03,181,1,161,165.99,194,3347,3335,4,5,,,3,,0,35,44,13,0,2.0
82938,809,1747.31,1.85,710.57,69,2,169,526.82,194,3347,3335,4,5,,,3,,0,35,9,20,0,3.5
82941,809,686.79,1.43,550.69,72,3,181,742.86,194,3347,3335,4,5,,,3,,0,35,13,7,0,2.0
82942,809,908.17,1.46,562.14,76,2,185,626.04,194,3347,3335,4,5,,,3,,0,35,44,28,0,2.0
82945,809,438.74,0.44,168.22,195,4,197,241.56,194,3347,3335,4,5,,,3,,0,35,12,10,0,2.0
82949,809,1148.78,0.85,327.55,171,2,14,278.2,194,3347,3335,4,5,,,3,,0,35,26,37,0,3.5
82957,809,583.17,0.85,327.55,152,4,46,556.4,194,3347,3335,4,5,,,3,,0,35,32,9,0,2.5
82960,809,1132.81,2.1,808.85,87,3,58,939.06,194,3347,3335,4,5,,,3,,0,35,32,23,0,2.5
82962,809,932.87,0.85,327.55,178,3,66,728.64,194,3347,3335,4,5,,,3,,0,35,23,34,0,3.5
82972,809,793.27,1.04,401.66,44,4,106,1053.64,194,3347,3335,4,5,,,3,,0,35,5,0,0,2.5
82974,809,576.66,0.46,176.33,134,2,113,416.08,194,3347,3335,4,5,,,3,,0,35,32,11,0,2.5
82975,809,755.71,1.55,595.03,180,4,116,663.96,194,3347,3335,4,5,,,3,,0,35,24,31,0,2.5
82976,809,470.16,0.65,250.68,47,4,119,241.56,194,3347,3335,4,5,,,3,,0,35,7,37,0,2.0
82981,809,335.16,0.44,168.22,55,2,134,120.78,194,3347,3335,4,5,,,3,,0,35,19,10,0,2.0
82982,809,1016.89,0.86,331.89,95,2,137,331.98,194,3347,3335,4,5,,,3,,0,35,24,4,0,2.5
82984,810,1718.28,1.46,562.14,168,3,143,939.06,194,3347,3335,4,5,,,3,,0,35,36,13,0,2.0
82987,810,1387.89,1.69,650.1,110,1,155,60.39,194,3347,3335,4,5,,,3,,0,35,11,19,0,2.0
82991,810,438.74,0.44,168.22,91,4,171,241.56,194,3347,3335,4,5,,,3,,0,35,13,6,0,2.0
82993,810,793.27,1.04,401.66,182,2,179,526.82,194,3347,3335,4,5,,,3,,0,35,20,26,0,2.0
82994,810,389.47,0.67,257.81,74,3,183,742.86,194,3347,3335,4,5,,,3,,0,35,40,10,0,2.0
82995,810,697.51,1.43,550.69,78,4,187,990.48,194,3347,3335,4,5,,,3,,0,35,27,36,0,3.5
83001,810,427.25,0.46,176.33,143,2,12,485.76,12,2833,260,2,4,4.0,137.0,0,2446.0,1,33,15,2,2,3.0
83004,810,979.56,0.65,250.68,80,2,24,120.78,194,3347,3335,4,5,,,3,,0,35,12,0,0,2.0
83005,810,943.18,0.85,327.55,126,3,28,728.64,194,3347,3335,4,5,,,3,,0,35,24,2,0,4.0
83008,810,884.4,1.84,709.37,20,1,40,313.02,194,3347,3335,4,5,,,3,,0,35,22,32,0,3.5
83016,810,962.54,1.02,392.76,30,4,72,832.16,194,3347,3335,4,5,,,3,,0,35,36,26,0,2.0
83017,810,697.51,1.43,550.69,88,3,76,742.86,194,3347,3335,4,5,,,3,,0,35,9,9,0,2.0
83021,810,1533.42,1.26,486.52,40,3,92,938.49,194,3347,3335,4,5,,,3,,0,35,21,15,0,1.5
83023,810,1102.93,1.55,595.03,161,3,100,497.97,194,3347,3335,4,5,,,3,,0,35,24,10,0,2.5
83026,810,1041.65,0.86,331.89,103,2,112,331.98,194,3347,3335,4,5,,,3,,0,35,41,6,0,2.0
83031,810,479.37,0.46,176.33,129,2,127,416.08,122,327,950,3,2,3.0,389.0,1,4410.0,3,29,10,38,2,3.0
83032,810,1102.93,1.55,595.03,175,4,130,663.96,125,1421,739,3,2,3.0,229.0,1,2814.0,3,11,39,35,2,2.333333333333333
83038,810,563.0,0.44,168.22,62,1,150,60.39,194,3347,3335,4,5,,,3,,0,35,31,1,0,3.5
83042,810,898.04,1.11,425.98,66,2,166,495.24,194,3347,3335,4,5,,,3,,0,35,9,0,0,2.0
83048,810,1119.47,1.44,555.74,112,4,190,1251.32,194,3347,3335,4,5,,,3,,0,35,34,41,0,2.0
83049,810,742.94,0.67,257.81,157,2,194,495.24,194,3347,3335,4,5,,,3,,0,35,4,2,0,3.5
83050,810,1314.05,1.55,595.03,198,3,198,497.97,194,3347,3335,4,5,,,3,,0,35,6,23,0,2.0
83056,810,1116.83,1.69,650.1,12,4,23,241.56,194,3347,3335,4,5,,,3,,0,35,19,29,0,3.5
83057,810,1183.57,1.55,597.61,113,3,27,497.97,194,3347,3335,4,5,,,3,,0,35,29,2,0,3.5
83059,810,908.17,1.46,562.14,15,4,35,1252.08,194,3347,3335,4,5,,,3,,0,35,39,2,0,3.5
83062,810,919.89,1.43,550.69,159,2,47,495.24,194,3347,3335,4,5,,,3,,0,35,17,42,0,2.5
83064,810,335.16,0.44,168.22,25,4,55,241.56,194,3347,3335,4,5,,,3,,0,35,16,36,0,5.0
83068,810,1684.05,2.16,830.86,29,2,71,526.82,194,3347,3335,4,5,,,3,,0,35,6,33,0,2.5
83081,810,1190.94,1.55,597.61,48,1,120,165.99,194,3347,3335,4,5,,,3,,0,35,40,41,0,2.0
83083,810,964.83,2.16,830.86,122,1,126,263.41,194,3347,3335,4,5,,,3,,0,35,44,4,0,2.0
83087,810,1641.56,1.85,710.57,104,3,138,790.23,194,3347,3335,4,5,,,3,,0,35,16,13,0,3.5
83088,810,1533.42,1.26,486.52,149,2,141,625.66,194,3347,3335,4,5,,,3,,0,35,20,7,0,2.0
83092,810,602.12,0.67,257.81,135,3,157,742.86,194,3347,3335,4,5,,,3,,0,35,16,18,0,3.5
83098,810,829.91,1.26,486.52,72,3,181,938.49,194,3347,3335,4,5,,,3,,0,35,10,5,0,3.5
83100,810,563.0,0.44,168.22,105,3,189,181.17,194,3347,3335,4,5,,,3,,0,35,38,13,0,2.0
83104,810,730.43,1.02,392.76,79,3,6,417.3,194,3347,3335,4,5,,,3,,0,35,44,30,0,2.5
83116,811,861.9,0.86,331.89,91,4,171,663.96,166,567,1998,1,4,3.0,376.0,0,8785.0,1,26,31,18,5,3.0
83119,811,1041.65,0.86,331.89,74,4,183,663.96,194,3347,3335,4,5,,,3,,0,35,28,35,0,2.5
83121,811,1289.31,1.85,710.57,124,3,191,790.23,194,3347,3335,4,5,,,3,,0,35,18,25,0,3.5
83123,811,1540.6,1.84,709.37,0,1,0,313.02,194,3347,3335,4,5,,,3,,0,35,6,39,0,2.0
83125,811,535.95,0.46,176.33,98,3,8,728.64,194,3347,3335,4,5,,,3,,0,35,19,26,0,2.0
83130,811,1186.15,1.02,392.76,126,3,28,624.12,194,3347,3335,4,5,,,3,,0,35,1,11,0,2.0
83137,812,686.79,1.43,550.69,155,1,159,247.62,194,3347,3335,4,5,,,3,,0,35,17,14,0,2.5
83140,812,332.1,0.46,176.33,91,1,171,242.88,166,1204,3316,2,0,2.0,181.0,2,2797.0,1,29,31,12,2,2.0
83141,812,701.29,0.85,327.55,136,1,175,242.88,194,3347,3335,4,5,,,3,,0,35,3,20,0,4.0
83142,812,1540.6,1.84,709.37,182,1,179,313.02,174,3192,2103,0,3,3.0,152.0,2,1613.0,3,20,3,0,2,2.333333333333333
83143,812,906.59,1.02,392.76,74,2,183,416.08,194,3347,3335,4,5,,,3,,0,35,11,19,0,2.0
83144,812,623.33,0.85,327.55,78,2,187,278.2,194,3347,3335,4,5,,,3,,0,35,23,29,0,3.5
83148,812,1464.89,1.26,486.52,4,4,4,1251.32,4,1123,670,0,0,1.0,305.0,2,2713.0,1,21,6,42,5,3.0
83149,812,1289.31,1.85,710.57,98,3,8,790.23,194,3347,3335,4,5,,,3,,0,35,26,13,0,3.5
83150,812,1540.6,1.84,709.37,143,4,12,1252.08,12,830,6,1,2,4.0,238.0,2,6181.0,2,5,0,17,3,2.0
83152,812,756.3,1.02,392.76,9,2,20,278.2,194,3347,3335,4,5,,,3,,0,35,41,29,0,3.5
83153,812,1573.5,1.26,486.52,80,4,24,1251.32,194,3347,3335,4,5,,,3,,0,35,4,38,0,2.0
83155,812,750.92,1.69,650.1,172,4,32,241.56,194,3347,3335,4,5,,,3,,0,35,42,27,0,2.0
83158,812,873.07,1.84,709.37,120,4,44,1252.08,43,1043,2778,3,0,1.0,238.0,0,2770.0,1,8,5,12,2,2.333333333333333
83161,813,393.84,0.67,257.81,59,4,147,990.48,194,3347,3335,4,5,,,3,,0,35,8,18,0,2.0
83162,813,583.17,0.85,327.55,63,1,151,139.1,194,3347,3335,4,5,,,3,,0,35,19,17,0,1.5
83166,813,744.11,0.58,222.67,67,2,167,625.66,194,3347,3335,4,5,,,3,,0,35,29,19,0,2.0
83171,813,959.79,1.85,710.57,78,3,187,790.23,194,3347,3335,4,5,,,3,,0,35,0,15,0,2.0
83172,813,1174.97,2.1,808.85,124,1,191,313.02,194,3347,3335,4,5,,,3,,0,35,23,20,0,3.5
83177,813,1300.53,1.43,550.69,143,1,12,247.62,194,3347,3335,4,5,,,3,,0,35,19,34,0,3.5
83182,813,752.27,1.02,392.76,172,4,32,556.4,194,3347,3335,4,5,,,3,,0,35,16,41,0,3.5
83185,813,1195.26,1.26,486.52,120,2,44,625.66,194,3347,3335,4,5,,,3,,0,35,38,13,0,2.0
83187,813,602.49,1.44,555.74,22,4,52,1251.32,194,3347,3335,4,5,,,3,,0,35,17,13,0,2.5
83188,813,835.21,1.44,555.74,26,2,56,625.66,194,3347,3335,4,5,,,3,,0,35,4,12,0,2.0
83192,813,604.14,1.44,555.74,30,3,72,938.49,194,3347,3335,4,5,,,3,,0,35,22,9,0,2.0
83194,813,755.71,1.55,595.03,133,1,80,165.99,78,104,1477,1,1,5.0,498.0,0,11525.0,1,0,42,2,2,3.0
83195,813,602.12,0.67,257.81,179,1,84,247.62,81,2183,2223,0,1,2.0,56.0,0,766.0,1,0,0,40,2,2.333333333333333
83198,813,406.36,0.58,222.67,116,4,96,1251.32,194,3347,3335,4,5,,,3,,0,35,35,26,0,2.0
83199,813,1190.94,1.55,597.61,161,4,100,663.96,194,3347,3335,4,5,,,3,,0,35,44,1,0,3.5
83200,813,410.79,1.02,392.76,42,1,104,139.1,194,3347,3335,4,5,,,3,,0,35,29,4,0,2.0
83201,813,668.19,0.44,168.22,46,4,108,241.56,194,3347,3335,4,5,,,3,,0,35,32,32,0,4.0
83202,813,964.83,2.16,830.86,103,4,112,1053.64,194,3347,3335,4,5,,,3,,0,35,1,10,0,2.0
83205,813,1183.57,1.55,597.61,49,2,121,331.98,194,3347,3335,4,5,,,3,,0,35,20,25,0,2.0
83207,813,1387.89,1.69,650.1,129,2,127,120.78,194,3347,3335,4,5,,,3,,0,35,18,18,0,3.5
83210,813,962.54,1.02,392.76,57,3,136,624.12,194,3347,3335,4,5,,,3,,0,35,35,13,0,2.0
83215,813,1190.94,1.55,597.61,96,3,154,497.97,194,3347,3335,4,5,,,3,,0,35,25,12,0,2.0
83218,813,1192.62,1.43,550.69,66,1,166,247.62,194,3347,3335,4,5,,,3,,0,35,28,37,0,2.0
83221,813,602.49,1.44,555.74,169,4,178,1251.32,194,3347,3335,4,5,,,3,,0,35,5,12,0,2.5
83225,813,1145.72,1.26,486.52,157,4,194,1251.32,194,3347,3335,4,5,,,3,,0,35,40,38,0,2.0
83226,813,947.95,1.46,562.14,198,2,198,626.04,194,3347,3335,4,5,,,3,,0,35,30,9,0,2.0
83228,813,583.17,0.85,327.55,86,1,7,139.1,194,3347,3335,4,5,,,3,,0,35,38,24,0,2.0
