travelCode_outbound,User_ID,flightType_outbound,Flight_price_outbound,Flight_agency_outbound,Departure_date_outbound,Departure_outbound,Arrival_outbound,Flight Distance (km)_outbound,Flight Duration (hh:mm)_outbound,Departure Time_outbound,Arrival Time_outbound,flight_number_outbound,travelCode_return,flightType_return,Flight_price_return,Flight_agency_return,Departure_date_return,Departure_return,Arrival_return,Flight Distance (km)_return,Flight Duration (hh:mm)_return,Departure Time_return,Arrival Time_return,flight_number_return
49504,484,economic,621.36,Air India,29/04/2021,Ranchi,Visakhapatnam,666.83,00:44,21:20,22:04,AI651D,49499,economic,659.43,Air India,25/03/2021,Visakhapatnam,Ranchi,666.83,00:44,11:00,11:44,AI982
49642,485,premium,441.34,Akasa Air,14/04/2022,Tirupati,Udaipur,1356.67,01:30,18:22,19:52,QP1067,49652,firstClass,1581.8,IndiGo,23/06/2022,Udaipur,Tirupati,1356.67,01:30,17:47,19:17,6E628B
49652,485,firstClass,1581.8,IndiGo,23/06/2022,Udaipur,Tirupati,1356.67,01:30,17:47,19:17,6E628B,49642,premium,441.34,Akasa Air,14/04/2022,Tirupati,Udaipur,1356.67,01:30,18:22,19:52,QP1067
50306,490,premium,834.61,SpiceJet,09/02/2021,Bhubaneswar,Gwalior,1024.85,01:08,04:00,05:08,SG6744,50329,firstClass,949.99,IndiGo,02/10/2022,Gwalior,Bhubaneswar,1024.85,01:08,16:22,17:30,6E326D
50329,490,firstClass,949.99,IndiGo,02/10/2022,Gwalior,Bhubaneswar,1024.85,01:08,16:22,17:30,6E326D,50306,premium,834.61,SpiceJet,09/02/2021,Bhubaneswar,Gwalior,1024.85,01:08,04:00,05:08,SG6744
50951,497,premium,691.99,SpiceJet,10/03/2019,Tirupati,Ludhiana,1955.4,02:10,14:53,17:03,SG6229,51031,firstClass,1609.81,AirAsia India,15/04/2021,Ludhiana,Tirupati,1955.4,02:10,07:40,09:50,I55023
51031,497,firstClass,1609.81,AirAsia India,15/04/2021,Ludhiana,Tirupati,1955.4,02:10,07:40,09:50,I55023,50951,premium,691.99,SpiceJet,10/03/2019,Tirupati,Ludhiana,1955.4,02:10,14:53,17:03,SG6229
51653,502,firstClass,1185.95,SpiceJet,13/08/2020,Puducherry,Diu,1357.3,01:30,20:55,22:25,SG5423,51770,economic,764.53,SpiceJet,11/10/2022,Diu,Puducherry,1357.3,01:30,02:24,03:54,SG6046
51735,502,firstClass,1545.78,SpiceJet,03/10/2022,Vijayawada,Varanasi,1009.76,01:07,17:39,18:46,SG4304,51760,economic,615.26,SpiceJet,09/01/2022,Varanasi,Vijayawada,1009.76,01:07,03:51,04:58,SG6619B
51760,502,economic,615.26,SpiceJet,09/01/2022,Varanasi,Vijayawada,1009.76,01:07,03:51,04:58,SG6619B,51735,firstClass,1545.78,SpiceJet,03/10/2022,Vijayawada,Varanasi,1009.76,01:07,17:39,18:46,SG4304
51770,502,economic,764.53,SpiceJet,11/10/2022,Diu,Puducherry,1357.3,01:30,02:24,03:54,SG6046,51653,firstClass,1185.95,SpiceJet,13/08/2020,Puducherry,Diu,1357.3,01:30,20:55,22:25,SG5423
52763,511,premium,691.99,Akasa Air,08/05/2021,Diu,Vijayawada,1120.32,01:14,22:26,23:40,QP1095C,52796,firstClass,749.85,AirAsia India,24/03/2022,Vijayawada,Diu,1120.32,01:14,22:47,00:01,I58496
52796,511,firstClass,749.85,AirAsia India,24/03/2022,Vijayawada,Diu,1120.32,01:14,22:47,00:01,I58496,52763,premium,691.99,Akasa Air,08/05/2021,Diu,Vijayawada,1120.32,01:14,22:26,23:40,QP1095C
52807,512,firstClass,620.16,Air India,24/10/2019,Chennai,Imphal,1937.32,02:09,01:47,03:56,AI951E,52915,economic,506.56,IndiGo,18/11/2021,Imphal,Chennai,1937.32,02:09,02:53,05:02,6E261C
52915,512,economic,506.56,IndiGo,18/11/2021,Imphal,Chennai,1937.32,02:09,02:53,05:02,6E261C,52807,firstClass,620.16,Air India,24/10/2019,Chennai,Imphal,1937.32,02:09,01:47,03:56,AI951E
53554,517,firstClass,1545.78,SpiceJet,29/04/2021,Kullu-Manali,Vijayawada,1744.96,01:56,01:22,03:18,SG8784,53573,firstClass,1262.23,GoAir,09/09/2021,Vijayawada,Kullu-Manali,1744.96,01:56,13:05,15:01,G81996
53573,517,firstClass,1262.23,GoAir,09/09/2021,Vijayawada,Kullu-Manali,1744.96,01:56,13:05,15:01,G81996,53554,firstClass,1545.78,SpiceJet,29/04/2021,Kullu-Manali,Vijayawada,1744.96,01:56,01:22,03:18,SG8784
53685,519,firstClass,1446.34,Air India,10/10/2019,Gwalior,Guwahati,1353.44,01:30,05:38,07:08,AI906B,53719,firstClass,1341.21,SpiceJet,06/04/2020,Guwahati,Gwalior,1353.44,01:30,19:50,21:20,SG5077
53719,519,firstClass,1341.21,SpiceJet,06/04/2020,Guwahati,Gwalior,1353.44,01:30,19:50,21:20,SG5077,53685,firstClass,1446.34,Air India,10/10/2019,Gwalior,Guwahati,1353.44,01:30,05:38,07:08,AI906B
53728,519,premium,1363.27,Air India,08/06/2020,Raigarh,Delhi NCR,984.05,01:05,15:22,16:27,AI109B,53745,premium,1363.27,IndiGo,12/03/2020,Delhi NCR,Raigarh,984.05,01:05,19:56,21:01,6E926E
53745,519,premium,1363.27,IndiGo,12/03/2020,Delhi NCR,Raigarh,984.05,01:05,19:56,21:01,6E926E,53728,premium,1363.27,Air India,08/06/2020,Raigarh,Delhi NCR,984.05,01:05,15:22,16:27,AI109B
54330,529,economic,886.9,Air India,12/05/2019,Varanasi,Shimla,861.09,00:57,15:18,16:15,AI995D,54345,economic,946.55,Akasa Air,19/03/2020,Shimla,Varanasi,861.09,00:57,02:12,03:09,QP1217
54345,529,economic,946.55,Akasa Air,19/03/2020,Shimla,Varanasi,861.09,00:57,02:12,03:09,QP1217,54330,economic,886.9,Air India,12/05/2019,Varanasi,Shimla,861.09,00:57,15:18,16:15,AI995D
55753,544,firstClass,749.85,AirAsia India,12/12/2019,Bhubaneswar,Surat,1355.8,01:30,02:50,04:20,I55116,55802,premium,691.99,SpiceJet,19/11/2020,Surat,Bhubaneswar,1355.8,01:30,09:11,10:41,SG5774
55802,544,premium,691.99,SpiceJet,19/11/2020,Surat,Bhubaneswar,1355.8,01:30,09:11,10:41,SG5774,55753,firstClass,749.85,AirAsia India,12/12/2019,Bhubaneswar,Surat,1355.8,01:30,02:50,04:20,I55116
56189,546,economic,877.56,SpiceJet,10/01/2020,Kota,Navi Mumbai,2348.65,02:36,10:07,12:43,SG1648,56217,premium,652.47,IndiGo,15/04/2021,Navi Mumbai,Kota,2348.65,02:36,21:13,23:49,6E942
56217,546,premium,652.47,IndiGo,15/04/2021,Navi Mumbai,Kota,2348.65,02:36,21:13,23:49,6E942,56189,economic,877.56,SpiceJet,10/01/2020,Kota,Navi Mumbai,2348.65,02:36,10:07,12:43,SG1648
57216,557,premium,1030.13,Akasa Air,15/04/2021,Bilaspur,Mopa,8261.64,09:10,17:33,02:43,QP1337,57278,economic,381.83,SpiceJet,23/06/2022,Mopa,Bilaspur,8261.64,09:10,20:44,05:54,SG5164
57278,557,economic,381.83,SpiceJet,23/06/2022,Mopa,Bilaspur,8261.64,09:10,20:44,05:54,SG5164,57216,premium,1030.13,Akasa Air,15/04/2021,Bilaspur,Mopa,8261.64,09:10,17:33,02:43,QP1337
57722,562,premium,691.99,Akasa Air,16/07/2020,Puri,Raipur,464.75,00:30,04:08,04:38,QP1717C,57733,economic,411.05,SpiceJet,10/01/2020,Raipur,Puri,464.75,00:30,03:15,03:45,SG7916
57733,562,economic,411.05,SpiceJet,10/01/2020,Raipur,Puri,464.75,00:30,03:15,03:45,SG7916,57722,premium,691.99,Akasa Air,16/07/2020,Puri,Raipur,464.75,00:30,04:08,04:38,QP1717C
58398,570,premium,1328.88,SpiceJet,06/04/2020,Thiruvananthapuram,Ranchi,1876.95,02:05,14:46,16:51,SG3944,58440,premium,1215.45,Air India,25/03/2021,Ranchi,Thiruvananthapuram,1876.95,02:05,15:10,17:15,AI724
58440,570,premium,1215.45,Air India,25/03/2021,Ranchi,Thiruvananthapuram,1876.95,02:05,15:10,17:15,AI724,58398,premium,1328.88,SpiceJet,06/04/2020,Thiruvananthapuram,Ranchi,1876.95,02:05,14:46,16:51,SG3944
58907,573,economic,764.53,SpiceJet,31/12/2020,Varanasi,Thiruvananthapuram,1978.55,02:11,14:38,16:49,SG5574,58938,firstClass,1262.23,GoAir,08/05/2021,Thiruvananthapuram,Varanasi,1978.55,02:11,11:05,13:16,G81920B
58938,573,firstClass,1262.23,GoAir,08/05/2021,Thiruvananthapuram,Varanasi,1978.55,02:11,11:05,13:16,G81920B,58907,economic,764.53,SpiceJet,31/12/2020,Varanasi,Thiruvananthapuram,1978.55,02:11,14:38,16:49,SG5574
60725,587,premium,826.72,IndiGo,19/12/2019,Diu,Puri,1551.16,01:43,06:33,08:16,6E767B,60888,firstClass,1473.41,GoAir,02/02/2023,Puri,Diu,1551.16,01:43,03:55,05:38,G81991
60888,587,firstClass,1473.41,GoAir,02/02/2023,Puri,Diu,1551.16,01:43,03:55,05:38,G81991,60725,premium,826.72,IndiGo,19/12/2019,Diu,Puri,1551.16,01:43,06:33,08:16,6E767B
61260,599,firstClass,644.16,Akasa Air,16/04/2020,Mysuru,Ahmedabad,1267.51,01:24,11:04,12:28,QP1620B,61340,firstClass,1244.73,Air India,28/10/2021,Ahmedabad,Mysuru,1267.51,01:24,03:03,04:27,AI780
61340,599,firstClass,1244.73,Air India,28/10/2021,Ahmedabad,Mysuru,1267.51,01:24,03:03,04:27,AI780,61260,firstClass,644.16,Akasa Air,16/04/2020,Mysuru,Ahmedabad,1267.51,01:24,11:04,12:28,QP1620B
61862,604,firstClass,1446.34,IndiGo,10/10/2019,Nashik,Gwalior,825.13,00:55,17:49,18:44,6E747,61877,firstClass,1609.81,AirAsia India,23/01/2020,Gwalior,Nashik,825.13,00:55,09:19,10:14,I51775
61877,604,firstClass,1609.81,AirAsia India,23/01/2020,Gwalior,Nashik,825.13,00:55,09:19,10:14,I51775,61862,firstClass,1446.34,IndiGo,10/10/2019,Nashik,Gwalior,825.13,00:55,17:49,18:44,6E747
62002,605,firstClass,870.91,SpiceJet,01/07/2021,Pune,Mumbai,119.45,00:07,10:28,10:35,SG3140,62072,premium,991.22,Akasa Air,05/12/2022,Mumbai,Pune,119.45,00:07,09:02,09:09,QP1889B
62072,605,premium,991.22,Akasa Air,05/12/2022,Mumbai,Pune,119.45,00:07,09:02,09:09,QP1889B,62002,firstClass,870.91,SpiceJet,01/07/2021,Pune,Mumbai,119.45,00:07,10:28,10:35,SG3140
62648,611,economic,411.05,Akasa Air,28/01/2021,Srinagar,Bengaluru,2364.58,02:37,19:42,22:19,QP1810F,62655,firstClass,1446.34,IndiGo,18/03/2021,Bengaluru,Srinagar,2364.58,02:37,12:25,15:02,6E731C
62655,611,firstClass,1446.34,IndiGo,18/03/2021,Bengaluru,Srinagar,2364.58,02:37,12:25,15:02,6E731C,62648,economic,411.05,Akasa Air,28/01/2021,Srinagar,Bengaluru,2364.58,02:37,19:42,22:19,QP1810F
63038,614,economic,877.56,Akasa Air,01/02/2020,Gangtok,Dhubri,199.37,00:13,22:09,22:22,QP1991B,63044,premium,959.91,IndiGo,13/02/2020,Dhubri,Gangtok,199.37,00:13,15:49,16:02,6E838D
63044,614,premium,959.91,IndiGo,13/02/2020,Dhubri,Gangtok,199.37,00:13,15:49,16:02,6E838D,63038,economic,877.56,Akasa Air,01/02/2020,Gangtok,Dhubri,199.37,00:13,22:09,22:22,QP1991B
63349,616,economic,381.83,Akasa Air,24/03/2022,Bilaspur,Surat,968.69,01:04,01:14,02:18,QP1763,63370,firstClass,1185.95,SpiceJet,18/08/2022,Surat,Bilaspur,968.69,01:04,22:55,23:59,SG6113
63370,616,firstClass,1185.95,SpiceJet,18/08/2022,Surat,Bilaspur,968.69,01:04,22:55,23:59,SG6113,63349,economic,381.83,Akasa Air,24/03/2022,Bilaspur,Surat,968.69,01:04,01:14,02:18,QP1763
63809,621,firstClass,1473.41,AirAsia India,19/12/2019,Chennai,Imphal,1937.32,02:09,12:07,14:16,I58583,63850,firstClass,1149.38,IndiGo,10/01/2020,Imphal,Chennai,1937.32,02:09,03:35,05:44,6E261C
63850,621,firstClass,1149.38,IndiGo,10/01/2020,Imphal,Chennai,1937.32,02:09,03:35,05:44,6E261C,63809,firstClass,1473.41,AirAsia India,19/12/2019,Chennai,Imphal,1937.32,02:09,12:07,14:16,I58583
63929,622,premium,691.99,SpiceJet,07/02/2020,Imphal,Ranchi,891.45,00:59,01:52,02:51,SG7439,63993,economic,972.12,Air India,23/09/2021,Ranchi,Imphal,891.45,00:59,15:48,16:47,AI286B
63993,622,economic,972.12,Air India,23/09/2021,Ranchi,Imphal,891.45,00:59,15:48,16:47,AI286B,63929,premium,691.99,SpiceJet,07/02/2020,Imphal,Ranchi,891.45,00:59,01:52,02:51,SG7439
64460,627,firstClass,1310.32,GoAir,13/08/2020,Kolkata,Shimla,1459.94,01:37,22:17,23:54,G81034D,64473,premium,1030.13,SpiceJet,11/12/2020,Shimla,Kolkata,1459.94,01:37,06:18,07:55,SG8236
64473,627,premium,1030.13,SpiceJet,11/12/2020,Shimla,Kolkata,1459.94,01:37,06:18,07:55,SG8236,64460,firstClass,1310.32,GoAir,13/08/2020,Kolkata,Shimla,1459.94,01:37,22:17,23:54,G81034D
65993,641,firstClass,1754.17,Akasa Air,13/08/2020,Surat,Hyderabad,726.71,00:48,15:24,16:12,QP1333B,66020,firstClass,1473.41,AirAsia India,18/02/2021,Hyderabad,Surat,726.71,00:48,17:28,18:16,I53049
66020,641,firstClass,1473.41,AirAsia India,18/02/2021,Hyderabad,Surat,726.71,00:48,17:28,18:16,I53049,65993,firstClass,1754.17,Akasa Air,13/08/2020,Surat,Hyderabad,726.71,00:48,15:24,16:12,QP1333B
66027,641,firstClass,778.01,Akasa Air,04/08/2021,Surat,Nashik,166.63,00:11,15:57,16:08,QP1222,66046,economic,764.53,Akasa Air,19/08/2021,Nashik,Surat,166.63,00:11,05:34,05:45,QP1249B
66044,641,economic,381.83,Akasa Air,08/05/2021,Navi Mumbai,Dabolim,415.65,00:27,11:37,12:04,QP1239C,66048,economic,467.6,Air India,09/02/2021,Dabolim,Navi Mumbai,415.65,00:27,01:11,01:38,AI459
66046,641,economic,764.53,Akasa Air,19/08/2021,Nashik,Surat,166.63,00:11,05:34,05:45,QP1249B,66027,firstClass,778.01,Akasa Air,04/08/2021,Surat,Nashik,166.63,00:11,15:57,16:08,QP1222
66048,641,economic,467.6,Air India,09/02/2021,Dabolim,Navi Mumbai,415.65,00:27,01:11,01:38,AI459,66044,economic,381.83,Akasa Air,08/05/2021,Navi Mumbai,Dabolim,415.65,00:27,11:37,12:04,QP1239C
66154,642,premium,991.22,SpiceJet,27/02/2020,Raigarh,Dehradun,1078.78,01:11,03:26,04:37,SG4304C,66160,premium,1328.88,Akasa Air,04/09/2020,Dehradun,Raigarh,1078.78,01:11,12:56,14:07,QP1114B
66160,642,premium,1328.88,Akasa Air,04/09/2020,Dehradun,Raigarh,1078.78,01:11,12:56,14:07,QP1114B,66154,premium,991.22,SpiceJet,27/02/2020,Raigarh,Dehradun,1078.78,01:11,03:26,04:37,SG4304C
66559,646,premium,661.32,IndiGo,02/06/2020,Varanasi,Vijayawada,1009.76,01:07,10:34,11:41,6E863C,66572,premium,661.32,IndiGo,05/07/2020,Vijayawada,Varanasi,1009.76,01:07,17:05,18:12,6E266
66565,646,economic,621.36,IndiGo,19/03/2020,Shillong,Mysuru,2175.1,02:25,21:43,00:08,6E820G,66706,economic,946.55,Akasa Air,12/01/2022,Mysuru,Shillong,2175.1,02:25,19:48,22:13,QP1503B
66572,646,premium,661.32,IndiGo,05/07/2020,Vijayawada,Varanasi,1009.76,01:07,17:05,18:12,6E266,66559,premium,661.32,IndiGo,02/06/2020,Varanasi,Vijayawada,1009.76,01:07,10:34,11:41,6E863C
66706,646,economic,946.55,Akasa Air,12/01/2022,Mysuru,Shillong,2175.1,02:25,19:48,22:13,QP1503B,66565,economic,621.36,IndiGo,19/03/2020,Shillong,Mysuru,2175.1,02:25,21:43,00:08,6E820G
67168,651,economic,625.5,Akasa Air,30/12/2021,Varanasi,Puri,678.21,00:45,05:30,06:15,QP1485D,67187,firstClass,1684.14,Air India,05/12/2022,Puri,Varanasi,678.21,00:45,21:57,22:42,AI770C
67187,651,firstClass,1684.14,Air India,05/12/2022,Puri,Varanasi,678.21,00:45,21:57,22:42,AI770C,67168,economic,625.5,Akasa Air,30/12/2021,Varanasi,Puri,678.21,00:45,05:30,06:15,QP1485D
67588,655,premium,748.52,Air India,14/05/2020,Visakhapatnam,Hyderabad,504.2,00:33,01:53,02:26,AI479,67666,firstClass,946.36,Air India,11/11/2021,Hyderabad,Visakhapatnam,504.2,00:33,19:02,19:35,AI587C
67666,655,firstClass,946.36,Air India,11/11/2021,Hyderabad,Visakhapatnam,504.2,00:33,19:02,19:35,AI587C,67588,premium,748.52,Air India,14/05/2020,Visakhapatnam,Hyderabad,504.2,00:33,01:53,02:26,AI479
67929,659,firstClass,1714.75,GoAir,27/02/2020,Bhubaneswar,Ludhiana,1547.91,01:43,09:51,11:34,G81126B,67940,premium,1288.79,IndiGo,14/05/2020,Ludhiana,Bhubaneswar,1547.91,01:43,23:32,01:15,6E500B
67940,659,premium,1288.79,IndiGo,14/05/2020,Ludhiana,Bhubaneswar,1547.91,01:43,23:32,01:15,6E500B,67929,firstClass,1714.75,GoAir,27/02/2020,Bhubaneswar,Ludhiana,1547.91,01:43,09:51,11:34,G81126B
68586,664,firstClass,943.18,AirAsia India,06/10/2021,Prayagraj,Ranchi,421.65,00:28,21:32,22:00,I55651,68636,firstClass,1533.42,IndiGo,26/05/2022,Ranchi,Prayagraj,421.65,00:28,22:48,23:16,6E376
68636,664,firstClass,1533.42,IndiGo,26/05/2022,Ranchi,Prayagraj,421.65,00:28,22:48,23:16,6E376,68586,firstClass,943.18,AirAsia India,06/10/2021,Prayagraj,Ranchi,421.65,00:28,21:32,22:00,I55651
69172,669,premium,1288.79,IndiGo,09/02/2021,Kolkata,Nashik,1535.86,01:42,00:50,02:32,6E974B,69176,firstClass,1092.94,IndiGo,30/09/2021,Nashik,Kolkata,1535.86,01:42,22:14,23:56,6E978D
69176,669,firstClass,1092.94,IndiGo,30/09/2021,Nashik,Kolkata,1535.86,01:42,22:14,23:56,6E978D,69172,premium,1288.79,IndiGo,09/02/2021,Kolkata,Nashik,1535.86,01:42,00:50,02:32,6E974B
69226,671,firstClass,577.71,GoAir,01/02/2020,Delhi NCR,Mopa,7745.91,08:36,01:38,10:14,G81771D,69293,firstClass,1684.05,IndiGo,15/04/2021,Mopa,Delhi NCR,7745.91,08:36,20:00,04:36,6E769C
69293,671,firstClass,1684.05,IndiGo,15/04/2021,Mopa,Delhi NCR,7745.91,08:36,20:00,04:36,6E769C,69226,firstClass,577.71,GoAir,01/02/2020,Delhi NCR,Mopa,7745.91,08:36,01:38,10:14,G81771D
69444,673,firstClass,959.29,Akasa Air,24/09/2020,Guwahati,Vadodara,1926.61,02:08,21:46,23:54,QP1813B,69465,economic,406.36,SpiceJet,18/02/2021,Vadodara,Guwahati,1926.61,02:08,14:00,16:08,SG3187
69465,673,economic,406.36,SpiceJet,18/02/2021,Vadodara,Guwahati,1926.61,02:08,14:00,16:08,SG3187,69444,firstClass,959.29,Akasa Air,24/09/2020,Guwahati,Vadodara,1926.61,02:08,21:46,23:54,QP1813B
69528,674,premium,1100.85,SpiceJet,19/12/2019,Raigarh,Visakhapatnam,469.41,00:31,16:45,17:16,SG1095,69573,economic,697.51,Air India,29/10/2020,Visakhapatnam,Raigarh,469.41,00:31,04:05,04:36,AI570
69573,674,economic,697.51,Air India,29/10/2020,Visakhapatnam,Raigarh,469.41,00:31,04:05,04:36,AI570,69528,premium,1100.85,SpiceJet,19/12/2019,Raigarh,Visakhapatnam,469.41,00:31,16:45,17:16,SG1095
71736,696,economic,625.5,SpiceJet,09/03/2020,Kota,Mopa,5169.94,05:44,03:07,08:51,SG6174B,71755,economic,335.16,Air India,14/01/2021,Mopa,Kota,5169.94,05:44,06:08,11:52,AI283
71755,696,economic,335.16,Air India,14/01/2021,Mopa,Kota,5169.94,05:44,06:08,11:52,AI283,71736,economic,625.5,SpiceJet,09/03/2020,Kota,Mopa,5169.94,05:44,03:07,08:51,SG6174B
72352,703,firstClass,1666.23,AirAsia India,23/01/2020,Dehradun,Kota,2679.24,02:58,19:09,22:07,I59286,72368,firstClass,1088.87,AirAsia India,14/05/2020,Kota,Dehradun,2679.24,02:58,01:55,04:53,I54766
72354,703,economic,530.03,Akasa Air,02/06/2020,Mopa,Varanasi,8334.57,09:15,15:08,00:23,QP1106,72382,premium,1100.85,Akasa Air,20/08/2020,Varanasi,Mopa,8334.57,09:15,22:13,07:28,QP1497B
72368,703,firstClass,1088.87,AirAsia India,14/05/2020,Kota,Dehradun,2679.24,02:58,01:55,04:53,I54766,72352,firstClass,1666.23,AirAsia India,23/01/2020,Dehradun,Kota,2679.24,02:58,19:09,22:07,I59286
72382,703,premium,1100.85,Akasa Air,20/08/2020,Varanasi,Mopa,8334.57,09:15,22:13,07:28,QP1497B,72354,economic,530.03,Akasa Air,02/06/2020,Mopa,Varanasi,8334.57,09:15,15:08,00:23,QP1106
73100,710,economic,472.72,IndiGo,12/10/2020,Prayagraj,Mumbai,1162.22,01:17,19:00,20:17,6E268E,73166,economic,429.77,Air India,17/03/2022,Mumbai,Prayagraj,1162.22,01:17,12:04,13:21,AI595C
73166,710,economic,429.77,Air India,17/03/2022,Mumbai,Prayagraj,1162.22,01:17,12:04,13:21,AI595C,73100,economic,472.72,IndiGo,12/10/2020,Prayagraj,Mumbai,1162.22,01:17,19:00,20:17,6E268E
73177,710,premium,579.62,Akasa Air,06/02/2022,Surat,Mysuru,1069.12,01:11,09:49,11:00,QP1682,73188,firstClass,959.29,Akasa Air,18/08/2022,Mysuru,Surat,1069.12,01:11,04:47,05:58,QP1492D
73188,710,firstClass,959.29,Akasa Air,18/08/2022,Mysuru,Surat,1069.12,01:11,04:47,05:58,QP1492D,73177,premium,579.62,Akasa Air,06/02/2022,Surat,Mysuru,1069.12,01:11,09:49,11:00,QP1682
73460,713,firstClass,1540.6,GoAir,19/12/2019,Kullu-Manali,Srinagar,329.11,00:21,00:53,01:14,G81011C,73481,economic,712.64,SpiceJet,14/05/2020,Srinagar,Kullu-Manali,329.11,00:21,11:21,11:42,SG3853
73481,713,economic,712.64,SpiceJet,14/05/2020,Srinagar,Kullu-Manali,329.11,00:21,11:21,11:42,SG3853,73460,firstClass,1540.6,GoAir,19/12/2019,Kullu-Manali,Srinagar,329.11,00:21,00:53,01:14,G81011C
73679,714,firstClass,668.19,GoAir,08/04/2022,Raipur,Ranchi,445.04,00:29,15:47,16:16,G81918,73683,economic,623.33,IndiGo,09/01/2022,Ranchi,Raipur,445.04,00:29,01:33,02:02,6E602B
73683,714,economic,623.33,IndiGo,09/01/2022,Ranchi,Raipur,445.04,00:29,01:33,02:02,6E602B,73679,firstClass,668.19,GoAir,08/04/2022,Raipur,Ranchi,445.04,00:29,15:47,16:16,G81918
73972,717,firstClass,1192.62,AirAsia India,17/10/2019,Jamshedpur,Raigarh,303.95,00:20,10:44,11:04,I51666,74021,economic,717.04,IndiGo,24/09/2020,Raigarh,Jamshedpur,303.95,00:20,17:26,17:46,6E640
74021,717,economic,717.04,IndiGo,24/09/2020,Raigarh,Jamshedpur,303.95,00:20,17:26,17:46,6E640,73972,firstClass,1192.62,AirAsia India,17/10/2019,Jamshedpur,Raigarh,303.95,00:20,10:44,11:04,I51666
75210,731,premium,719.91,Air India,03/05/2020,Nashik,Kullu-Manali,1362.82,01:30,13:10,14:40,AI732,75286,firstClass,549.96,Akasa Air,19/08/2021,Kullu-Manali,Nashik,1362.82,01:30,23:42,01:12,QP1946B
75286,731,firstClass,549.96,Akasa Air,19/08/2021,Kullu-Manali,Nashik,1362.82,01:30,23:42,01:12,QP1946B,75210,premium,719.91,Air India,03/05/2020,Nashik,Kullu-Manali,1362.82,01:30,13:10,14:40,AI732
75623,737,premium,563.23,Air India,10/10/2019,Coimbatore,Puri,1362.16,01:30,20:17,21:47,AI341B,75625,firstClass,744.11,Air India,24/10/2019,Puri,Coimbatore,1362.16,01:30,20:20,21:50,AI701D
75625,737,firstClass,744.11,Air India,24/10/2019,Puri,Coimbatore,1362.16,01:30,20:20,21:50,AI701D,75623,premium,563.23,Air India,10/10/2019,Coimbatore,Puri,1362.16,01:30,20:17,21:47,AI341B
75645,737,premium,863.8,Air India,03/12/2020,Puducherry,Puri,1084.01,01:12,22:19,23:31,AI828C,75750,premium,1021.53,IndiGo,17/03/2022,Puri,Puducherry,1084.01,01:12,09:34,10:46,6E666D
75681,737,economic,602.49,Akasa Air,19/11/2020,Jaipur,Mumbai,921.69,01:01,10:02,11:03,QP1101B,75724,firstClass,898.04,GoAir,16/09/2021,Mumbai,Jaipur,921.69,01:01,20:17,21:18,G81752
75724,737,firstClass,898.04,GoAir,16/09/2021,Mumbai,Jaipur,921.69,01:01,20:17,21:18,G81752,75681,economic,602.49,Akasa Air,19/11/2020,Jaipur,Mumbai,921.69,01:01,10:02,11:03,QP1101B
75750,737,premium,1021.53,IndiGo,17/03/2022,Puri,Puducherry,1084.01,01:12,09:34,10:46,6E666D,75645,premium,863.8,Air India,03/12/2020,Puducherry,Puri,1084.01,01:12,22:19,23:31,AI828C
77105,749,firstClass,1124.11,IndiGo,01/02/2020,Bilaspur,Ranchi,352.67,00:23,19:57,20:20,6E367B,77120,firstClass,1300.53,Air India,16/04/2020,Ranchi,Bilaspur,352.67,00:23,06:27,06:50,AI706C
77120,749,firstClass,1300.53,Air India,16/04/2020,Ranchi,Bilaspur,352.67,00:23,06:27,06:50,AI706C,77105,firstClass,1124.11,IndiGo,01/02/2020,Bilaspur,Ranchi,352.67,00:23,19:57,20:20,6E367B
78027,757,firstClass,1684.05,IndiGo,31/03/2022,Ayodhya,Visakhapatnam,1019.15,01:07,09:26,10:33,6E700E,78031,firstClass,1540.6,GoAir,28/04/2022,Visakhapatnam,Ayodhya,1019.15,01:07,18:41,19:48,G81738
78031,757,firstClass,1540.6,GoAir,28/04/2022,Visakhapatnam,Ayodhya,1019.15,01:07,18:41,19:48,G81738,78027,firstClass,1684.05,IndiGo,31/03/2022,Ayodhya,Visakhapatnam,1019.15,01:07,09:26,10:33,6E700E
78876,766,firstClass,1300.53,Air India,03/12/2020,Bhubaneswar,Hyderabad,840.09,00:56,23:48,00:44,AI700,78939,economic,602.49,SpiceJet,27/05/2021,Hyderabad,Bhubaneswar,840.09,00:56,15:29,16:25,SG2523
78939,766,economic,602.49,SpiceJet,27/05/2021,Hyderabad,Bhubaneswar,840.09,00:56,15:29,16:25,SG2523,78876,firstClass,1300.53,Air India,03/12/2020,Bhubaneswar,Hyderabad,840.09,00:56,23:48,00:44,AI700
79967,779,premium,879.87,SpiceJet,24/10/2019,Udaipur,Ranchi,1185.97,01:19,10:30,11:49,SG1788B,80107,economic,743.6,Akasa Air,30/06/2022,Ranchi,Udaipur,1185.97,01:19,20:14,21:33,QP1144
80107,779,economic,743.6,Akasa Air,30/06/2022,Ranchi,Udaipur,1185.97,01:19,20:14,21:33,QP1144,79967,premium,879.87,SpiceJet,24/10/2019,Udaipur,Ranchi,1185.97,01:19,10:30,11:49,SG1788B
80402,782,premium,898.46,Air India,29/10/2020,Bengaluru,Hyderabad,499.26,00:33,07:44,08:17,AI289,80418,firstClass,953.32,Air India,18/02/2021,Hyderabad,Bengaluru,499.26,00:33,13:18,13:51,AI636B
