User_ID,travelCode,Check-in,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,Car_total_distance,fuelPolicy,Car_bookingStatus,total_rent_price
577,59521,09/03/2020,Lake Timothyside,Danaport,Luxury,Sixt,4,257,Partial,Pending,6567
577,59541,01/21/2021,Dayside,New Heatherton,Hatchback,Budget,2,322,Partial,Cancelled,2901
578,59558,11/21/2019,Robertsfurt,Lake Eric,SUV,Sixt,4,273,Partial,Confirmed,4080
578,59564,01/02/2020,Durhamberg,North Lisaton,Hatchback,Sixt,2,458,Prepaid,Cancelled,3993
578,59704,09/08/2022,Hoganshire,Murrayview,SUV,Sixt,4,190,Partial,Confirmed,3062
580,59731,12/12/2019,Lopezmouth,New Lisa,Hatchback,Avis,2,405,Full-to-Full,Confirmed,3565
580,59745,03/19/2020,Andersonview,East Daniellehaven,Sedan,Hertz,3,139,Prepaid,Cancelled,1930
580,59756,06/04/2020,Port Paulton,Daltonview,SUV,Avis,1,449,Partial,Pending,5902
580,59820,08/26/2021,Port Melissa,Sandersmouth,Sedan,Sixt,3,336,Prepaid,Pending,3913
581,59895,11/21/2019,South Jennifer,East Alyssaland,Luxury,Enterprise,1,222,Partial,Pending,5416
581,59941,10/08/2020,Taylorshire,Lisaport,Hatchback,Hertz,5,71,Partial,Confirmed,1050
581,59995,10/21/2021,Valdezshire,North Carmen,SUV,Sixt,2,382,Partial,Cancelled,5189
582,60003,10/31/2019,Warrenhaven,Suzannemouth,SUV,Budget,4,499,Partial,Confirmed,6773
582,60033,05/28/2020,East Erictown,East Deborah,Luxury,Hertz,5,251,Prepaid,Cancelled,6600
582,60076,03/25/2021,Jamestown,Phillipston,SUV,Hertz,3,500,Full-to-Full,Confirmed,6692
583,60185,05/21/2020,East Michelleland,Watsonshire,SUV,Avis,2,183,Full-to-Full,Confirmed,2786
583,60235,05/06/2021,East Courtneyfort,Randolphport,Hatchback,Sixt,1,295,Full-to-Full,Cancelled,2640
583,60289,05/19/2022,Port Danielchester,Mullenview,SUV,Avis,3,401,Full-to-Full,Cancelled,5505
584,60337,01/09/2020,Veronicaborough,Ritaland,Hatchback,Hertz,4,203,Full-to-Full,Confirmed,2039
584,60339,01/23/2020,Taylorstad,East John,Luxury,Budget,4,183,Prepaid,Pending,5087
584,60354,05/07/2020,Rachelland,Bradleyside,Sedan,Sixt,2,56,Prepaid,Confirmed,1045
584,60360,06/18/2020,West Gloriachester,New Jennifer,Sedan,Hertz,4,442,Partial,Cancelled,5015
584,60361,06/25/2020,Sabrinahaven,Port Jameshaven,Luxury,Avis,5,286,Partial,Cancelled,7306
584,60362,07/02/2020,Nancyside,Edwardton,Hatchback,Hertz,5,78,Full-to-Full,Pending,1103
584,60398,03/11/2021,Port Diana,Port Robertland,Hatchback,Hertz,3,432,Prepaid,Cancelled,3819
584,60485,11/10/2022,Stevenhaven,East Kim,Luxury,Hertz,4,84,Prepaid,Confirmed,3116
584,60490,12/15/2022,Jacksonville,Collinfort,Luxury,Sixt,2,290,Partial,Cancelled,6929
585,60558,09/10/2020,Port Lisatown,South Christybury,SUV,Avis,1,102,Prepaid,Confirmed,1761
586,60615,07/02/2020,Moniquebury,Mullinsbury,Luxury,Avis,1,233,Partial,Confirmed,5639
586,60710,04/28/2022,Lake Charlestown,Lake Ricardo,Sedan,Enterprise,5,85,Partial,Confirmed,1522
587,60775,12/03/2020,North Richard,Alexandramouth,Luxury,Budget,2,365,Full-to-Full,Cancelled,8437
587,60888,02/02/2023,Tracyhaven,Bensonville,SUV,Sixt,5,105,Partial,Pending,2151
589,60949,07/30/2020,Evansmouth,South Luisfurt,Sedan,Budget,5,438,Prepaid,Cancelled,5074
591,60976,01/23/2020,New Robertburgh,Lake Christopherhaven,Luxury,Budget,5,411,Full-to-Full,Confirmed,9798
593,61036,12/05/2019,Robinsontown,Chavezside,Sedan,Hertz,1,348,Prepaid,Cancelled,3871
594,61093,05/07/2020,Lauraberg,South James,Sedan,Sixt,5,434,Prepaid,Cancelled,5026
596,61114,10/17/2019,Lake Alisha,North Isaiahmouth,SUV,Avis,2,183,Partial,Pending,2805
596,61147,06/04/2020,Port Katherinetown,New Nancyfurt,Hatchback,Avis,5,358,Full-to-Full,Confirmed,3330
597,61184,10/03/2019,Morrisville,Greerview,Hatchback,Enterprise,1,304,Partial,Confirmed,2694
597,61187,10/24/2019,West Lisa,New Alejandromouth,SUV,Avis,4,141,Full-to-Full,Cancelled,2490
598,61210,11/14/2019,North Shari,South Andreaton,SUV,Avis,5,382,Prepaid,Pending,5470
599,61247,01/16/2020,Bryantmouth,Angelaview,Hatchback,Hertz,1,382,Prepaid,Pending,3340
599,61273,07/16/2020,North Joseph,Hudsonborough,Luxury,Sixt,4,404,Prepaid,Pending,9520
599,61349,12/30/2021,Port Tinatown,Samanthashire,Sedan,Budget,2,293,Prepaid,Confirmed,3419
600,61449,05/21/2020,Williamsbury,Kennethhaven,Hatchback,Budget,2,117,Partial,Cancelled,1270
600,61452,06/11/2020,Richardfort,Hodgesmouth,Sedan,Enterprise,3,314,Partial,Pending,3681
601,61508,07/16/2020,Hudsonburgh,West Melissaside,Hatchback,Budget,3,59,Full-to-Full,Confirmed,851
601,61512,08/13/2020,Englishview,Lake Haroldville,Sedan,Budget,4,234,Full-to-Full,Confirmed,2948
601,61536,01/28/2021,Lake James,West Jose,SUV,Avis,4,145,Partial,Confirmed,2538
601,61541,03/04/2021,South Barbarastad,Paulahaven,Hatchback,Avis,2,320,Full-to-Full,Cancelled,2887
601,61564,08/12/2021,Bryantown,Kathrynbury,Sedan,Enterprise,3,307,Full-to-Full,Confirmed,3599
601,61586,01/13/2022,West Staceychester,Kennethside,Luxury,Enterprise,3,416,Full-to-Full,Confirmed,9604
601,61659,06/08/2023,Garrettton,Ramosport,Hatchback,Sixt,2,145,Partial,Confirmed,1505
603,61761,01/28/2021,Nicholasland,Lake Susanborough,SUV,Enterprise,2,308,Prepaid,Pending,4321
603,61768,03/18/2021,Ballmouth,Harveyhaven,Hatchback,Hertz,2,154,Full-to-Full,Pending,1550
603,61772,04/15/2021,Port Crystal,East Josephfurt,Hatchback,Avis,4,77,Partial,Pending,1053
603,61782,06/24/2021,Jeffreyshire,Nelsonhaven,Luxury,Enterprise,5,472,Prepaid,Cancelled,11040
603,61815,02/10/2022,Malikchester,West Samantha,Hatchback,Budget,3,358,Full-to-Full,Pending,3241
603,61830,05/26/2022,Lake Jorgefurt,Jonesfurt,Sedan,Hertz,1,146,Full-to-Full,Cancelled,1869
604,61900,07/02/2020,Obrienborough,North Alexisburgh,Hatchback,Hertz,2,281,Prepaid,Confirmed,2577
604,61909,09/03/2020,Port Cindymouth,Jenniferhaven,SUV,Sixt,5,76,Prepaid,Pending,1779
604,61927,01/07/2021,Jessechester,Anthonyborough,Hatchback,Hertz,3,481,Prepaid,Pending,4238
605,61974,06/25/2020,East Mitchellchester,West Benjaminview,Sedan,Sixt,3,304,Prepaid,Confirmed,3586
605,62030,07/22/2021,Kylefort,Lake Jessica,Luxury,Enterprise,5,432,Partial,Pending,10237
606,62102,03/19/2020,Stanleytown,New Aaronbury,Hatchback,Enterprise,4,242,Partial,Confirmed,2374
606,62106,04/16/2020,Port Kennethstad,Jonesview,Sedan,Sixt,2,130,Prepaid,Pending,1782
606,62109,05/07/2020,Gonzalesburgh,Juliemouth,Luxury,Budget,3,326,Partial,Confirmed,7801
606,62120,07/23/2020,Lanechester,Poolechester,SUV,Enterprise,4,239,Full-to-Full,Cancelled,3668
606,62164,05/27/2021,West Amanda,West Laurenstad,Hatchback,Budget,1,289,Partial,Confirmed,2581
607,62206,11/28/2019,New Christopher,Adamschester,Hatchback,Budget,1,308,Full-to-Full,Confirmed,2740
607,62226,04/16/2020,East Elizabeth,Hendersonton,SUV,Sixt,5,414,Prepaid,Pending,5834
608,62416,06/11/2020,Wolfeport,North Ashleymouth,Sedan,Budget,5,122,Prepaid,Pending,1912
608,62452,02/18/2021,Ericastad,Alanland,SUV,Sixt,2,257,Partial,Pending,3713
608,62465,05/20/2021,Kramertown,West Michelleshire,SUV,Enterprise,3,415,Full-to-Full,Confirmed,5687
609,62510,12/26/2019,Bakerborough,Katherinefort,Sedan,Hertz,2,203,Partial,Cancelled,2494
609,62512,01/09/2020,New Debbie,Hollandville,SUV,Hertz,3,454,Partial,Cancelled,6136
610,62570,09/17/2020,New Elaine,Espinozachester,Sedan,Sixt,2,59,Partial,Pending,1053
611,62598,02/13/2020,Lake Meganville,South Jeffrey,SUV,Enterprise,3,156,Full-to-Full,Confirmed,2565
611,62618,07/02/2020,Jonesside,Keithchester,Hatchback,Enterprise,4,172,Partial,Confirmed,1800
611,62649,02/04/2021,East Dana,Daybury,Sedan,Avis,4,422,Partial,Cancelled,4832
611,62731,09/01/2022,West Scottmouth,New Kristinmouth,SUV,Sixt,5,254,Prepaid,Pending,3936
612,62737,10/17/2019,Lauramouth,Sandershaven,Sedan,Sixt,3,229,Prepaid,Confirmed,2845
612,62895,10/27/2022,South Ryanhaven,Jessicaland,Hatchback,Enterprise,1,60,Full-to-Full,Pending,752
613,62941,05/07/2020,South Johnbury,Jessicastad,Hatchback,Sixt,2,490,Partial,Confirmed,4238
613,62953,07/30/2020,Lake Paulaville,Bradleyview,Sedan,Budget,1,191,Partial,Cancelled,2313
613,63005,07/29/2021,Emilyhaven,West Kathryn,Luxury,Avis,2,246,Partial,Cancelled,6066
613,63012,09/16/2021,Dawntown,Ambermouth,SUV,Sixt,4,80,Full-to-Full,Confirmed,1755
614,63091,01/07/2021,Lake Ashley,East Dawn,Luxury,Avis,5,249,Prepaid,Confirmed,6575
615,63129,05/21/2020,Port Sandraside,Tiffanyville,SUV,Sixt,4,474,Full-to-Full,Pending,6473
615,63214,01/06/2022,West Tracy,Kimfurt,Sedan,Budget,2,368,Full-to-Full,Pending,4155
615,63216,01/20/2022,Younghaven,South Kevinhaven,Luxury,Hertz,1,223,Partial,Pending,5422
616,63223,10/24/2019,Andreaside,Mcdonaldborough,Hatchback,Avis,3,454,Full-to-Full,Pending,4009
616,63260,07/09/2020,Grossland,Port Mark,SUV,Budget,3,386,Full-to-Full,Cancelled,5328
616,63323,09/23/2021,Kathrynburgh,Smithstad,Sedan,Hertz,5,476,Full-to-Full,Confirmed,5452
616,63329,11/04/2021,North Jacqueline,South Thomasbury,Sedan,Enterprise,2,294,Partial,Pending,3390
616,63331,11/18/2021,South Judith,Leeberg,Sedan,Hertz,5,370,Partial,Cancelled,4396
616,63366,07/21/2022,New Robertborough,Ricardoville,SUV,Sixt,5,148,Full-to-Full,Cancelled,2644
617,63383,10/10/2019,Port Sarah,West Jodiborough,Sedan,Budget,4,57,Full-to-Full,Cancelled,1173
617,63427,08/13/2020,Marioshire,Port John,SUV,Avis,3,126,Full-to-Full,Pending,2201
617,63495,12/02/2021,North Taylorland,Lisachester,Sedan,Budget,1,234,Prepaid,Pending,2753
618,63573,11/26/2020,Zacharymouth,Brittanyhaven,SUV,Hertz,2,278,Prepaid,Confirmed,3936
618,63590,03/25/2021,West Danielmouth,East Paula,SUV,Enterprise,1,189,Partial,Pending,2782
618,63604,07/01/2021,Flowersfort,Williamtown,Luxury,Avis,3,391,Full-to-Full,Confirmed,9087
619,63640,05/07/2020,West Lynnton,New Andrea,Sedan,Hertz,3,318,Partial,Confirmed,3719
619,63696,06/03/2021,Robertstad,Margaretbury,Luxury,Avis,2,491,Full-to-Full,Cancelled,10962
619,63697,06/10/2021,Lake Christophermouth,West Deannaside,SUV,Hertz,2,170,Prepaid,Pending,2632
619,63703,07/22/2021,Leslieport,Gutierrezshire,Sedan,Enterprise,3,65,Full-to-Full,Confirmed,1205
619,63712,09/23/2021,West Charles,Larsenfort,SUV,Sixt,1,122,Prepaid,Cancelled,1998
619,63715,10/14/2021,Josephberg,Greenberg,Hatchback,Enterprise,2,343,Partial,Cancelled,3071
619,63721,11/25/2021,South William,Clarkland,SUV,Budget,2,76,Prepaid,Pending,1535
619,63724,12/16/2021,New Danny,New Kenneth,SUV,Avis,1,482,Full-to-Full,Pending,6287
620,63793,07/02/2020,Allisonstad,Morganland,Sedan,Enterprise,5,246,Full-to-Full,Pending,3135
621,63803,11/07/2019,North Saraborough,Weisston,Hatchback,Enterprise,1,325,Prepaid,Confirmed,2890
621,63866,01/21/2021,North Lisa,Kevinmouth,Sedan,Hertz,5,273,Full-to-Full,Pending,3417
621,63877,04/08/2021,New Tiffanybury,Pettybury,Sedan,Avis,5,475,Full-to-Full,Pending,5434
622,63913,03/12/2020,Wadetown,North Ashley,SUV,Budget,4,398,Partial,Cancelled,5566
622,63949,11/19/2020,South Sherry,Lauriechester,Luxury,Sixt,5,447,Full-to-Full,Cancelled,10503
622,63995,10/07/2021,Charlesside,East Tami,Luxury,Hertz,1,423,Full-to-Full,Pending,9441
623,64080,11/19/2020,Yorkstad,Beckerbury,Sedan,Budget,5,323,Prepaid,Cancelled,3921
623,64099,04/01/2021,Beckymouth,Cruzhaven,Hatchback,Enterprise,3,142,Full-to-Full,Pending,1502
623,64102,04/22/2021,West Hollyshire,Mitchellton,Hatchback,Avis,5,257,Partial,Cancelled,2531
623,64103,04/29/2021,West Dariusmouth,Lake Rachelfurt,Luxury,Avis,3,258,Full-to-Full,Confirmed,6445
623,64143,02/03/2022,Port Josephborough,Ellisville,Sedan,Sixt,5,300,Partial,Cancelled,3689
623,64147,03/03/2022,Rhodeshaven,Port Kelsey,Luxury,Budget,2,153,Prepaid,Pending,4200
625,64195,04/23/2020,Port Carolyn,Port Ashleyberg,Sedan,Hertz,5,396,Prepaid,Pending,4632
625,64204,06/25/2020,East Thomashaven,East Ashley,Luxury,Budget,3,220,Full-to-Full,Confirmed,5700
625,64212,08/20/2020,New Lindsay,South Brandonshire,Hatchback,Enterprise,3,222,Partial,Pending,2149
625,64228,12/10/2020,Caitlynbury,New Brianmouth,SUV,Enterprise,2,493,Full-to-Full,Confirmed,6513
625,64238,02/18/2021,Richburgh,New Darlene,Sedan,Enterprise,4,253,Partial,Confirmed,3159
625,64239,02/25/2021,Patelmouth,West Todd,Luxury,Budget,1,266,Partial,Pending,6310
625,64245,04/08/2021,Baileyport,Shannonfort,Hatchback,Enterprise,2,479,Full-to-Full,Pending,4167
625,64335,12/29/2022,North Amystad,West Staceymouth,SUV,Hertz,1,398,Partial,Cancelled,5316
626,64393,06/18/2020,Lake Thomas,Feliciaborough,Sedan,Hertz,4,298,Full-to-Full,Confirmed,3597
626,64413,11/05/2020,North Rhondaview,East Gregory,Luxury,Avis,3,75,Prepaid,Confirmed,2799
627,64463,09/03/2020,Port Jillton,New Dianaview,Luxury,Sixt,3,289,Partial,Cancelled,7040
627,64468,10/08/2020,East Gary,South William,Sedan,Sixt,4,258,Prepaid,Pending,3173
629,64570,04/15/2021,Williamsport,North Kristiland,Sedan,Sixt,3,399,Prepaid,Confirmed,4528
630,64581,10/24/2019,Harrisland,New Brentville,Luxury,Budget,3,86,Partial,Confirmed,3007
630,64593,01/16/2020,West Chase,New John,Luxury,Avis,5,55,Partial,Cancelled,2663
631,64768,04/01/2021,Olsonport,North Andrew,SUV,Enterprise,4,150,Full-to-Full,Confirmed,2574
631,64769,04/08/2021,Russellhaven,Tracyland,Luxury,Sixt,2,289,Prepaid,Confirmed,6910
632,64846,01/07/2021,Port Jonathanberg,Maryville,SUV,Avis,4,66,Prepaid,Cancelled,1588
632,64902,02/03/2022,North David,Jenningsland,SUV,Enterprise,4,317,Prepaid,Confirmed,4575
632,64943,11/17/2022,New Susan,Mathisburgh,SUV,Hertz,2,64,Prepaid,Cancelled,1372
633,64995,06/04/2020,Schmidtborough,Hernandezstad,Luxury,Hertz,5,64,Prepaid,Cancelled,2842
633,64997,06/18/2020,West Allison,Taylorfurt,Hatchback,Budget,1,458,Full-to-Full,Confirmed,3934
633,65018,11/12/2020,South Jenniferfort,North Whitneyborough,Luxury,Sixt,5,384,Partial,Confirmed,9276
633,65079,01/13/2022,Carpenterstad,Brianfurt,Sedan,Enterprise,5,424,Full-to-Full,Cancelled,4900
633,65114,09/15/2022,Michaelbury,Simpsonhaven,Luxury,Sixt,3,163,Prepaid,Pending,4529
633,65117,10/06/2022,Hernandezhaven,Greentown,Sedan,Enterprise,1,185,Partial,Pending,2234
634,65237,09/09/2021,New Christophermouth,South Nicholehaven,SUV,Budget,2,374,Full-to-Full,Cancelled,5088
634,65320,04/13/2023,East Dean,Port Michelle,Sedan,Budget,3,381,Full-to-Full,Pending,4332
635,65353,03/19/2020,Cindystad,Haneyview,Sedan,Sixt,5,307,Full-to-Full,Cancelled,3750
635,65382,10/08/2020,Youngstad,North Crystal,Hatchback,Sixt,2,90,Prepaid,Pending,1064
636,65481,08/27/2020,Stevenstown,West Tyler,Luxury,Avis,5,236,Full-to-Full,Cancelled,6297
636,65488,10/15/2020,New Brandonton,North Williamshire,Luxury,Avis,2,499,Full-to-Full,Confirmed,11119
636,65543,11/04/2021,Barnesmouth,Michelletown,Sedan,Enterprise,5,261,Prepaid,Pending,3285
636,65547,12/02/2021,Markborough,Port Anthonyborough,Hatchback,Avis,2,198,Prepaid,Pending,1917
638,65574,01/23/2020,New Jared,New Clarencemouth,SUV,Budget,5,500,Partial,Cancelled,6896
638,65585,04/09/2020,Lake Linda,New Phyllis,Sedan,Hertz,3,482,Prepaid,Pending,5373
638,65591,05/21/2020,East Kristen,Daltonville,SUV,Avis,3,336,Partial,Pending,4722
638,65675,12/30/2021,Lake Reneeview,Lake Heather,Sedan,Budget,4,208,Prepaid,Cancelled,2683
638,65684,03/03/2022,Kaylafurt,Kennethmouth,Sedan,Avis,5,443,Prepaid,Confirmed,5091
638,65698,06/09/2022,West Jonathan,Lake Natalie,Sedan,Sixt,5,272,Partial,Confirmed,3393
639,65758,08/20/2020,Lake Kimberly,East Joseph,Luxury,Budget,3,415,Full-to-Full,Cancelled,9576
640,65800,01/09/2020,Hallburgh,Dalehaven,SUV,Enterprise,4,317,Partial,Pending,4580
640,65836,09/17/2020,Reyesmouth,South Jesse,Sedan,Sixt,5,450,Prepaid,Cancelled,5184
640,65889,09/23/2021,Johnfurt,South Robert,SUV,Budget,2,292,Prepaid,Confirmed,4115
641,65949,10/10/2019,Whiteborough,Lake Alyssa,SUV,Avis,1,433,Full-to-Full,Pending,5731
641,65996,09/03/2020,East Andrewside,Burkeport,Luxury,Budget,1,416,Full-to-Full,Pending,9284
641,65997,09/10/2020,South Elijah,Wandafurt,Sedan,Enterprise,4,170,Partial,Pending,2295
641,66087,06/02/2022,South Eric,East Melissa,Sedan,Enterprise,1,374,Full-to-Full,Cancelled,4130
642,66173,07/09/2020,Port Benjamin,Gutierrezberg,Luxury,Enterprise,5,415,Prepaid,Cancelled,9865
642,66191,11/12/2020,South Valerie,East William,Sedan,Avis,2,212,Partial,Pending,2600
642,66233,09/02/2021,Lake Jerry,Maryburgh,Luxury,Sixt,5,144,Full-to-Full,Confirmed,4461
642,66266,04/21/2022,Mooremouth,Lake Jesse,Sedan,Sixt,3,184,Full-to-Full,Cancelled,2370
642,66295,11/10/2022,South Charlesbury,Joelshire,SUV,Avis,4,341,Full-to-Full,Confirmed,4889
643,66374,11/19/2020,Thomasstad,South Ruth,Luxury,Avis,2,433,Partial,Cancelled,9789
643,66378,12/17/2020,Willietown,Simmonsside,Hatchback,Avis,4,265,Prepaid,Pending,2565
643,66379,12/24/2020,East Breanna,Wilsonland,Sedan,Budget,1,431,Partial,Cancelled,4723
643,66383,01/21/2021,Lake Reginaldburgh,New Amy,Sedan,Sixt,1,493,Full-to-Full,Pending,5320
645,66389,10/10/2019,Riveraberg,Dannymouth,SUV,Sixt,4,141,Partial,Confirmed,2493
645,66461,02/25/2021,Derekberg,Lawrencechester,SUV,Budget,3,260,Partial,Cancelled,3824
646,66560,02/13/2020,Lake Brittanyland,West Heather,Luxury,Enterprise,1,161,Full-to-Full,Pending,4193
646,66562,02/27/2020,South Kayla,Morganville,Hatchback,Budget,5,421,Full-to-Full,Cancelled,3860
646,66599,11/12/2020,New Brian,Tylerfort,Hatchback,Budget,2,229,Prepaid,Pending,2167
646,66632,07/01/2021,Lake Richard,Hamiltontown,Hatchback,Sixt,5,275,Partial,Confirmed,2689
646,66701,10/27/2022,Normanton,Lisatown,Luxury,Avis,3,500,Partial,Cancelled,11281
648,66735,10/10/2019,New Donald,New Vincent,SUV,Budget,2,485,Prepaid,Cancelled,6445
648,66781,08/27/2020,New Katherinebury,East Sydneychester,Sedan,Avis,1,207,Partial,Cancelled,2459
649,66838,10/24/2019,Port Brandon,Shieldsmouth,SUV,Sixt,5,176,Partial,Confirmed,2974
649,66848,01/02/2020,West Richardtown,Riveraville,Sedan,Hertz,5,398,Full-to-Full,Confirmed,4673
650,66896,05/28/2020,South Travis,Durhambury,Luxury,Avis,1,339,Prepaid,Confirmed,7765
650,66910,09/03/2020,South Jennahaven,North Craig,Hatchback,Enterprise,1,411,Partial,Cancelled,3568
650,66913,09/24/2020,Lake Amy,Washingtonland,Hatchback,Avis,4,193,Full-to-Full,Pending,1985
650,66914,10/01/2020,East Daniel,Port Brandi,SUV,Avis,5,142,Partial,Pending,2594
650,66930,01/21/2021,Scotttown,Meganton,Sedan,Budget,2,130,Full-to-Full,Pending,1753
650,66964,09/16/2021,Port Debra,Lake Richardberg,SUV,Enterprise,1,132,Partial,Cancelled,2092
650,66969,10/21/2021,West Emilyborough,Dunnstad,SUV,Enterprise,1,68,Partial,Cancelled,1330
650,66971,11/04/2021,Port Aprilhaven,Hopkinston,Hatchback,Budget,4,313,Full-to-Full,Cancelled,2940
650,66973,11/18/2021,Andersonbury,New Breannaborough,Luxury,Sixt,5,433,Full-to-Full,Cancelled,10230
650,67009,07/28/2022,North Susanview,New Diana,Hatchback,Hertz,2,476,Prepaid,Pending,4158
650,67012,08/18/2022,Debraton,East Erica,Sedan,Enterprise,1,337,Full-to-Full,Cancelled,3785
651,67070,02/13/2020,North Karaview,Mullenbury,SUV,Enterprise,2,237,Prepaid,Pending,3470
651,67097,08/20/2020,South Garrettmouth,West Eric,Hatchback,Sixt,2,453,Partial,Confirmed,3942
651,67160,11/04/2021,West Jessicafurt,Rickbury,SUV,Avis,4,452,Full-to-Full,Cancelled,6217
651,67184,04/21/2022,Davidtown,East Lisafurt,SUV,Budget,4,103,Partial,Pending,2009
652,67288,09/03/2020,New Ericstad,Jessicamouth,Hatchback,Enterprise,1,318,Full-to-Full,Cancelled,2842
652,67321,04/22/2021,North Jefferyfort,Port Dustin,Hatchback,Avis,5,147,Partial,Pending,1640
652,67334,07/22/2021,Mclaughlinmouth,West Veronicastad,SUV,Avis,4,436,Full-to-Full,Cancelled,6025
652,67341,09/09/2021,Lake Jennifertown,Sarahburgh,SUV,Enterprise,2,52,Prepaid,Pending,1243
652,67363,02/10/2022,New Scott,East Alejandrostad,Sedan,Hertz,3,154,Partial,Pending,2073
652,67389,08/11/2022,New Michael,Lake Laurieside,Sedan,Budget,1,302,Full-to-Full,Pending,3429
653,67420,11/14/2019,Scottland,Port Brittanyport,SUV,Hertz,4,128,Full-to-Full,Cancelled,2313
653,67430,01/23/2020,Taylorport,Port Hannah,Luxury,Hertz,2,396,Prepaid,Confirmed,9047
653,67435,02/27/2020,Hortonport,Leefort,Hatchback,Budget,2,278,Partial,Pending,2550
653,67456,07/23/2020,Payneberg,West Ashley,SUV,Hertz,5,256,Partial,Confirmed,3932
654,67470,12/12/2019,Hayesburgh,South Ambermouth,Luxury,Budget,5,52,Full-to-Full,Confirmed,2600
654,67484,03/19/2020,North Williamstad,Hayesville,Luxury,Sixt,5,384,Partial,Cancelled,9275
654,67494,05/28/2020,Mathewborough,West Meganfurt,SUV,Sixt,5,497,Full-to-Full,Pending,6863
654,67508,09/03/2020,West Teresaside,East Robertland,Sedan,Hertz,3,158,Partial,Cancelled,2129
655,67587,05/07/2020,South Christina,Reesetown,Sedan,Sixt,4,497,Full-to-Full,Confirmed,5579
655,67597,07/16/2020,Tinamouth,Pereztown,Luxury,Avis,5,247,Prepaid,Pending,6537
655,67657,09/09/2021,Sarafort,Santiagobury,Sedan,Budget,5,253,Partial,Cancelled,3198
656,67676,10/24/2019,Thomaston,Stewartfurt,Hatchback,Enterprise,5,335,Prepaid,Confirmed,3171
656,67722,09/10/2020,Elliottmouth,Lake Amy,Hatchback,Enterprise,4,467,Full-to-Full,Confirmed,4146
656,67737,12/24/2020,Nicholasburgh,North Janethaven,Sedan,Sixt,3,132,Prepaid,Pending,1866
658,67897,06/24/2021,Elizabethmouth,Johnsonfort,Sedan,Enterprise,1,59,Partial,Pending,1008
659,67931,03/12/2020,Port Christianview,Petersonborough,Sedan,Sixt,3,465,Prepaid,Pending,5189
659,67978,02/04/2021,Lake Craigside,Michealfurt,Luxury,Sixt,2,463,Full-to-Full,Confirmed,10396
659,67992,05/13/2021,Lake Aliciashire,Port Amberberg,Sedan,Enterprise,3,157,Full-to-Full,Cancelled,2119
659,68033,02/24/2022,New Rachael,Nancystad,Hatchback,Enterprise,1,334,Prepaid,Pending,2959
659,68070,11/10/2022,Laurenport,Cochranchester,Luxury,Sixt,4,241,Partial,Pending,6255
660,68088,11/21/2019,Lake Nicole,West Shelby,Hatchback,Enterprise,4,465,Prepaid,Cancelled,4153
661,68212,03/18/2021,Patriciaville,Lake Allenchester,Hatchback,Sixt,2,94,Full-to-Full,Pending,1073
661,68230,07/22/2021,Port Nicole,West Susanton,SUV,Avis,4,482,Partial,Confirmed,6587
662,68289,02/13/2020,Josefort,Oliverchester,Luxury,Budget,1,378,Prepaid,Cancelled,8542
662,68307,06/18/2020,North Mary,Duaneville,SUV,Avis,3,357,Partial,Confirmed,4985
662,68370,09/02/2021,South Lisamouth,Jeffreybury,Luxury,Budget,5,456,Full-to-Full,Pending,10696
662,68376,10/14/2021,Amyton,Robertland,Hatchback,Avis,2,59,Prepaid,Cancelled,820
663,68449,11/28/2019,West Amandamouth,Port Christinamouth,SUV,Sixt,3,430,Full-to-Full,Pending,5850
664,68502,10/31/2019,New Michaelstad,Palmerbury,SUV,Enterprise,3,345,Prepaid,Confirmed,4831
664,68509,12/19/2019,Jameschester,Edwardshire,Hatchback,Sixt,5,115,Full-to-Full,Pending,1380
664,68517,02/13/2020,East Mercedesville,West Michaelberg,SUV,Avis,1,54,Full-to-Full,Pending,1167
664,68523,03/26/2020,Lake Christopherton,Christopherland,Sedan,Hertz,4,151,Full-to-Full,Confirmed,2136
664,68558,11/26/2020,Albertberg,Pamelamouth,Luxury,Hertz,1,361,Partial,Cancelled,8212
664,68559,12/03/2020,Johnsonside,Nathanielborough,Luxury,Sixt,1,361,Prepaid,Confirmed,8201
664,68564,01/07/2021,Manntown,West Wendy,SUV,Hertz,3,163,Partial,Cancelled,2638
664,68575,03/25/2021,West James,Brandyview,Hatchback,Avis,1,277,Partial,Pending,2495
665,68693,04/30/2020,Stephanieland,Port Susanchester,Sedan,Enterprise,3,460,Partial,Confirmed,5156
665,68695,05/14/2020,Port Katie,Crystalstad,Hatchback,Sixt,4,212,Full-to-Full,Cancelled,2146
666,68790,05/21/2020,South Joshuaton,Daniellechester,Sedan,Sixt,4,461,Full-to-Full,Confirmed,5240
666,68808,09/24/2020,Burnsfort,Lake Sarahmouth,Sedan,Budget,2,439,Prepaid,Cancelled,4879
666,68906,08/11/2022,North Michaeltown,East Brandon,SUV,Sixt,5,168,Partial,Pending,2885
666,68916,10/20/2022,Port Amychester,Lake Martinstad,Sedan,Hertz,5,157,Partial,Confirmed,2230
668,69025,09/03/2020,Kathrynland,Angelamouth,SUV,Hertz,5,150,Prepaid,Confirmed,2680
669,69099,04/09/2020,Jonesstad,North Bruce,Luxury,Sixt,5,468,Partial,Confirmed,10927
