travelCode,User_ID,Departure,Arrival,flightType,Flight_price,Flight_duration,Flight_Distance,Flight_agency,Departure_date
77247,751,Sao Paulo (SP),Natal (RN),premium,719.91,0.85,327.55,CloudFy,30/07/2020
77252,751,Sao Paulo (SP),Salvador (BH),premium,1118.61,1.04,401.66,CloudFy,09/03/2020
77255,751,Natal (RN),Recife (PE),firstClass,694.42,0.58,222.67,FlyingDrops,24/09/2020
77256,751,Sao Paulo (SP),Florianopolis (SC),firstClass,1684.14,1.46,562.14,CloudFy,10/01/2020
77267,751,Aracaju (SE),Salvador (BH),firstClass,1684.05,2.16,830.86,CloudFy,17/12/2020
77274,751,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,02/04/2021
77276,751,Natal (RN),Recife (PE),firstClass,806.91,0.58,222.67,Rainbow,18/02/2021
77289,751,Natal (RN),Rio de Janeiro (RJ),firstClass,1314.05,1.55,595.03,Rainbow,20/05/2021
77292,751,Natal (RN),Aracaju (SE),economic,301.61,0.46,176.33,Rainbow,06/10/2021
77297,751,Aracaju (SE),Recife (PE),premium,835.21,1.44,555.74,CloudFy,15/07/2021
77300,751,Sao Paulo (SP),Campo Grande (MS),firstClass,595.09,0.44,168.22,Rainbow,08/05/2021
77306,751,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,1.69,650.1,Rainbow,16/09/2021
77307,751,Natal (RN),Campo Grande (MS),firstClass,979.56,0.65,250.68,FlyingDrops,23/09/2021
77308,751,Natal (RN),Brasilia (DF),premium,919.89,1.43,550.69,Rainbow,30/09/2021
77313,751,Aracaju (SE),Natal (RN),premium,427.25,0.46,176.33,Rainbow,11/04/2021
77317,751,Natal (RN),Salvador (BH),economic,922.87,1.85,710.57,CloudFy,12/02/2021
77319,751,Sao Paulo (SP),Rio de Janeiro (RJ),premium,861.9,0.86,331.89,Rainbow,16/12/2021
77320,751,Sao Paulo (SP),Recife (PE),economic,827.12,1.26,486.52,Rainbow,23/12/2021
77324,752,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,10/10/2019
77325,752,Natal (RN),Campo Grande (MS),firstClass,979.56,0.65,250.68,FlyingDrops,17/10/2019
77326,752,Aracaju (SE),Salvador (BH),firstClass,1714.75,2.16,830.86,FlyingDrops,24/10/2019
77328,752,Natal (RN),Campo Grande (MS),firstClass,953.32,0.65,250.68,CloudFy,11/07/2019
77332,752,Natal (RN),Campo Grande (MS),firstClass,953.32,0.65,250.68,CloudFy,12/05/2019
77336,752,Sao Paulo (SP),Aracaju (SE),economic,722.74,1.02,392.76,CloudFy,01/02/2020
77337,752,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,01/09/2020
77338,752,Sao Paulo (SP),Florianopolis (SC),premium,1370.17,1.46,562.14,CloudFy,16/01/2020
77340,752,Natal (RN),Rio de Janeiro (RJ),economic,755.71,1.55,595.03,Rainbow,30/01/2020
77351,752,Sao Paulo (SP),Campo Grande (MS),economic,335.16,0.44,168.22,CloudFy,16/04/2020
77352,752,Sao Paulo (SP),Brasilia (DF),premium,586.06,0.67,257.81,Rainbow,23/04/2020
77354,752,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,2.1,808.85,CloudFy,05/07/2020
77356,752,Aracaju (SE),Brasilia (DF),firstClass,959.29,1.11,425.98,Rainbow,21/05/2020
77360,752,Natal (RN),Brasilia (DF),firstClass,1300.53,1.43,550.69,CloudFy,18/06/2020
77368,752,Sao Paulo (SP),Rio de Janeiro (RJ),firstClass,1016.89,0.86,331.89,Rainbow,13/08/2020
77369,752,Sao Paulo (SP),Salvador (BH),premium,1118.61,1.04,401.66,CloudFy,20/08/2020
77382,752,Sao Paulo (SP),Brasilia (DF),premium,602.12,0.67,257.81,CloudFy,19/11/2020
77384,752,Natal (RN),Aracaju (SE),firstClass,576.66,0.46,176.33,CloudFy,12/03/2020
77386,752,Aracaju (SE),Sao Paulo (SP),economic,446.73,1.02,392.76,Rainbow,17/12/2020
77389,752,Natal (RN),Sao Paulo (SP),firstClass,1148.78,0.85,327.55,Rainbow,01/07/2021
77394,752,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,1.02,392.76,CloudFy,02/11/2021
77400,752,Aracaju (SE),Natal (RN),firstClass,598.61,0.46,176.33,CloudFy,25/03/2021
77404,752,Natal (RN),Rio de Janeiro (RJ),economic,774.57,1.55,595.03,CloudFy,22/04/2021
77405,752,Aracaju (SE),Salvador (BH),economic,964.83,2.16,830.86,CloudFy,29/04/2021
77408,752,Sao Paulo (SP),Brasilia (DF),firstClass,727.31,0.67,257.81,FlyingDrops,20/05/2021
77409,752,Natal (RN),Campo Grande (MS),economic,470.16,0.65,250.68,Rainbow,27/05/2021
77414,752,Natal (RN),Florianopolis (SC),firstClass,1570.02,1.84,709.37,CloudFy,07/01/2021
77415,752,Natal (RN),Sao Paulo (SP),firstClass,1142.29,0.85,327.55,FlyingDrops,07/08/2021
77416,752,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,15/07/2021
77417,752,Sao Paulo (SP),Campo Grande (MS),premium,447.53,0.44,168.22,CloudFy,22/07/2021
77419,752,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,08/05/2021
77422,752,Sao Paulo (SP),Salvador (BH),economic,743.6,1.04,401.66,Rainbow,26/08/2021
77427,752,Sao Paulo (SP),Brasilia (DF),firstClass,824.31,0.67,257.81,Rainbow,30/09/2021
77428,752,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,1.69,650.1,Rainbow,10/07/2021
77437,752,Sao Paulo (SP),Brasilia (DF),firstClass,742.94,0.67,257.81,CloudFy,12/09/2021
77442,752,Natal (RN),Salvador (BH),economic,922.87,1.85,710.57,CloudFy,13/01/2022
77447,752,Sao Paulo (SP),Recife (PE),premium,1195.26,1.26,486.52,CloudFy,17/02/2022
77448,752,Sao Paulo (SP),Florianopolis (SC),premium,1367.6,1.46,562.14,Rainbow,24/02/2022
77449,752,Sao Paulo (SP),Aracaju (SE),firstClass,1159.84,1.02,392.76,Rainbow,03/03/2022
77450,752,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,1.02,392.76,Rainbow,03/10/2022
77451,752,Natal (RN),Florianopolis (SC),economic,884.4,1.84,709.37,Rainbow,17/03/2022
77455,752,Natal (RN),Sao Paulo (SP),economic,583.17,0.85,327.55,Rainbow,14/04/2022
77458,752,Sao Paulo (SP),Brasilia (DF),economic,393.84,0.67,257.81,Rainbow,05/05/2022
77464,752,Natal (RN),Rio de Janeiro (RJ),premium,1100.85,1.55,595.03,Rainbow,16/06/2022
77465,752,Natal (RN),Rio de Janeiro (RJ),premium,1102.93,1.55,595.03,CloudFy,23/06/2022
77468,752,Aracaju (SE),Campo Grande (MS),economic,743.54,1.69,650.1,Rainbow,14/07/2022
77473,752,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,18/08/2022
77474,752,Sao Paulo (SP),Brasilia (DF),firstClass,742.94,0.67,257.81,CloudFy,25/08/2022
77475,752,Aracaju (SE),Salvador (BH),economic,943.36,2.16,830.86,Rainbow,09/01/2022
77477,752,Sao Paulo (SP),Recife (PE),premium,1195.26,1.26,486.52,CloudFy,15/09/2022
77478,752,Natal (RN),Campo Grande (MS),economic,546.04,0.65,250.68,CloudFy,22/09/2022
77479,752,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,29/09/2022
77480,752,Sao Paulo (SP),Salvador (BH),economic,743.6,1.04,401.66,Rainbow,10/06/2022
77481,752,Aracaju (SE),Sao Paulo (SP),economic,446.73,1.02,392.76,Rainbow,13/10/2022
77483,752,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,27/10/2022
77488,752,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,12/01/2022
77500,753,Natal (RN),Rio de Janeiro (RJ),economic,755.71,1.55,595.03,Rainbow,24/10/2019
77501,753,Aracaju (SE),Salvador (BH),firstClass,1714.75,2.16,830.86,FlyingDrops,31/10/2019
77504,753,Aracaju (SE),Campo Grande (MS),premium,1021.53,1.69,650.1,CloudFy,21/11/2019
77508,753,Sao Paulo (SP),Recife (PE),economic,827.12,1.26,486.52,Rainbow,19/12/2019
77510,753,Natal (RN),Recife (PE),economic,429.77,0.58,222.67,CloudFy,01/02/2020
77515,753,Sao Paulo (SP),Natal (RN),premium,719.91,0.85,327.55,CloudFy,02/06/2020
77517,753,Natal (RN),Sao Paulo (SP),economic,583.17,0.85,327.55,Rainbow,20/02/2020
77518,753,Sao Paulo (SP),Salvador (BH),firstClass,1400.35,1.04,401.66,Rainbow,27/02/2020
77520,754,Sao Paulo (SP),Natal (RN),premium,719.91,0.85,327.55,CloudFy,26/09/2019
77521,754,Natal (RN),Campo Grande (MS),economic,470.16,0.65,250.68,Rainbow,10/03/2019
77522,754,Aracaju (SE),Salvador (BH),firstClass,1723.71,2.16,830.86,Rainbow,10/10/2019
77526,754,Sao Paulo (SP),Campo Grande (MS),firstClass,595.09,0.44,168.22,Rainbow,11/07/2019
77529,754,Aracaju (SE),Florianopolis (SC),economic,869.13,2.1,808.85,CloudFy,28/11/2019
77531,754,Aracaju (SE),Rio de Janeiro (RJ),premium,1007.72,1.55,597.61,CloudFy,12/12/2019
77533,754,Sao Paulo (SP),Aracaju (SE),economic,722.74,1.02,392.76,CloudFy,26/12/2019
77539,754,Aracaju (SE),Natal (RN),economic,332.1,0.46,176.33,CloudFy,02/06/2020
77543,754,Aracaju (SE),Florianopolis (SC),economic,869.13,2.1,808.85,CloudFy,03/05/2020
77544,754,Sao Paulo (SP),Florianopolis (SC),economic,908.17,1.46,562.14,Rainbow,03/12/2020
77545,754,Sao Paulo (SP),Campo Grande (MS),firstClass,595.09,0.44,168.22,Rainbow,19/03/2020
77546,754,Sao Paulo (SP),Brasilia (DF),premium,602.12,0.67,257.81,CloudFy,26/03/2020
77547,754,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,04/02/2020
77549,754,Aracaju (SE),Salvador (BH),economic,964.83,2.16,830.86,CloudFy,16/04/2020
77554,754,Natal (RN),Rio de Janeiro (RJ),economic,774.57,1.55,595.03,CloudFy,21/05/2020
77559,754,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,25/06/2020
77560,754,Sao Paulo (SP),Natal (RN),firstClass,946.36,0.85,327.55,CloudFy,07/02/2020
77565,754,Aracaju (SE),Natal (RN),premium,535.95,0.46,176.33,CloudFy,08/06/2020
77578,754,Sao Paulo (SP),Rio de Janeiro (RJ),premium,861.9,0.86,331.89,Rainbow,11/05/2020
77579,754,Sao Paulo (SP),Natal (RN),firstClass,943.18,0.85,327.55,FlyingDrops,11/12/2020
77581,754,Natal (RN),Campo Grande (MS),firstClass,855.82,0.65,250.68,Rainbow,26/11/2020
77593,755,Sao Paulo (SP),Salvador (BH),premium,1114.09,1.04,401.66,Rainbow,26/09/2019
77601,755,Natal (RN),Rio de Janeiro (RJ),firstClass,1391.6,1.55,595.03,CloudFy,21/11/2019
77603,755,Aracaju (SE),Natal (RN),premium,535.95,0.46,176.33,CloudFy,12/05/2019
77606,755,Sao Paulo (SP),Recife (PE),economic,829.91,1.26,486.52,CloudFy,26/12/2019
77607,755,Natal (RN),Recife (PE),firstClass,694.42,0.58,222.67,FlyingDrops,01/02/2020
77608,755,Natal (RN),Campo Grande (MS),firstClass,953.32,0.65,250.68,CloudFy,01/09/2020
77610,755,Natal (RN),Florianopolis (SC),firstClass,1570.02,1.84,709.37,CloudFy,23/01/2020
77615,755,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,27/02/2020
77616,755,Aracaju (SE),Brasilia (DF),firstClass,959.29,1.11,425.98,Rainbow,03/05/2020
77617,755,Natal (RN),Aracaju (SE),firstClass,576.66,0.46,176.33,CloudFy,03/12/2020
77618,755,Natal (RN),Sao Paulo (SP),premium,879.87,0.85,327.55,Rainbow,19/03/2020
77619,755,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,26/03/2020
77620,755,Sao Paulo (SP),Campo Grande (MS),firstClass,563.0,0.44,168.22,CloudFy,04/02/2020
77623,755,Sao Paulo (SP),Natal (RN),economic,530.03,0.85,327.55,Rainbow,23/04/2020
77626,755,Sao Paulo (SP),Florianopolis (SC),premium,1370.17,1.46,562.14,CloudFy,14/05/2020
77627,755,Natal (RN),Aracaju (SE),firstClass,611.4,0.46,176.33,Rainbow,21/05/2020
77628,755,Aracaju (SE),Florianopolis (SC),economic,869.13,2.1,808.85,CloudFy,28/05/2020
77632,755,Natal (RN),Campo Grande (MS),economic,546.04,0.65,250.68,CloudFy,25/06/2020
77633,755,Aracaju (SE),Florianopolis (SC),premium,1132.81,2.1,808.85,Rainbow,07/02/2020
77635,755,Natal (RN),Salvador (BH),premium,1289.31,1.85,710.57,CloudFy,16/07/2020
77638,755,Sao Paulo (SP),Brasilia (DF),firstClass,742.94,0.67,257.81,CloudFy,08/06/2020
77639,755,Natal (RN),Brasilia (DF),premium,898.46,1.43,550.69,CloudFy,13/08/2020
77640,755,Natal (RN),Aracaju (SE),premium,451.41,0.46,176.33,CloudFy,20/08/2020
77641,755,Natal (RN),Sao Paulo (SP),economic,583.17,0.85,327.55,Rainbow,27/08/2020
77643,755,Sao Paulo (SP),Brasilia (DF),premium,586.06,0.67,257.81,Rainbow,09/10/2020
77644,755,Sao Paulo (SP),Recife (PE),firstClass,1464.89,1.26,486.52,FlyingDrops,17/09/2020
77651,755,Aracaju (SE),Campo Grande (MS),economic,743.54,1.69,650.1,Rainbow,11/05/2020
77653,755,Sao Paulo (SP),Aracaju (SE),firstClass,1159.84,1.02,392.76,Rainbow,19/11/2020
77656,755,Natal (RN),Salvador (BH),firstClass,1744.87,1.85,710.57,FlyingDrops,12/10/2020
77657,755,Natal (RN),Campo Grande (MS),firstClass,979.56,0.65,250.68,FlyingDrops,17/12/2020
77660,755,Sao Paulo (SP),Recife (PE),economic,829.91,1.26,486.52,CloudFy,01/07/2021
77664,755,Sao Paulo (SP),Brasilia (DF),economic,389.47,0.67,257.81,CloudFy,02/04/2021
77667,755,Sao Paulo (SP),Natal (RN),premium,719.91,0.85,327.55,CloudFy,25/02/2021
77670,755,Aracaju (SE),Brasilia (DF),economic,548.62,1.11,425.98,Rainbow,18/03/2021
77676,755,Sao Paulo (SP),Natal (RN),firstClass,932.87,0.85,327.55,Rainbow,29/04/2021
77685,755,Sao Paulo (SP),Recife (PE),premium,1195.26,1.26,486.52,CloudFy,07/01/2021
77687,755,Natal (RN),Florianopolis (SC),firstClass,1554.92,1.84,709.37,Rainbow,15/07/2021
77688,755,Natal (RN),Sao Paulo (SP),economic,623.33,0.85,327.55,CloudFy,22/07/2021
77693,755,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,2.1,808.85,CloudFy,26/08/2021
77694,755,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,09/02/2021
77696,755,Sao Paulo (SP),Campo Grande (MS),premium,438.74,0.44,168.22,Rainbow,16/09/2021
77703,755,Sao Paulo (SP),Rio de Janeiro (RJ),premium,846.03,0.86,331.89,CloudFy,11/04/2021
77717,755,Natal (RN),Rio de Janeiro (RJ),firstClass,1314.05,1.55,595.03,Rainbow,02/10/2022
77718,755,Aracaju (SE),Natal (RN),firstClass,549.96,0.46,176.33,Rainbow,17/02/2022
77719,755,Natal (RN),Salvador (BH),premium,1289.31,1.85,710.57,CloudFy,24/02/2022
77724,755,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,31/03/2022
77734,756,Natal (RN),Aracaju (SE),premium,479.37,0.46,176.33,Rainbow,14/11/2019
77738,756,Sao Paulo (SP),Natal (RN),firstClass,946.36,0.85,327.55,CloudFy,12/12/2019
77741,756,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1189.86,1.55,597.61,Rainbow,01/02/2020
77745,756,Aracaju (SE),Sao Paulo (SP),economic,410.79,1.02,392.76,CloudFy,30/01/2020
77746,756,Natal (RN),Aracaju (SE),economic,361.68,0.46,176.33,CloudFy,02/06/2020
77748,756,Natal (RN),Aracaju (SE),premium,479.37,0.46,176.33,Rainbow,20/02/2020
77752,756,Natal (RN),Brasilia (DF),firstClass,1286.63,1.43,550.69,Rainbow,19/03/2020
77756,756,Natal (RN),Florianopolis (SC),premium,1212.58,1.84,709.37,Rainbow,16/04/2020
77758,756,Sao Paulo (SP),Salvador (BH),economic,793.27,1.04,401.66,CloudFy,30/04/2020
77764,756,Natal (RN),Rio de Janeiro (RJ),economic,755.71,1.55,595.03,Rainbow,06/11/2020
77766,756,Aracaju (SE),Campo Grande (MS),economic,743.54,1.69,650.1,Rainbow,25/06/2020
77779,756,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,24/09/2020
77780,756,Natal (RN),Salvador (BH),economic,959.79,1.85,710.57,Rainbow,10/01/2020
77782,756,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,15/10/2020
77785,756,Sao Paulo (SP),Aracaju (SE),premium,906.59,1.02,392.76,CloudFy,11/05/2020
77792,756,Sao Paulo (SP),Aracaju (SE),firstClass,1159.84,1.02,392.76,Rainbow,24/12/2020
77794,756,Aracaju (SE),Recife (PE),premium,835.21,1.44,555.74,CloudFy,01/07/2021
77795,756,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,14/01/2021
77798,756,Aracaju (SE),Brasilia (DF),economic,548.62,1.11,425.98,Rainbow,02/04/2021
77800,756,Natal (RN),Florianopolis (SC),firstClass,1540.6,1.84,709.37,FlyingDrops,18/02/2021
77807,756,Natal (RN),Aracaju (SE),economic,301.61,0.46,176.33,Rainbow,04/08/2021
77813,756,Sao Paulo (SP),Campo Grande (MS),firstClass,563.0,0.44,168.22,CloudFy,20/05/2021
77816,756,Natal (RN),Florianopolis (SC),firstClass,1554.92,1.84,709.37,Rainbow,06/10/2021
77818,756,Sao Paulo (SP),Recife (PE),firstClass,1573.5,1.26,486.52,Rainbow,24/06/2021
77824,756,Sao Paulo (SP),Brasilia (DF),premium,586.06,0.67,257.81,Rainbow,08/05/2021
77825,756,Sao Paulo (SP),Brasilia (DF),economic,389.47,0.67,257.81,CloudFy,08/12/2021
77833,756,Sao Paulo (SP),Brasilia (DF),firstClass,824.31,0.67,257.81,Rainbow,10/07/2021
77834,756,Aracaju (SE),Brasilia (DF),premium,706.36,1.11,425.98,Rainbow,14/10/2021
77836,756,Sao Paulo (SP),Aracaju (SE),economic,647.9,1.02,392.76,Rainbow,28/10/2021
77837,756,Aracaju (SE),Brasilia (DF),premium,706.36,1.11,425.98,Rainbow,11/04/2021
77846,756,Sao Paulo (SP),Aracaju (SE),premium,962.54,1.02,392.76,Rainbow,01/06/2022
77847,756,Natal (RN),Recife (PE),economic,429.77,0.58,222.67,CloudFy,13/01/2022
77851,756,Aracaju (SE),Natal (RN),economic,380.32,0.46,176.33,Rainbow,02/10/2022
77853,756,Natal (RN),Florianopolis (SC),firstClass,1570.02,1.84,709.37,CloudFy,24/02/2022
77854,756,Sao Paulo (SP),Recife (PE),premium,1145.72,1.26,486.52,Rainbow,03/03/2022
77859,756,Natal (RN),Campo Grande (MS),premium,748.52,0.65,250.68,CloudFy,04/07/2022
77860,756,Aracaju (SE),Campo Grande (MS),premium,1116.83,1.69,650.1,Rainbow,14/04/2022
77864,756,Sao Paulo (SP),Aracaju (SE),economic,647.9,1.02,392.76,Rainbow,05/12/2022
77865,756,Aracaju (SE),Florianopolis (SC),economic,852.18,2.1,808.85,Rainbow,19/05/2022
77866,756,Sao Paulo (SP),Brasilia (DF),premium,586.06,0.67,257.81,Rainbow,26/05/2022
77871,756,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,30/06/2022
77880,756,Natal (RN),Salvador (BH),firstClass,1641.56,1.85,710.57,Rainbow,09/01/2022
77881,756,Natal (RN),Florianopolis (SC),firstClass,1554.92,1.84,709.37,Rainbow,09/08/2022
77885,756,Natal (RN),Campo Grande (MS),firstClass,855.82,0.65,250.68,Rainbow,10/06/2022
77888,756,Aracaju (SE),Campo Grande (MS),economic,743.54,1.69,650.1,Rainbow,27/10/2022
77895,756,Natal (RN),Florianopolis (SC),firstClass,1570.02,1.84,709.37,CloudFy,15/12/2022
77898,757,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,10/10/2019
77901,757,Natal (RN),Aracaju (SE),firstClass,576.66,0.46,176.33,CloudFy,31/10/2019
77908,757,Sao Paulo (SP),Brasilia (DF),economic,393.84,0.67,257.81,Rainbow,19/12/2019
77913,757,Natal (RN),Florianopolis (SC),economic,884.4,1.84,709.37,Rainbow,23/01/2020
77914,757,Aracaju (SE),Salvador (BH),economic,964.83,2.16,830.86,CloudFy,30/01/2020
77923,757,Aracaju (SE),Brasilia (DF),firstClass,959.29,1.11,425.98,Rainbow,04/02/2020
77925,757,Aracaju (SE),Natal (RN),economic,332.1,0.46,176.33,CloudFy,16/04/2020
77927,757,Sao Paulo (SP),Recife (PE),premium,1145.72,1.26,486.52,Rainbow,30/04/2020
77929,757,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,14/05/2020
77930,757,Natal (RN),Florianopolis (SC),premium,1212.58,1.84,709.37,Rainbow,21/05/2020
77931,757,Sao Paulo (SP),Salvador (BH),premium,1118.61,1.04,401.66,CloudFy,28/05/2020
77932,757,Aracaju (SE),Natal (RN),economic,332.1,0.46,176.33,CloudFy,06/04/2020
77936,757,Natal (RN),Recife (PE),economic,406.36,0.58,222.67,Rainbow,07/02/2020
77939,757,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,23/07/2020
77944,757,Natal (RN),Brasilia (DF),firstClass,1300.53,1.43,550.69,CloudFy,27/08/2020
77949,757,Natal (RN),Campo Grande (MS),economic,546.04,0.65,250.68,CloudFy,10/01/2020
77951,757,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1189.86,1.55,597.61,Rainbow,15/10/2020
77952,757,Aracaju (SE),Salvador (BH),firstClass,1684.05,2.16,830.86,CloudFy,22/10/2020
77953,757,Sao Paulo (SP),Salvador (BH),firstClass,1427.22,1.04,401.66,FlyingDrops,29/10/2020
77954,757,Sao Paulo (SP),Rio de Janeiro (RJ),firstClass,1092.94,0.86,331.89,CloudFy,11/05/2020
77956,757,Sao Paulo (SP),Rio de Janeiro (RJ),firstClass,1016.89,0.86,331.89,Rainbow,19/11/2020
77958,757,Sao Paulo (SP),Recife (PE),firstClass,1464.89,1.26,486.52,FlyingDrops,12/03/2020
77965,757,Natal (RN),Sao Paulo (SP),firstClass,1142.29,0.85,327.55,FlyingDrops,21/01/2021
77968,757,Sao Paulo (SP),Natal (RN),economic,530.03,0.85,327.55,Rainbow,02/11/2021
77969,757,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,18/02/2021
77973,757,Natal (RN),Sao Paulo (SP),premium,863.8,0.85,327.55,CloudFy,18/03/2021
77974,757,Aracaju (SE),Brasilia (DF),firstClass,957.68,1.11,425.98,CloudFy,25/03/2021
77975,757,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,04/01/2021
77976,757,Aracaju (SE),Florianopolis (SC),firstClass,1499.93,2.1,808.85,FlyingDrops,04/08/2021
77978,757,Aracaju (SE),Natal (RN),firstClass,598.61,0.46,176.33,CloudFy,22/04/2021
77980,757,Aracaju (SE),Brasilia (DF),premium,706.36,1.11,425.98,Rainbow,05/06/2021
77982,757,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,20/05/2021
77984,757,Sao Paulo (SP),Campo Grande (MS),economic,367.22,0.44,168.22,Rainbow,06/03/2021
77987,757,Sao Paulo (SP),Campo Grande (MS),firstClass,668.19,0.44,168.22,FlyingDrops,24/06/2021
77989,757,Sao Paulo (SP),Natal (RN),economic,530.03,0.85,327.55,Rainbow,07/08/2021
77990,757,Natal (RN),Aracaju (SE),economic,361.68,0.46,176.33,CloudFy,15/07/2021
77995,757,Sao Paulo (SP),Recife (PE),firstClass,1464.89,1.26,486.52,FlyingDrops,19/08/2021
77998,757,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,09/09/2021
77999,757,Aracaju (SE),Natal (RN),premium,427.25,0.46,176.33,Rainbow,16/09/2021
78002,757,Sao Paulo (SP),Brasilia (DF),firstClass,742.94,0.67,257.81,CloudFy,10/07/2021
78005,757,Sao Paulo (SP),Rio de Janeiro (RJ),firstClass,1016.89,0.86,331.89,Rainbow,28/10/2021
78013,757,Natal (RN),Florianopolis (SC),firstClass,1570.02,1.84,709.37,CloudFy,23/12/2021
78014,757,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,1.55,597.61,Rainbow,30/12/2021
78015,757,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,01/06/2022
78016,757,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,1.02,392.76,Rainbow,13/01/2022
78020,757,Natal (RN),Brasilia (DF),firstClass,1192.62,1.43,550.69,FlyingDrops,02/10/2022
78022,757,Natal (RN),Florianopolis (SC),firstClass,1554.92,1.84,709.37,Rainbow,24/02/2022
78023,757,Sao Paulo (SP),Florianopolis (SC),firstClass,1684.14,1.46,562.14,CloudFy,03/03/2022
78025,757,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,17/03/2022
78026,757,Natal (RN),Aracaju (SE),firstClass,611.4,0.46,176.33,Rainbow,24/03/2022
78027,757,Aracaju (SE),Salvador (BH),firstClass,1684.05,2.16,830.86,CloudFy,31/03/2022
78029,757,Natal (RN),Sao Paulo (SP),premium,879.87,0.85,327.55,Rainbow,14/04/2022
78031,757,Natal (RN),Florianopolis (SC),firstClass,1540.6,1.84,709.37,FlyingDrops,28/04/2022
78034,757,Sao Paulo (SP),Recife (PE),economic,829.91,1.26,486.52,CloudFy,19/05/2022
78036,757,Aracaju (SE),Natal (RN),economic,332.1,0.46,176.33,CloudFy,06/02/2022
78040,757,Natal (RN),Salvador (BH),firstClass,1744.87,1.85,710.57,FlyingDrops,30/06/2022
78052,757,Natal (RN),Salvador (BH),premium,1315.97,1.85,710.57,Rainbow,22/09/2022
78060,757,Aracaju (SE),Natal (RN),economic,332.1,0.46,176.33,CloudFy,17/11/2022
78064,757,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,15/12/2022
78067,757,Sao Paulo (SP),Salvador (BH),economic,743.6,1.04,401.66,Rainbow,01/05/2023
78071,758,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,10/03/2019
78072,758,Sao Paulo (SP),Florianopolis (SC),economic,908.17,1.46,562.14,Rainbow,10/10/2019
78074,758,Natal (RN),Recife (PE),firstClass,744.11,0.58,222.67,CloudFy,24/10/2019
78081,758,Natal (RN),Florianopolis (SC),economic,873.07,1.84,709.37,CloudFy,12/12/2019
78084,758,Natal (RN),Salvador (BH),firstClass,1641.56,1.85,710.57,Rainbow,01/02/2020
78085,758,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,01/09/2020
78098,758,Natal (RN),Salvador (BH),premium,1315.97,1.85,710.57,Rainbow,04/09/2020
78101,758,Aracaju (SE),Salvador (BH),premium,1288.79,2.16,830.86,CloudFy,30/04/2020
78104,758,Sao Paulo (SP),Natal (RN),premium,701.29,0.85,327.55,Rainbow,21/05/2020
